IAA_10eneg6_Worm1_Neuron1,IAA_10eneg6_Worm1_Neuron2,IAA_10eneg6_Worm1_Neuron3,IAA_10eneg6_Worm1_Neuron4,IAA_10eneg6_Worm1_Neuron5,IAA_10eneg6_Worm1_Neuron6,IAA_10eneg6_Worm1_Neuron7,IAA_10eneg6_Worm1_Neuron8,IAA_10eneg6_Worm1_Neuron9,IAA_10eneg6_Worm1_Neuron10,IAA_10eneg6_Worm1_Neuron11,IAA_10eneg6_Worm1_Neuron12,IAA_10eneg6_Worm1_Neuron13,IAA_10eneg6_Worm1_Neuron14,IAA_10eneg6_Worm1_Neuron15,IAA_10eneg6_Worm1_Neuron16,IAA_10eneg6_Worm1_Neuron17,IAA_10eneg6_Worm1_Neuron18,IAA_10eneg6_Worm1_Neuron19,IAA_10eneg6_Worm1_Neuron20,IAA_10eneg6_Worm1_Neuron21,IAA_10eneg6_Worm1_Neuron22,IAA_10eneg6_Worm1_Neuron23,IAA_10eneg6_Worm1_Neuron24,IAA_10eneg6_Worm1_Neuron25,IAA_10eneg6_Worm1_Neuron26,IAA_10eneg6_Worm1_Neuron27,IAA_10eneg6_Worm1_Neuron28,IAA_10eneg6_Worm1_Neuron29,IAA_10eneg6_Worm1_Neuron30,IAA_10eneg6_Worm1_Neuron31,IAA_10eneg6_Worm1_Neuron32,IAA_10eneg6_Worm1_Neuron33,IAA_10eneg6_Worm1_Neuron34,IAA_10eneg6_Worm1_Neuron35,IAA_10eneg6_Worm1_Neuron36,IAA_10eneg6_Worm1_Neuron37,IAA_10eneg6_Worm1_Neuron38,IAA_10eneg6_Worm1_Neuron39,IAA_10eneg6_Worm1_Neuron40,IAA_10eneg6_Worm1_Neuron41,IAA_10eneg6_Worm1_Neuron42,IAA_10eneg6_Worm1_Neuron43,IAA_10eneg6_Worm1_Neuron44,IAA_10eneg6_Worm1_Neuron45,IAA_10eneg6_Worm1_Neuron46,IAA_10eneg6_Worm1_Neuron47,IAA_10eneg6_Worm1_Neuron48,IAA_10eneg6_Worm1_Neuron49,IAA_10eneg6_Worm1_Neuron50,IAA_10eneg6_Worm1_Neuron51,IAA_10eneg6_Worm1_Neuron52,IAA_10eneg6_Worm1_Neuron53,IAA_10eneg6_Worm1_Neuron54,IAA_10eneg6_Worm1_Neuron55,IAA_10eneg6_Worm1_Neuron56,IAA_10eneg6_Worm1_Neuron57,IAA_10eneg6_Worm1_Neuron58
6.86814996680536,12.0371112166596,13.9065940962752,14.3070831428591,3.32871214470112,18.3959222593602,59.1775889027963,83.4221503538079,4.9668648770529,11.6164164059339,2.01704724017701,8.76742820304965,64.4147836611143,18.9466100044275,61.6396286200893,9.51325461901102,10.2202113927566,24.9716257948733,10.2418740242614,11.5364661216852,4.76535941394386,15.820782739398,33.507797024661,26.0743467927801,0,10.5041283667249,1.14938691906391,36.4927579315877,14.9714743290025,6.54457851998028,26.9720329142636,18.4854532373087,7.95157244769672,23.1197419949103,14.4071051748259,11.1772268898775,14.8070661625176,6.53444983883784,32.2264654869658,31.96050651027,24.8963029008606,14.4772467433037,19.1098310708581,29.3836057112411,31.0566984139191,12.8144305434069,10.5627424499826,11.5031598582752,7.582886716067,11.2397473046278,7.76030811289001,19.321589489835,10.8825872827956,21.7919392041234,17.6345826817889,14.1642615589723,8.65388345639838,17.9761601774405
5.2597000471424,12.4616753792115,12.438246493875,16.8087829486765,0,17.7898165243571,53.6292276215736,90.374896269328,5.43064116678363,12.0099122277372,0,9.86290193904885,67.6360254859001,24.8645203426308,59.5794821183881,5.97920230939065,12.1033381673114,26.8759699942739,6.6963227226216,11.8071676190647,2.10126195816029,8.51015867797898,41.444496975417,26.1049285603619,0,8.96983033230578,8.56636112310681,31.1828371769837,13.0980180775087,7.48188976772997,29.0228172146614,17.6416498465688,6.9011691183219,18.6969124924427,10.0152026473124,12.2095380441312,10.8758626114152,2.27935222941515,36.6351384522444,31.2760253292841,24.3850961300346,15.0704503387388,17.7035164000572,24.5590130255872,23.9113604089687,17.0230446143295,11.9897602635743,12.3908134813211,7.05023829404389,13.226339921122,11.2612098811596,14.8438513619684,8.84645598320869,21.4818174804874,19.7314498671549,12.986833231504,10.7835677639524,18.4919357851121
5.124336560858,10.7521367464348,12.6505387504717,17.6585439278921,2.87719806583278,16.2336155685344,53.2971257214313,84.9148667957856,4.52762540142694,13.2171259777859,0,6.9842329958446,58.0437854578805,20.4826567522845,58.7890712918907,6.44652652576728,9.98784789234286,20.1371737361455,9.26837052733513,5.7270707821747,2.58545834001497,12.7868867904353,34.7506731471593,21.290897057281,1.49472178264775,10.1284337916684,16.132077272499,30.3065846360734,12.3775363351121,8.06316840621863,27.2270248034914,22.3456355781943,9.13252059384935,25.4766172813392,11.458372193851,12.4533862234056,9.71214605528557,12.2009754267266,36.8227021509109,31.2298355559942,23.1403090001267,12.218354437294,8.75227321990184,29.0447324292629,33.4493595824144,16.3522527957478,9.89408764924374,9.65241881527978,6.50523699293239,12.4659066853464,11.4413225998349,19.4191640033416,8.0317841874852,20.8130326169245,20.3809583595675,15.0708575728059,6.10850253755308,15.8331442332114
10.4551797086869,8.93874212110567,15.0652506304513,11.4040141035749,1.90919991015245,18.2781466970831,49.4473691705549,77.8642438554328,6.65774482891107,11.1849806653828,0.0495350926599281,9.20321601355175,58.2029483502258,24.5715775360184,54.9734260772062,6.79944621730297,9.72472287354958,22.3279090048051,7.72746353776037,9.63644473892456,3.23399027641279,13.1855818121295,28.8664964685353,27.9451626645255,0,12.0490105487329,18.3036117538499,28.385898366582,14.0814300176437,6.06935841016951,24.6019184329036,25.2186631831485,5.19868997998845,17.5414936266686,10.800873166743,10.4228400777255,8.94945428259412,13.2489935561007,39.3649480288532,34.5303373519071,22.9260343192031,12.157789447999,14.8593719179935,26.743656919365,26.9935621464871,16.2673014977617,9.09925240052435,11.1830262515435,4.5478319583059,13.3836343186517,14.0501533999137,20.2894441793152,5.94794013031762,19.9153356294569,17.5613577966904,10.7322652409197,11.5902862117325,18.755059556778
9.61643940394226,8.1135363735913,14.6008770697329,14.6738384228733,0.0146358321947649,17.2317155555589,58.6714382547194,70.8940421709729,8.74417274185359,12.2505554176528,3.98468831655338,6.92667146769692,58.9787090562109,18.3891440302182,54.6987309734056,8.07076919583915,9.84445163076468,22.803215662507,8.78456268125655,9.72054506277512,2.87727529404327,15.7653907931571,32.0362151856905,25.3405251354114,5.68953334257878,13.1000363391429,11.2841111682544,30.1230264331839,12.1571471561661,9.57912124108587,15.1642979534406,18.8280811612383,8.69910596940414,16.8387147297235,12.7985359170393,11.446556083566,1.31150860077137,11.1992502469925,36.5572936933728,37.0160345140598,20.3315726245244,9.52640741010241,17.6904385389675,26.1845391949887,23.940975044432,16.3098030496,11.2804920870103,9.49862786210507,4.30122884726371,11.8857773106999,14.030502454321,18.9180828953452,7.88126163775402,16.715813302519,16.4894118432744,13.5885360654152,8.08429945639291,17.3411546820762
5.95230297515687,5.90286337389092,13.6605130533088,10.8661469846952,1.00546454686098,18.5453838308745,50.970705290754,79.2665512317947,7.44488257449791,12.1333412231719,0.98123978492926,8.56669480588724,56.8123643016174,18.0540072314764,52.1379881331774,7.50944394424551,8.36667211917279,19.7924679155948,8.41874104677575,9.5399820881152,2.89390635495402,15.6830274393921,33.5634510451824,30.133083280464,0,11.7027269841174,13.3001276978793,23.020549806453,12.627221004449,6.39520618855978,21.2024625872289,7.80372977123721,8.05623640206934,21.9774878312726,13.5620206274788,11.3837774064249,8.06951321816213,10.3610606283323,32.9694605708423,35.6173727423295,22.5629575949785,9.10533823659005,9.45698857999663,35.7617959289679,31.7778594429113,14.5911637945028,8.27835975116755,7.91873222312406,4.26022282081594,12.2470582111556,12.1799499776831,17.5089503079752,6.86471952386092,21.0902213800479,22.4964728773644,13.2578969297657,7.77525891297136,17.1785246825351
6.39435564537739,3.93208768441155,12.2374486316195,13.3476500554833,0.775692990093783,15.6286043913879,43.7931454719353,71.707006854249,7.7522944757575,13.515461865741,2.37895971858402,7.53576906738929,53.763495638762,20.6449836357358,54.7732695075993,7.87370534110428,11.0535445049356,17.1879831696714,9.16377716524139,7.80126424668839,2.74775642082768,11.2559555474911,39.6015556775196,24.8581731327957,0,13.6726743446649,17.4910421546622,28.016778981766,14.4474584544914,7.87417333814448,17.1429586205032,17.4880393044987,11.2676746681211,22.1370347058385,13.771685056152,8.59548610801437,12.5336830501907,8.17910660685353,37.4094621495084,35.7671216272626,20.9426691305107,8.67629763125995,14.5370260983516,28.9632041629687,26.2291168555198,17.4314559194935,9.11168795381155,9.40811975840043,7.31038719777279,9.94539041237192,12.8269280791927,20.115172498771,9.08742626770666,17.8431631139969,15.4990861340761,12.9562332455104,8.42324257371518,20.0660150228755
4.93324978718335,4.84818474929978,12.5160810903898,16.2330300605882,0.198266053193336,17.1941936058662,44.097037269815,59.1486566757286,5.31090649896027,12.2600110885386,0,8.04696421484381,53.4939455239456,20.0450695825642,49.7122394731707,6.48759260722516,7.88396330772862,21.4100931581598,6.95304032252667,10.4452465519526,4.12453274075382,11.9719400458213,36.9615923842461,27.4797797649896,3.22706198309909,10.1536193867578,6.30295750730913,24.6681265604054,10.589667375744,7.32402802985419,16.2784881661865,9.70881986088082,5.89623821393511,17.2023320388866,13.2058868575614,8.84423178492326,8.23066086639985,11.3882203581724,42.2792591199835,36.2982998128654,25.7335410109785,7.47454173167772,15.9668208658634,29.0142673689002,35.2664178568824,12.7022961719137,10.347094482707,12.4399112436386,6.39758132268814,11.9630496655796,12.0192019489479,13.8970741359214,11.452852608976,21.7174691452149,19.4999168814242,13.0257109884819,7.76085220992872,15.9988912292715
6.05883327289836,6.89941165779188,16.6804554637463,12.197055999479,4.65093329995559,17.193609929506,41.2284057632909,69.3012882696646,11.4790042385835,9.2582596266573,1.45249039218388,8.11810632202994,47.0832189093424,23.7338204258785,47.4978926125545,6.95496264302868,8.12715570584049,24.1984350022288,9.15290237493197,6.90922115129686,2.84665232136768,10.6574130561309,38.1172862758341,23.122876066236,1.91941586444664,9.47216481486415,12.5711272374905,25.2734512353177,14.1332789921296,6.14567589383195,15.1847354345554,15.5855705146735,8.85091565444016,20.0239443782653,11.8933268569261,9.89787250236081,10.1399743318161,12.9650402347401,33.9734309235778,37.7091506401015,21.0636162123558,10.9043668463993,13.5438983072086,29.8649030103815,29.1803268196842,13.5804614482128,11.5642592116722,10.8248328200587,7.644150312105,10.6110111711585,10.2014881692526,12.5806813528427,14.5232919021635,15.6836972764107,17.8871753966795,15.6740359183482,10.0418528096308,17.1640650127141
6.86371118858563,5.35991714391922,11.8958590145427,12.9799948961001,2.27329108343007,19.9556579824802,43.5717912704494,65.7758321113317,5.9848283079749,11.2509762339882,0,8.29748910985193,43.190708649282,23.8818134171571,47.198050022173,6.74234296312214,9.70649349536998,21.3513787898679,10.691798033428,8.46371417775863,4.65376891121532,11.0010848021509,36.6197001736715,26.0087277220204,0,8.21687698066488,14.6513797556533,27.3895795934783,15.6776905396436,5.50635916790697,17.9535026844026,11.6097660466467,4.44426337781995,19.1505422824569,9.11811215853568,8.54231438349269,8.68275568563363,10.6218677058911,34.1639932231496,35.4917868551745,19.2623579914452,11.4323102487743,11.1197187904354,26.2075289162388,26.6713103042553,10.9806102954101,11.8877143164113,9.44297366188783,7.05160316421364,9.19335686741796,9.41429661968973,18.4572440102181,14.8573119917187,19.8420892657182,21.4016435747813,11.2056517332462,7.78420425833212,16.1133710567694
