NaCl_600mM_Worm3_Neuron1,NaCl_600mM_Worm3_Neuron2,NaCl_600mM_Worm3_Neuron3,NaCl_600mM_Worm3_Neuron4,NaCl_600mM_Worm3_Neuron5,NaCl_600mM_Worm3_Neuron6,NaCl_600mM_Worm3_Neuron7,NaCl_600mM_Worm3_Neuron8,NaCl_600mM_Worm3_Neuron9,NaCl_600mM_Worm3_Neuron10,NaCl_600mM_Worm3_Neuron11,NaCl_600mM_Worm3_Neuron12,NaCl_600mM_Worm3_Neuron13,NaCl_600mM_Worm3_Neuron14,NaCl_600mM_Worm3_Neuron15,NaCl_600mM_Worm3_Neuron16,NaCl_600mM_Worm3_Neuron17,NaCl_600mM_Worm3_Neuron18,NaCl_600mM_Worm3_Neuron19,NaCl_600mM_Worm3_Neuron20,NaCl_600mM_Worm3_Neuron21,NaCl_600mM_Worm3_Neuron22,NaCl_600mM_Worm3_Neuron23,NaCl_600mM_Worm3_Neuron24,NaCl_600mM_Worm3_Neuron25,NaCl_600mM_Worm3_Neuron26,NaCl_600mM_Worm3_Neuron27,NaCl_600mM_Worm3_Neuron28,NaCl_600mM_Worm3_Neuron29,NaCl_600mM_Worm3_Neuron30,NaCl_600mM_Worm3_Neuron31,NaCl_600mM_Worm3_Neuron32,NaCl_600mM_Worm3_Neuron33,NaCl_600mM_Worm3_Neuron34,NaCl_600mM_Worm3_Neuron35,NaCl_600mM_Worm3_Neuron36,NaCl_600mM_Worm3_Neuron37,NaCl_600mM_Worm3_Neuron38,NaCl_600mM_Worm3_Neuron39,NaCl_600mM_Worm3_Neuron40,NaCl_600mM_Worm3_Neuron41,NaCl_600mM_Worm3_Neuron42,NaCl_600mM_Worm3_Neuron43,NaCl_600mM_Worm3_Neuron44
15.5760381864112,6.81669232718096,50.5772435156923,2.75095634809398,23.1447836139119,10.6013740420237,12.0610767264655,21.9327025951377,13.9675590790398,13.5806156330278,0,30.4694089348911,15.1012771449683,0.326333765559026,6.87555780997141,1.87519235673085,25.4448544924382,12.0452644945432,12.0474674987887,4.84772284668655,0,22.9856338503092,4.26918947139539,6.85290945215584,65.4863046849835,24.9840675653074,1.54128230045897,15.642868906494,12.6359180269218,46.253276441729,2.06557814837822,11.5139200808813,23.5924879496696,6.72902363583837,6.2374774491298,28.5090365042676,25.9800785523451,24.0311656964618,25.9254581614755,125.956899570807,170.948599310714,26.2576002356613,13.5809737784191,18.1547753137883
6.88387909242416,13.8250705896879,42.2303181421105,3.61234741522281,14.0478242588984,5.87156821965041,11.648353251705,14.7534217363471,11.6025278705862,11.7059410012664,0,29.5995504516067,17.4978314816372,10.9679708780013,8.10741401485759,2.94851069423218,34.9542181794613,12.675806982522,11.7028935531809,0,0,14.0328637109285,10.0572737208917,4.14625182224262,60.7660844371008,22.0754010475505,7.60626864772746,15.3438410158765,15.6764593755926,47.4211383498929,2.77276154314364,10.0182444822481,18.9857431474223,8.39260057097165,10.4168090946695,24.736451202821,35.2763341243257,23.8512987753601,21.5570242646419,125.01233601022,174.032017583823,24.6015193668429,15.173467760984,18.0486811433621
16.1983543632972,5.591169403865,34.2599038771893,4.39121486338199,23.8166045475539,8.7998798628629,8.14580755907411,18.2779046306807,11.2359023378395,13.0956964213285,0,43.6738302731594,21.7710215463331,14.896357726011,11.1363919865538,5.50021558457737,24.3203645126995,12.5036994178074,10.3257829370189,0,0,16.5915475241126,8.44902704591088,8.02939298750335,56.2455343916896,26.9456387468369,5.81856579035613,12.3370093489738,15.5035588616302,40.1890995616973,2.18369660845109,10.0488427789798,22.9196684875431,8.69416646626662,9.4287124333929,30.3259033003369,35.9120064402559,25.1660267259087,23.6023938105009,127.05400577513,163.930998854282,22.9600921365841,19.5423459118467,19.0563364717571
13.5303239413651,6.54784910308838,56.8512434786664,2.69292462372552,16.6393918656324,14.7710705174192,12.8404160719343,23.2936229592949,11.5884654486575,9.22496697237679,0,34.008529340229,16.0628673436496,16.1260410010182,10.8644939141871,10.4029102254139,29.5277048001937,12.4558831086772,12.8867227787882,1.56325153385474,2.87285640153474,16.8258518269705,6.57273170332044,15.9585820277804,56.3702797737399,22.2737901862968,0.991041897369915,11.3232751853525,15.1585353086135,44.5561916424141,3.55720288947799,6.35270467092901,26.5049955583247,8.90192616378767,13.6681923051875,22.2608835913517,28.3839544014404,22.2774947918447,28.6981558384027,131.354671754701,182.736064827723,33.60420604453,16.0214204872804,17.9454274790501
13.9669220432821,13.4806343691843,49.4012637555276,1.33977983521718,25.2588688591213,8.85423930091299,14.0194675478118,10.5176687505627,10.607785443814,8.38748875057176,1.68894519827239,40.6056827667819,10.5777777706868,11.8929327720213,10.5724087216514,7.61822724676908,31.8614640828933,9.79855780413641,10.3108385305639,2.27908277178698,0,13.9849311535487,7.77789052900555,5.56246652000065,53.5080580593332,24.2207631626213,7.44162989863526,12.8393258603638,18.3095615158884,45.5264785003703,4.14295143920099,10.3523528895808,23.6873057012497,9.5742390356451,12.9750044826414,26.7858201186021,31.9195021244155,21.1401120550712,21.5656851458405,127.830923546988,168.443605622509,27.2990652356333,11.2855360880384,19.24995238401
8.75224602208853,4.71566188247128,39.6402098396907,4.11463933887179,21.2407227171583,14.1122925771082,11.5644076702301,16.2253273473254,11.8549373775286,2.99140323773486,0,31.4414648253418,9.44867112889815,7.14893216242097,11.3824733714336,8.63754853210788,34.0806765893191,8.55491192030586,11.1593942803696,2.76781079062217,2.92982440478482,10.9733545527543,5.57990340591444,9.18603912627955,51.8194993534867,22.875983416058,4.18919953347976,7.88781940486863,17.9725554195516,44.0847668036311,3.57760169359201,12.0672523604048,24.1165221921835,10.4374506283871,9.05662911654026,30.0843758859675,29.4724551816693,19.4509224266026,24.4751885012334,124.539772716482,165.392256528098,21.5176484820507,20.5016954923161,18.0365656281019
10.2575705135645,8.81388060133963,48.5300237088852,0.542372025805132,13.727615473953,14.709872317675,11.6163565265132,13.4478743505639,13.0966063189207,10.3959071797309,0,28.4087193069016,15.9064060351303,11.1916412795569,7.42165245585693,4.54292539027482,24.5119520132093,6.36377959386365,12.2018020585591,10.0749369806964,7.63395943980333,9.11671077873265,8.87120989989441,11.9928147847086,54.0260181369691,24.8938873702297,0,10.7695487649525,17.7977360435487,40.5978688768811,0.888035610516771,12.0881531474233,27.3396019713855,6.5926985372541,10.5736962365553,31.0327976664303,30.8698920298394,24.9287342853287,29.0278567141641,133.547418830904,168.853266804658,27.0030897243771,9.57642677659013,18.4289827998919
7.09085998576185,13.8299415253982,44.8649144935731,2.82421657139529,19.1826098031912,12.3906462602412,11.0295420231081,16.4692543052715,9.48782638307474,10.5882407906985,0,20.6347150519368,23.576594603246,16.5373154842487,5.03916254399554,3.52626865026393,23.3984877817564,10.5689877733886,10.5669129887589,0,2.51217932915921,9.24018091808232,7.67946769598288,7.14911852382543,47.7129362875274,30.513139733629,10.6854053975956,11.778696431735,17.1717510845526,43.5391618788818,4.20510498335528,7.68722359873112,17.3583858975192,10.5984853469818,8.90752499047008,26.7942359428624,37.7598593859963,24.5109103855879,20.8652107567663,138.442703771304,166.250858194627,20.4085304196413,12.8288544638914,20.3509472576787
7.03337268019237,11.603798149889,54.1796482146676,0,18.4871206706356,10.1295377055588,16.2032751658405,15.1063437225133,14.446156382294,8.41419917798873,3.56555341390173,34.3477475239834,16.8306637624514,10.3334418543467,9.3400983788436,0.877488363946256,30.8010551734158,10.8746504742205,13.3696039925079,0,3.31429295697712,11.0510126627621,6.99004528002175,17.9598394824649,51.6489892381737,20.6057959949689,0,8.76079264746402,17.382949986018,37.7608763785725,3.84355660243404,7.40025388390404,22.3495166915729,10.8936515484879,9.01484218377498,28.8159556095338,28.6738374059414,21.442347097578,28.8018129089868,141.313157498169,143.840977005175,22.0583891068656,9.73378561784442,18.5074164193182
10.68258175185,8.1540909640122,35.8977645714386,0.157690694805013,17.8931615049662,7.4806654709619,14.0376422287739,17.0475768527073,12.3194420880196,12.6694450237901,0,26.7168242069081,16.2331964289854,14.3627151905335,6.19732026193434,4.86861347927274,24.2467586707282,11.707076512376,9.01510957228467,0,1.27164018945327,6.35721162067464,8.46065090930136,9.64887377216047,43.4387418152552,25.0919602529878,0.0343798676379294,9.80895258614623,18.0034849816759,40.607507303251,4.4367009831764,9.99611815176638,27.6174626324841,10.5033698670377,10.2327329518138,26.6001817520663,29.8763980606659,20.7754784666332,28.9201455342516,139.436802741232,136.554795486935,14.1675112085378,16.8843593488025,19.4479144140944
