NaCl_200mM_Worm1_Neuron1,NaCl_200mM_Worm1_Neuron2,NaCl_200mM_Worm1_Neuron3,NaCl_200mM_Worm1_Neuron4,NaCl_200mM_Worm1_Neuron5,NaCl_200mM_Worm1_Neuron6,NaCl_200mM_Worm1_Neuron7,NaCl_200mM_Worm1_Neuron8,NaCl_200mM_Worm1_Neuron9,NaCl_200mM_Worm1_Neuron10,NaCl_200mM_Worm1_Neuron11,NaCl_200mM_Worm1_Neuron12,NaCl_200mM_Worm1_Neuron13,NaCl_200mM_Worm1_Neuron14,NaCl_200mM_Worm1_Neuron15,NaCl_200mM_Worm1_Neuron16,NaCl_200mM_Worm1_Neuron17,NaCl_200mM_Worm1_Neuron18,NaCl_200mM_Worm1_Neuron19,NaCl_200mM_Worm1_Neuron20,NaCl_200mM_Worm1_Neuron21,NaCl_200mM_Worm1_Neuron22,NaCl_200mM_Worm1_Neuron23,NaCl_200mM_Worm1_Neuron24,NaCl_200mM_Worm1_Neuron25,NaCl_200mM_Worm1_Neuron26,NaCl_200mM_Worm1_Neuron27,NaCl_200mM_Worm1_Neuron28,NaCl_200mM_Worm1_Neuron29,NaCl_200mM_Worm1_Neuron30,NaCl_200mM_Worm1_Neuron31,NaCl_200mM_Worm1_Neuron32,NaCl_200mM_Worm1_Neuron33,NaCl_200mM_Worm1_Neuron34,NaCl_200mM_Worm1_Neuron35,NaCl_200mM_Worm1_Neuron36,NaCl_200mM_Worm1_Neuron37,NaCl_200mM_Worm1_Neuron38,NaCl_200mM_Worm1_Neuron39,NaCl_200mM_Worm1_Neuron40,NaCl_200mM_Worm1_Neuron41,NaCl_200mM_Worm1_Neuron42,NaCl_200mM_Worm1_Neuron43,NaCl_200mM_Worm1_Neuron44,NaCl_200mM_Worm1_Neuron45,NaCl_200mM_Worm1_Neuron46,NaCl_200mM_Worm1_Neuron47,NaCl_200mM_Worm1_Neuron48,NaCl_200mM_Worm1_Neuron49,NaCl_200mM_Worm1_Neuron50,NaCl_200mM_Worm1_Neuron51,NaCl_200mM_Worm1_Neuron52,NaCl_200mM_Worm1_Neuron53,NaCl_200mM_Worm1_Neuron54,NaCl_200mM_Worm1_Neuron55,NaCl_200mM_Worm1_Neuron56,NaCl_200mM_Worm1_Neuron57,NaCl_200mM_Worm1_Neuron58,NaCl_200mM_Worm1_Neuron59,NaCl_200mM_Worm1_Neuron60,NaCl_200mM_Worm1_Neuron61,NaCl_200mM_Worm1_Neuron62,NaCl_200mM_Worm1_Neuron63,NaCl_200mM_Worm1_Neuron64,NaCl_200mM_Worm1_Neuron65,NaCl_200mM_Worm1_Neuron66,NaCl_200mM_Worm1_Neuron67,NaCl_200mM_Worm1_Neuron68,NaCl_200mM_Worm1_Neuron69,NaCl_200mM_Worm1_Neuron70,NaCl_200mM_Worm1_Neuron71,NaCl_200mM_Worm1_Neuron72,NaCl_200mM_Worm1_Neuron73
26.1942994976144,175.721530304316,0.456270704153567,31.2781711087132,24.4539961380412,140.293658942815,130.055680841123,2.73388842991041,15.9352377341175,20.8756285307477,116.036310612263,0.324493170353521,29.3584606742323,97.2932014189909,32.5260866040299,22.4904361748171,59.8787255747276,14.453847225207,22.5226036651658,14.5723991496528,14.1302614658319,15.1873697455436,57.9852949982798,30.901791474946,10.8765634911501,62.5920162508032,23.4409418231856,75.5667859819539,24.6024617005041,12.9978879347924,10.825334619889,31.2137065186224,14.9778824504909,64.0798761364685,47.2199995679882,33.0238108202687,67.5454814386323,22.9714276530495,63.7854219245096,7.15544520735683,55.3333089195129,49.7113256354143,25.7294935997362,52.7671134393422,14.6316280785213,9.75341384721454,13.4546975149711,15.9939260080438,21.3747792865755,16.4253776054744,19.1055149773588,41.6298083048955,53.9775959796192,17.248692602541,31.598593465064,37.0566945109262,8.86218852960577,17.2201769883403,19.5309295297126,15.1730591144263,27.2046416735385,3.01855434488288,12.803352739912,31.5084081857791,26.3461388650064,59.103114184867,58.8024904511789,14.9003453577668,11.6657167628201,48.6361608287869,328.524792933823,17.9081037663675,25.0839750152639
20.0207115138934,166.871776894922,2.87433729382893,32.1703541761505,27.3556553432119,122.477971011695,117.956684493306,4.13011291001672,16.7487874360093,18.4094299613452,90.514280952789,0,25.8464443265758,86.6545891728653,29.3080963174446,11.2056668486285,62.885553656912,14.809298342658,20.009407204931,3.79926456878976,14.08711090849,16.8201905507362,60.6023678362926,34.6459318499252,20.9353053665265,54.6237224818676,33.9215282612509,68.7260777717141,22.5911061296676,10.6836356084765,9.86891703768209,31.1878985886073,9.96037526931692,58.8263835553091,52.6668557196774,37.3198366218619,59.8151950382368,18.1219952365372,60.0199613001429,14.2896780800995,57.0139906758276,36.7948331282776,31.8455772755572,51.1389720976917,10.7738803480582,9.31514399036153,14.1569857760916,14.6464697540643,28.7813348933368,19.2811531632557,17.957868163026,43.2808133019645,53.483715364221,12.9593047519946,35.9113702816628,41.0625442821064,8.1910521785973,11.5151521697481,17.2058036733961,17.3880611365047,23.6689549426636,5.69642532745246,13.1160267536243,31.0607893723324,21.715206943961,52.8943839635622,64.0257580728158,16.2340081909573,13.4781991716363,51.164088885705,316.646971972943,14.1834839278538,25.3490665024562
15.9856633640889,158.158359122704,6.46490281993524,32.4957773250477,30.7873643158857,126.355942964087,107.615327484073,3.38941755599732,18.8513226721266,20.4524045839078,91.1183456407558,0,27.0233483600008,85.914733611231,23.4373351887961,12.7378391784248,65.6068449554151,20.2281391837091,16.6648180759349,10.8224429151591,13.3459034985627,16.9939375447983,63.131760023453,28.6567120405576,16.2191696044229,39.8465404085522,25.667246949343,67.2997459595333,18.2995960926911,19.0718947277536,8.83685014415934,32.5822147939066,16.5008088868201,56.1936150424307,51.6604605988457,41.8511889384406,54.545631468314,24.1192095807711,51.587411190145,17.3419190831418,41.5035760666861,41.1169863907551,36.2990910481063,53.9332578805125,9.63191926853757,0.484751926643369,13.3745739276828,13.7938047127712,27.4278642166782,8.3135817033462,19.8918585622273,31.330525192402,51.8254941044611,12.3271489474906,38.1123489807194,40.6407164525162,8.26552931895918,14.2156077921702,16.6010496945145,13.2051017518926,22.3269519024802,0,11.1106941698263,36.4612229235696,20.9107318559726,48.5016595453924,56.554937882878,17.8307109218418,10.4878480417119,45.987629861182,290.962236853213,16.4574723712666,26.1502021432648
13.9871496199504,151.328050632607,2.33387261343249,32.6730712188164,28.1990138031317,109.808243126378,104.831387358292,7.097567380621,17.7177283734453,26.4162591447465,92.7845271189169,0,28.4308623921086,70.3750890783877,40.2002299138216,8.09413618244771,72.0953664725257,12.9760456296076,15.4139440638498,9.54711589334785,10.5427200905256,14.7891306796881,62.4826867128917,25.2929303230465,10.8252812848297,44.4877911153221,34.224688502734,66.1921554611224,22.1798068942365,21.0328756476186,8.51434369436614,28.7018344998325,10.5858475370329,56.3770353818152,62.6308873096124,45.3783321142324,50.6127804287067,21.7386853899146,52.8202817690174,18.7908662104051,50.7010885674764,40.9985869348586,32.2624518619577,40.6039199295309,8.24974659345535,7.25856779614201,15.185419062563,12.4315764766865,16.9960258857034,15.11191122718,21.2224405643776,37.2445582412028,44.8725053676272,17.4828101722856,42.4474075143174,37.9046987548432,11.935949857973,12.9153891939019,15.0417216902478,17.8026457534346,21.6126559697904,3.74899549490403,10.1877406424165,31.235193475867,24.1325314344433,48.3957055426073,46.1995494278058,15.3831830857054,8.4294451092767,46.2830839281243,274.327383328053,15.2919277447314,22.7931548048618
29.4475118292864,139.639219979393,0,34.1603644560558,29.03986974752,103.049949656959,102.190187055587,9.93856743201227,25.2927402301796,27.3446915986393,75.1600285192642,5.47297513365564,23.8730125348145,77.5359302533795,37.9424745374592,9.46577767169113,70.4502311971075,15.6899519928874,19.0515050811607,13.545347687281,8.3701972560952,12.8199925749576,53.4992355731863,31.0557540375522,18.0595654855036,55.6373420906971,32.7704175583995,63.7277013904816,30.1511989337233,15.5725588559522,10.1102469128101,33.2652496336978,6.39758948127411,53.5557137847678,54.2730895840132,36.0612573610656,54.4591587194457,19.4281551134958,50.5971215179172,14.6946201230157,38.7642863586355,41.92787354078,36.6378298483101,52.312433895521,11.387531513586,3.14631940068369,17.105410264198,16.8912625946026,18.3661733752942,10.3210164341575,14.1642636731854,51.8936572784466,34.5645666658042,17.6622079410899,47.8732926038945,27.179016651258,9.38371567114269,14.914783587546,9.99211830662845,13.4850827820853,24.8521786028,5.99588741847405,11.2866539121667,31.4177282386849,20.4195063508219,36.0108798894835,50.8417425343353,16.0394252914848,11.1701013894709,40.6685373910274,256.468217159709,14.5058774609147,18.9624505772691
16.7934966501976,145.559788791476,1.98073447344024,27.3128238115966,23.7858026634026,98.2709089873292,90.1579058431864,4.43202021955951,26.1350838869058,15.7078033813047,71.3264106373773,0.728249459893512,24.1822510805294,70.5316309481762,25.1500624320679,8.02643590185038,67.1261427872734,13.6569767222381,17.6082436811801,13.2356994159557,8.21991446468087,13.1137772252617,57.0021469481014,28.1894903646968,21.1572794569217,43.4016554709669,25.0182692372196,52.7648727794986,30.5488349503195,10.8856093731985,9.73106373476546,30.6712743135733,7.47611785673702,47.3316892364007,49.8812971749373,32.8037847533513,48.4027371495358,23.875226672615,41.3952692772146,4.16979194302979,35.8344886925821,35.1007506656685,26.1560644569287,49.78159137179,9.83657600243416,4.43315453416076,9.63733788525512,12.2938675958199,21.0873764623752,11.1104139071378,19.3638707203736,38.6074492886042,39.1556951461216,11.6386343297205,46.4560346076483,33.2997412638592,10.9591436285375,8.37787159074526,15.8352965682024,12.3408181487909,20.8945809696629,8.74320382540278,10.6078149738001,38.8099350483338,22.998447993976,39.9987842927803,56.9947308625379,13.9452301339772,6.713300571626,41.3210968320771,234.80178629203,13.0307272404658,26.4476648621243
18.1076605194172,148.026684711018,0,33.5205897343017,28.6440507790248,98.7510749688426,86.8565024984474,2.57619205283567,17.4753872839078,19.2750114131833,61.2546947544798,0,28.9785713459154,62.0972201053354,23.2838983264189,0,66.6926030120137,13.7245275923188,17.4865641540218,6.70120138454149,11.7163804174398,8.79537818763197,53.6529040316749,28.4352231421567,23.7310764233341,33.2345470437897,33.6215028417435,44.7745185535602,18.0849161571842,14.2209857309595,9.34341348746404,28.3482234655532,9.09982081840068,48.8908972077626,48.1004739156118,37.7740478040926,48.7712310845725,20.7228153297374,45.9074968263144,9.16851030866224,41.4956865792514,26.0249152616323,36.3905668429154,47.5852206934974,6.69765270820456,3.85998974815045,10.9911453289465,13.9391584632374,17.5338279511048,13.7691199363116,19.5500697076271,34.346822643177,38.1421050927439,13.6467371795368,45.1443946099018,32.8491477517177,13.8576769731298,14.5120014296401,11.4571873185957,11.5032768125958,21.5311197431273,6.69674627976282,7.3387524116421,29.6365155766018,22.3147707031005,49.7367074137032,46.6139404688607,15.9193339488488,8.14656461273218,42.5786839841122,211.477940274756,17.0620197786892,30.649723547579
23.8197924136233,143.045454187068,0,27.7955940612169,20.8395793093175,97.8191157257237,81.8072352817261,8.64234584818136,15.761957718371,11.7986540983371,57.8486095912916,0.273810776963761,24.0719597365281,55.7859703149261,32.5360912229459,0,68.6696472048344,11.8817447488269,18.0519867773137,9.44741796743735,13.5998931512024,17.7812358486096,47.1067599422052,30.1873837691194,19.2619242672511,38.4723285480721,33.2944154885573,47.9695709477613,22.1734478747147,12.1960558994121,10.2192409846504,27.9563159422334,11.0310008642809,47.3834402085085,48.7020286786646,34.2513825588392,51.1649391994235,20.6486088443705,43.2464672704378,9.40760781886414,42.349161952457,30.0830683970799,28.6615809096802,44.6206159608904,8.55349840176207,0.420030237816677,10.2096641162938,17.615686521508,17.706755948448,8.40769089864651,20.3970511050066,30.1539348338883,39.1941376248935,14.3810219078329,46.5046251752359,33.0826825633288,9.3306053533739,9.97911465275634,14.8784665720276,11.5927778385517,20.2250689257291,9.59425438085696,8.29936291743937,33.6805906665851,20.1883102095377,49.4793514884384,58.8529338676242,16.0092315327393,11.5298443696201,41.6650149283903,207.933969919062,14.8242707429907,26.1368995382242
19.8329594391797,125.028186228556,1.1098273112004,29.0212125301406,27.4643448294039,92.1213361546112,78.6241975967558,0,14.043079871363,20.4232789239181,62.1267586937891,1.6706618539036,18.9315713887975,58.7327665112277,26.4022386071006,5.49311282953381,78.9842229579687,12.2061768853085,16.9846700413304,10.3395371185692,12.8587914387587,14.9623328975778,48.7889916611469,25.7619672799115,19.6084860480679,43.8783007262535,17.9819965391183,49.0859624125925,29.1791743911884,13.8110383598574,5.1968745002857,20.6357647575695,5.85597966030091,38.8508896493824,50.3078295929276,36.3779581947301,48.8569276679965,22.7816002650775,40.4964971729819,10.7692540336723,36.0969727832777,28.1110462171503,35.721767035256,46.9424452860265,9.62855645132196,8.28087956354288,13.3506115346084,8.36231193643808,21.5311437203851,11.7153809069375,25.0384880007486,26.2760348329241,35.8528208583395,16.3293557876923,42.8160412451439,25.5915275900233,15.5746404749467,10.467333876797,12.4363116604189,10.846453046189,20.7828171950685,9.35213421283778,9.45942664934099,27.9547381616915,20.8258381059436,40.6158991250263,59.6679901967523,14.2062443680209,9.93608068520671,43.043508089893,198.300924307767,16.2486610321649,20.6775458903305
25.297297267122,123.340568252773,0,28.5802856520517,29.4479167338637,88.8931452668739,75.0493342962569,0,18.5435467076401,20.0319835339484,52.7242408103253,0,26.4185118555335,59.6940281282669,22.7396286564376,4.73634789609227,71.3422872768827,12.1421101003959,16.7958272191602,14.2752071477191,10.8956888542715,15.066478258371,42.8522691035782,27.389582499525,1.9995807487542,43.5817579327535,23.8713362510793,40.0916026217238,24.379637939552,16.6721981660776,9.68430996690122,24.6579321893964,3.26783703895237,41.4197793451194,53.0664167031079,34.146042483885,50.1589862115652,15.5082018118907,40.6286874602138,5.43520055733734,31.6126816344446,27.8423278816789,29.3325224499167,44.1324394136743,10.5436748015707,7.60095378145292,11.6947359390292,10.1041460532517,23.8751360838676,8.27025048614687,17.2594129863361,31.8645702659526,32.244609205586,14.4321673622277,44.7848693542586,24.5492524297067,7.30812883412517,11.2182988270878,13.9261701989029,11.8281533312164,18.7213352197637,3.76141192312317,7.49414087611216,31.116931234185,21.1370684813412,49.4378531771638,67.7794301644747,14.7200352434575,11.8889284848903,43.7492379422261,186.331386070739,15.1683781559916,14.7648424451694
