Diacetyl_10eneg7_Worm1_Neuron1,Diacetyl_10eneg7_Worm1_Neuron2,Diacetyl_10eneg7_Worm1_Neuron3,Diacetyl_10eneg7_Worm1_Neuron4,Diacetyl_10eneg7_Worm1_Neuron5,Diacetyl_10eneg7_Worm1_Neuron6,Diacetyl_10eneg7_Worm1_Neuron7,Diacetyl_10eneg7_Worm1_Neuron8,Diacetyl_10eneg7_Worm1_Neuron9,Diacetyl_10eneg7_Worm1_Neuron10,Diacetyl_10eneg7_Worm1_Neuron11,Diacetyl_10eneg7_Worm1_Neuron12,Diacetyl_10eneg7_Worm1_Neuron13,Diacetyl_10eneg7_Worm1_Neuron14,Diacetyl_10eneg7_Worm1_Neuron15,Diacetyl_10eneg7_Worm1_Neuron16,Diacetyl_10eneg7_Worm1_Neuron17,Diacetyl_10eneg7_Worm1_Neuron18,Diacetyl_10eneg7_Worm1_Neuron19,Diacetyl_10eneg7_Worm1_Neuron20,Diacetyl_10eneg7_Worm1_Neuron21,Diacetyl_10eneg7_Worm1_Neuron22,Diacetyl_10eneg7_Worm1_Neuron23,Diacetyl_10eneg7_Worm1_Neuron24,Diacetyl_10eneg7_Worm1_Neuron25,Diacetyl_10eneg7_Worm1_Neuron26,Diacetyl_10eneg7_Worm1_Neuron27,Diacetyl_10eneg7_Worm1_Neuron28
155.438393251424,22.0894616499836,15.2194399314065,25.4290462685157,104.009180753116,17.105965966791,22.1925492145449,31.6989380991019,12.4891128883852,5.77834192093452,24.5266728979939,16.6883713646064,10.3969639046861,51.4161497294037,23.6318981164395,14.5132344740878,15.8363515227846,30.4756754549024,31.4831882019417,37.8870910375999,8.33008026511119,5.8473448381734,29.6748659666445,33.7521628981952,11.7243324667606,19.635640976536,35.3500049545429,19.2609342828186
134.518193869802,25.7037964485007,12.9824440126592,19.9420726236221,86.7955677542248,21.2165273033566,34.3784966204446,25.4080704378216,10.6172098769545,3.46505910553283,22.5890360329245,14.598397620151,15.2289935156092,47.5211206584925,25.5616208289086,17.3584628555393,16.9380699201327,26.8984432072961,31.7423229287217,36.0839115113489,12.3278360757087,0,35.2409263537574,27.9647719173891,14.9708391197303,19.0456611678091,27.570252750816,22.7546299838317
132.51346653652,21.3406969957307,17.2571813367358,19.8344430873186,82.2798061563199,16.8626836337912,33.328097807156,22.6468391400928,14.1912357095575,1.50754339370096,18.554803868811,13.7860623024225,13.2967243781937,39.3887282383977,15.8808462631909,15.4327029633843,15.195974824335,28.6288341731883,36.7222277672378,40.5078011463876,9.20007689005201,0,32.0029481084698,23.5714214078409,12.9850433790002,23.1453294021191,23.3818470962775,20.5642766391499
131.212326432448,26.425161092855,13.4081447401217,19.4853310865811,72.958086075113,16.4801721222146,26.4590628679927,20.8633883555904,12.0772658588239,0,25.7497771450144,12.1356315179908,12.9042379473062,43.7716308412331,23.7825643798143,15.7703691107716,18.9794691841853,26.0190838204301,26.6103697023695,41.9105568184736,10.3523758577815,0.969517966269419,28.6707714935973,25.140955999587,14.656763247845,13.3618358715558,27.8985006052214,18.9708319254866
112.174459076643,23.0589204876246,12.0191542470332,19.2640727463926,65.6996234248187,16.9025409996993,22.18489032029,26.6747072733145,13.1889327317748,0,23.418799682109,11.337934435624,14.2629519232093,46.2141551676463,23.3746953858134,15.4683627621038,18.9905686874382,24.6599609525222,35.3030820100403,40.9519669509354,10.6756735189496,4.97895560593376,36.7352219069123,16.9334837205856,18.7850349165792,13.6178562982096,20.4448915619892,23.5422715920148
103.998939037819,18.5286265592033,12.0925023770671,19.3548443899575,57.4433409720793,15.9531516815204,30.6508529054801,34.0126904100943,10.770784391201,3.16734240696419,26.4289473194348,10.4755944618908,8.84608905816746,55.2008198098315,24.1202464417684,14.0333041814728,16.6325581864087,29.4142820677518,29.9134771207761,36.7909644181974,8.68841524652475,3.978919947209,37.8692066880431,17.8568928501465,9.33585337553111,13.6295726538182,26.2678885044841,24.505544905022
99.7494013873423,15.844980749745,15.980017008435,18.9630714056878,47.4701770341399,18.4214422678665,25.4291604684704,26.7681954545866,9.18802730670528,6.49588024549826,21.0205713393538,17.5643633472688,17.8707136167826,49.9925611380786,16.0994262393136,13.3395246383605,14.5364598706097,22.0335330564471,35.7549111127995,40.9153630826295,9.44509049528947,7.54493911858684,34.150690663126,17.954015772435,13.4594037876092,13.7515665967027,30.2985047059935,19.2488904397229
102.370857087214,26.0988071540981,18.1725019157053,16.1108432346337,49.55880645972,21.9844258445746,30.7414673781976,24.3302566265896,11.5360544884989,0,18.4481622257586,11.9056169892189,15.6345203585901,51.9675792914793,30.5630006414094,16.6440985838286,14.0922178581853,29.3626416618433,33.0704359850072,42.6040836615422,4.54250157955369,10.5891196702452,36.0940625901238,26.2336627948664,11.5520918039563,8.41009786878945,26.9947459821946,19.2156535249269
89.0766248666005,22.4976921128882,11.9034174871927,14.0482831224933,60.5411620178376,18.3855956128796,25.7555159581116,25.3489216799938,7.46596772756225,0.447453715184113,27.2392871401343,13.8552577103346,17.2696710296874,62.6625604343858,23.9220524453597,12.2896850749119,14.0169667472272,23.3718628065981,33.5898521287225,40.2175068661673,9.45616459596953,7.00524481557903,34.7887381160342,19.5686972504588,13.8881262760901,15.6126784804043,26.0484133696319,19.6472289047226
88.1387546603444,24.1827229091615,12.7248371971821,22.9711742764847,39.456068922171,16.1568233318503,18.4760685090859,21.6349666900858,9.4973033574273,1.22773321370194,27.4647905102731,14.4885769884453,13.3004331939469,57.837952276618,22.9471395000383,15.0751366062378,16.5805768160834,23.6221771145601,28.0406417254417,43.3033407140518,9.6086561428328,6.95006837242002,37.509897458211,18.856723068409,18.4385564446678,10.0864647236979,22.1961580479013,19.5564486045971
83.4460065912866,20.1584198040213,11.5661417475259,17.2290078792348,40.9898906212603,10.7864810386518,16.0261003236625,17.5460358863176,10.9911849342375,3.25305632269411,18.5389873719329,10.4434170996159,15.073155482915,49.7757466868286,19.6613159394624,14.5614350031367,13.9249564624154,21.2921434228585,27.8127911306247,40.9408688327564,10.8161131171254,5.56234498710649,39.5207065413103,15.9280382493827,15.5667701390027,16.3264500130701,25.1319796304962,18.8746136190091
70.2046597234945,17.8730435475097,12.8180458528955,17.9866893430247,50.774843848316,16.5638828123835,22.832661806971,23.4667717448049,12.2402148710766,5.45310789976414,20.8917065420922,10.3873474901052,16.2772617048534,33.714871912651,24.1036567154444,16.1131603353493,12.4796979538958,20.6634325812145,27.045807053613,35.6715741758163,7.09990653960306,3.42208455166574,38.9274338441539,16.8835232266395,10.5157269875148,11.5050789317622,16.9172863849983,19.6730364823018
75.4280797843194,20.3344908101466,13.5299727486788,13.7606009589643,43.5179557735229,11.485551021572,24.587217421185,20.027421811935,10.6924912115602,2.0194589998794,21.1633344537109,13.3687889832541,14.8834125957929,41.6386843702805,24.2210021430197,14.4810588980757,13.8903984571913,20.533582512374,29.9816709461794,39.0837684048416,9.23039007915438,3.75400761491772,41.325034182987,21.6241074890796,18.194094783687,19.999070724778,21.3249438773393,17.6393790507423
73.8102338338385,20.2293132806664,14.5478113003316,16.8265027994957,38.6819787421517,14.938131708819,26.5550979807886,24.6162932021537,10.0244450787763,2.53284299254115,21.4491105194251,6.98703569048966,10.9785919347448,30.6839137314136,18.9477026861608,13.2885390832271,15.0798968905323,22.7977761415664,24.6362567046909,39.9004945425946,10.0110890781799,8.7232700652849,43.8240263924941,21.0934341279747,13.3849525334811,13.5485542265862,19.7664013371931,18.5957788826525
66.1373446859067,24.3240395223134,12.3638835737081,11.4340473714233,39.322867998207,14.1426280364899,25.0118308675832,26.0671675920731,12.7926716062557,0,29.6272978088596,6.14335966330058,13.8400326413081,40.5188605825706,23.4447475307114,14.3723416944064,15.1370453099317,21.5942808046932,28.2517223397117,34.821338871633,8.90031986999218,3.85252811505389,42.1847216907921,14.0612740690119,10.1532410352408,18.5972801252087,23.2119762828004,22.248848469
64.4958666232133,22.1811032532372,14.017882095018,16.5518349092629,40.0488307284017,15.6749075770022,20.4842050786932,26.7442265359432,13.2551421581002,2.74065605994917,25.8849879677117,6.71709187363933,15.538343703237,35.5021706419528,22.4478351233014,15.7130617900389,15.6317919232602,23.7490728946939,25.1678180496626,31.7567825472053,9.13351693196183,7.33899762294483,45.6081371068217,19.9334176507991,9.16729374532273,22.096794632475,23.1368056451122,22.9220598811108
56.7678985358532,15.4618786701448,10.8822321410353,14.5036656961923,39.9788987662773,13.2248073918007,18.2293938069493,21.9318986517825,12.5705734654163,2.33620928624419,20.9824186902215,7.8558385284218,11.3859513729831,26.7087093272731,17.6145253134536,14.035514238769,16.3603025080784,17.3561853604099,24.6797845342805,35.1444830387029,8.9666241707305,0.84843653339974,49.0847139817278,15.0850670882332,16.1553993574395,15.8829789764601,21.7069047072861,17.3322447786563
62.5098035099345,25.0759652738948,15.0035056928063,13.7004977264008,33.8458912952724,13.9965623716181,25.9052970632457,23.7028230740835,10.7051756032752,1.53364800819548,20.5304517400514,4.59096481386152,10.3868130259896,25.9193978156643,18.7508176567291,12.9682524907889,15.8330789450071,19.4512126779041,26.6287354484985,37.362456418498,10.5888648915927,2.26368221632581,44.6747684821874,14.8903228771776,14.1900373824036,13.4689201134121,21.8994659482264,16.5038152187823
60.0437398563273,17.4675604986017,13.5652480753672,17.6251731591182,32.3560429794259,18.3015437620889,26.4441439616233,27.7995311169296,13.0313140514318,4.50904803970566,22.2589532445085,7.72739446613542,13.7638524681122,36.8121596938912,20.5373377287429,16.0723180529594,16.330399676988,24.4278214805127,18.1038611686973,29.1040268157694,7.29002681137422,7.51697517329378,44.9040758490215,6.6751874585663,14.5124616032598,15.7077966816856,24.1006676348428,14.507408795176
59.285031328137,21.1740678648183,11.378488346991,14.4484792645138,32.841489602519,13.1311489541553,19.9397301711643,24.8527130734759,9.11282874795758,1.13764526940937,18.6504778811573,9.04543763500391,14.9627095922376,33.5120303131364,19.9032902112084,11.4014596284546,16.6661033179148,19.6870536790192,23.5453593661899,24.9613762866459,7.9184085482433,5.7597036868012,41.5093907937103,27.8018437570172,14.0888373400851,13.0669343350783,25.8421077671055,16.2054166667776
