x2nonanone_10eneg2_Worm3_Neuron1,x2nonanone_10eneg2_Worm3_Neuron2,x2nonanone_10eneg2_Worm3_Neuron3,x2nonanone_10eneg2_Worm3_Neuron4,x2nonanone_10eneg2_Worm3_Neuron5,x2nonanone_10eneg2_Worm3_Neuron6,x2nonanone_10eneg2_Worm3_Neuron7,x2nonanone_10eneg2_Worm3_Neuron8,x2nonanone_10eneg2_Worm3_Neuron9,x2nonanone_10eneg2_Worm3_Neuron10,x2nonanone_10eneg2_Worm3_Neuron11,x2nonanone_10eneg2_Worm3_Neuron12,x2nonanone_10eneg2_Worm3_Neuron13,x2nonanone_10eneg2_Worm3_Neuron14,x2nonanone_10eneg2_Worm3_Neuron15,x2nonanone_10eneg2_Worm3_Neuron16,x2nonanone_10eneg2_Worm3_Neuron17,x2nonanone_10eneg2_Worm3_Neuron18,x2nonanone_10eneg2_Worm3_Neuron19,x2nonanone_10eneg2_Worm3_Neuron20,x2nonanone_10eneg2_Worm3_Neuron21,x2nonanone_10eneg2_Worm3_Neuron22,x2nonanone_10eneg2_Worm3_Neuron23,x2nonanone_10eneg2_Worm3_Neuron24,x2nonanone_10eneg2_Worm3_Neuron25,x2nonanone_10eneg2_Worm3_Neuron26,x2nonanone_10eneg2_Worm3_Neuron27,x2nonanone_10eneg2_Worm3_Neuron28,x2nonanone_10eneg2_Worm3_Neuron29,x2nonanone_10eneg2_Worm3_Neuron30,x2nonanone_10eneg2_Worm3_Neuron31,x2nonanone_10eneg2_Worm3_Neuron32,x2nonanone_10eneg2_Worm3_Neuron33,x2nonanone_10eneg2_Worm3_Neuron34,x2nonanone_10eneg2_Worm3_Neuron35,x2nonanone_10eneg2_Worm3_Neuron36,x2nonanone_10eneg2_Worm3_Neuron37,x2nonanone_10eneg2_Worm3_Neuron38,x2nonanone_10eneg2_Worm3_Neuron39,x2nonanone_10eneg2_Worm3_Neuron40
22.8414266520702,3.04686910175574,9.48002419706528,7.6295837808908,0,12.2554785971189,9.84943624536992,9.13652567097711,6.39764865642917,5.04795126644878,9.63649283071573,17.6961114297442,34.3862076397471,21.2672776984249,4.48013918222855,5.50214295586282,14.9714755813465,6.77941178833671,8.46940460951913,0,10.8283619221669,7.77513144568924,3.23454578226143,22.2357138341042,9.65240720831029,20.5941155409763,17.6937835438635,14.062510654213,11.6183672195955,28.4084094032334,10.0176750025876,19.8777215604291,6.63739141517533,8.04937073945922,4.1134714045017,8.8563089080385,14.9783267325812,20.2320151748036,10.2919726030403,16.708299809886
30.3018242936535,3.69395791195154,11.1888624836219,4.20405691071589,0,10.7058453961934,1.49939543986393,9.48738949821649,6.95642875396865,5.13395169283022,4.15899788230586,29.7291405997778,29.6654369924544,19.6307497680479,13.0253759615635,6.24718158458168,16.6977402012582,5.45468625556521,12.4988981568584,2.75465661673335,12.593364946422,10.3499715180153,3.64982799179544,20.4260745869013,11.810303992301,19.7763636802557,12.2458608335966,16.3733635074599,16.9620861490169,30.2750383518326,5.74138760201726,19.8075280468155,10.1976047533553,9.08576179751357,3.54676427824132,4.67670039886473,11.8241270527545,21.1119723490249,9.561279000936,11.273343943232
33.6665064721265,5.1001822764793,9.27401294778904,11.3511149868239,0,9.17920578409272,1.39779256227467,7.04452349958314,8.02562406183532,7.08816072731844,1.87188295260424,25.8762479754328,26.8625057310911,18.8770490081939,17.8277148422591,5.88131167741432,22.9281776937222,5.84165121954697,17.2043712830691,1.03498049564488,12.0046989833945,8.78899022453531,4.6962194526857,19.2947756694066,8.69973996992004,26.134657465483,11.338114159721,12.3950100136661,11.9325902316529,25.7923551740462,12.6981151004105,19.529427277692,4.70719708184624,7.131667544637,7.61509297167649,8.37987423758364,10.6931418238995,13.8098286935896,11.1784413229212,10.7298571243692
20.7308619140545,3.16001547081175,9.78012433133829,8.07357011425504,0,12.3978029483195,5.75699115235216,6.60396218791488,4.97608449135904,5.57548591696155,5.43903191205325,22.7928563313578,29.1411852006593,16.5775694621028,12.8066144608135,6.28692322727167,16.4330043517258,6.96873541306373,7.39179033674125,1.70691918179853,12.0057793055772,7.73354647470615,6.50303160377325,23.3620246104066,10.0956753693545,18.4124379443983,9.52312240032708,10.6522210491925,13.1182967223458,28.3476604673686,9.2349364979915,20.8971172218285,7.24131296498252,7.93544746782451,2.50214805602234,6.89264697581497,8.21744489202325,14.3039595147116,10.4981701457748,6.61281014268903
19.3007066345543,6.32727567820635,11.1508438570113,7.1879359132891,0,7.12381717705636,2.49979531870038,7.04926359519277,4.7275705133947,3.36558268912881,4.79506493351835,19.9876730008878,26.1556377366818,16.3352299717165,10.3812613445998,7.0625691223574,15.1903645007422,5.9197082012573,16.6068315184435,0,14.1660010875641,8.59372143457803,2.69835590063189,15.7477274104129,13.3303266359011,17.9207412609121,6.92637915460568,11.2308343219158,7.31552729717838,23.3461326403807,13.6936126747267,17.6645986610785,6.00342397358082,4.98847412601843,7.14558929883685,1.24958811378147,10.1727728697077,11.1960536051669,9.77710507747785,10.3445337110176
26.9360244410442,3.69727295303564,11.488243449328,8.13266011752717,0,10.7215844713388,5.07293817404736,5.84948834120105,7.33322341756358,4.4837036887873,5.02169987591444,21.1650918453902,23.648123568647,12.5689408499854,13.4150903435428,3.35530123752219,17.4041091928551,7.15672173502768,9.32534030258758,1.65066741364606,12.1100133729957,6.8747631374115,5.72820315140058,13.6344566145664,10.1979706223831,19.0683226783962,11.5003714222744,8.79493137690075,9.34935499181737,23.2562901680756,8.96519357327731,16.4921225824996,6.0402733384941,3.65212011285629,4.18473081758899,4.92263058117433,14.3032045861555,11.8822122263161,9.23742516966013,9.16130867353596
22.7647251515361,3.56210502248937,12.7142820142097,4.79629219537039,0,11.5181045022571,0.255030116700657,8.47259432329751,8.06746995134093,1.39429056098804,6.03894356505992,23.7868682613039,28.5915986727176,12.1150940504607,12.6421417881116,2.92981219919006,8.61300252276244,9.1882212603006,14.6096322319464,0.968876033080713,9.96278204515945,9.15855408433241,5.00085690044011,12.9640433054289,10.4054291135221,18.4075322328213,15.3715409677844,7.38890980325462,7.23761693685501,21.5667245551044,15.5693599502735,18.3595598854447,8.38279426416283,12.8023970596953,0.172697452609883,6.20614783141218,7.35084495606101,14.2387933183708,11.8667375919031,9.74461579977628
17.9553896731953,5.99238138695763,7.85546629629693,8.94435029470334,0,8.75372858329886,7.19389342778267,7.58933927601782,4.17314237489138,2.59656071354918,5.25365294268023,26.5372593925582,27.9563162774907,10.2420474932716,15.1316664632646,4.55826795345973,13.4806845242829,7.27960977881124,8.02989650582215,0,10.3588359778849,9.77978876266014,5.57270332783517,11.2393369138318,9.63753012087652,20.6325179759076,8.27318182490547,14.4735632213211,4.80949372869433,22.2228187797855,12.4216122413459,12.9480200780412,1.35504080218926,10.8632343438936,3.93692211510165,9.37366262781657,8.9306583717922,12.1863003564646,11.148928819014,5.5526150124762
22.760649680233,5.29605836239251,10.3368398109074,4.39508999432514,0,7.87779399078818,0,6.4759820126076,5.6855003676128,3.93597773627754,5.82025957757405,24.5496282766677,21.4170841190653,14.629303314571,7.29937127202304,4.14633319880659,16.6691399223324,4.43921734490589,9.61865007633542,2.36481249944032,7.63441777144805,11.8683651964964,3.3584740725473,20.311799606686,6.88254766610772,18.8833797961414,6.70329247516785,13.8787414045225,9.49514124136493,19.3416700557026,13.3562220131503,13.9221599960449,6.74494121877855,9.80225253872981,8.10600292606576,8.18038557616673,6.39065634708501,13.7913128372659,11.1285180650254,11.1814393325163
20.335288542677,5.26647479586299,7.93749174081241,7.23585031473245,0,6.17061566308615,0.217240517706901,7.6672156661051,9.10798742181513,6.32162838209781,7.57651235697187,20.0549983773144,26.1422166143214,13.001346311981,17.2034170067378,4.0415181746146,10.7055057843616,6.2497841992103,16.5688301761835,2.74400971185278,12.8985656334779,8.13849353042807,3.3083617787007,12.3642412603609,7.45155745066093,18.3180833192681,15.078297192797,11.0154117957374,12.5987614985728,19.1109113214873,11.9283576174036,12.5134276670458,11.4110836916749,5.67561264130355,7.06438288706307,5.16862958174027,7.57295292377843,11.5037392137806,8.52768912830861,8.96322094790807
