Benzaldehyde_10eneg6_Worm3_Neuron1,Benzaldehyde_10eneg6_Worm3_Neuron2,Benzaldehyde_10eneg6_Worm3_Neuron3,Benzaldehyde_10eneg6_Worm3_Neuron4,Benzaldehyde_10eneg6_Worm3_Neuron5,Benzaldehyde_10eneg6_Worm3_Neuron6,Benzaldehyde_10eneg6_Worm3_Neuron7,Benzaldehyde_10eneg6_Worm3_Neuron8,Benzaldehyde_10eneg6_Worm3_Neuron9,Benzaldehyde_10eneg6_Worm3_Neuron10,Benzaldehyde_10eneg6_Worm3_Neuron11,Benzaldehyde_10eneg6_Worm3_Neuron12,Benzaldehyde_10eneg6_Worm3_Neuron13,Benzaldehyde_10eneg6_Worm3_Neuron14,Benzaldehyde_10eneg6_Worm3_Neuron15,Benzaldehyde_10eneg6_Worm3_Neuron16,Benzaldehyde_10eneg6_Worm3_Neuron17,Benzaldehyde_10eneg6_Worm3_Neuron18,Benzaldehyde_10eneg6_Worm3_Neuron19,Benzaldehyde_10eneg6_Worm3_Neuron20,Benzaldehyde_10eneg6_Worm3_Neuron21,Benzaldehyde_10eneg6_Worm3_Neuron22,Benzaldehyde_10eneg6_Worm3_Neuron23,Benzaldehyde_10eneg6_Worm3_Neuron24,Benzaldehyde_10eneg6_Worm3_Neuron25,Benzaldehyde_10eneg6_Worm3_Neuron26,Benzaldehyde_10eneg6_Worm3_Neuron27,Benzaldehyde_10eneg6_Worm3_Neuron28
3.04766230172539,11.5309299989565,62.7143099164899,6.49600281533877,56.5632192451914,9.42864985410433,29.2362571061939,2.86737099150223,25.2859834161237,14.8084466395212,11.6525807945213,29.4901737397846,27.7532537035777,23.9311102403687,17.4846287472224,12.8963288031749,18.3751597327178,24.2927892586368,0.897572740527151,5.48910604780725,10.6935209616411,6.32401994488794,5.64140026210459,13.5537717146247,3.68614186955203,7.86410586315859,20.3993444092633,125.58472885744
4.47410147957306,9.70612563545366,69.7527701657865,6.25043693219863,52.01087347194,8.17701146974743,35.8041900097496,4.82446762589059,32.7538835653024,13.7465116560563,12.0982773862604,29.8782585222646,26.3643910591373,22.3060706210675,13.3634168810201,11.9722030922082,16.0322198304564,21.5463304048365,2.10494632438636,5.88571499771949,9.96651304998803,6.22969427401295,6.90533602209759,10.8573515726699,2.4475763167546,8.4806636167439,14.4500942833268,121.443005170005
5.8278812875838,12.0487276624352,67.371414655838,7.96825049194305,45.0384389119825,10.3707254732414,35.1905931565408,2.19757970220009,41.3638212776888,12.2172155271531,11.118071042216,32.7122424997198,25.9542429244934,21.3420867195166,15.1412975760692,8.61500836639779,18.5329187101969,21.0292078746548,1.4501852698966,2.94846907802071,13.1676601790281,5.97824601523497,4.64742785751796,11.9341107732147,1.73303366990261,8.99218818953227,15.9292216740333,103.340778740105
5.63125604267492,9.61506882205049,57.430933853344,5.65474046694621,49.9926164610097,3.71123006614698,31.9550948777769,2.77600439051303,31.4270503706258,10.1651271306325,14.0824916733438,29.0646639817505,31.3949150581181,19.2144176635472,10.7075299793967,11.1392456967508,10.0516600650999,19.0580868157814,1.94789104087329,5.67301701243831,10.0316860390035,9.71303169915446,4.22474984170788,10.1802793617567,5.12334372376043,7.79503313189456,12.4766285706443,103.577647149724
4.31601354086506,7.42082987052971,45.6901518007789,7.07951229007232,52.2259626441344,3.69862816878885,26.0096032787964,3.37502921675765,29.1840520169865,11.7469104114313,9.00473178735004,28.3811096666931,28.0175724115979,18.9218878613811,11.4410694199786,10.8995074566633,12.4593149203901,19.0562876253402,0.810962499591537,3.44414090875416,12.5135532425523,6.10799524157678,4.66701017605252,9.84940370189889,6.3976703676798,8.7074012993453,14.2461410320265,111.357762756995
9.47294847874392,10.781358703707,41.0261773398705,4.34388352951596,48.49544197823,12.9402669378715,31.9358282939971,2.7999717763636,33.9319695460566,12.720007886384,15.0347677774475,30.9682266682151,30.6225066627578,17.0925982872422,5.19612557364356,13.6211250910367,11.629674041428,17.2240234242285,1.23836070798092,0,13.9402235060647,7.71557839099303,3.23304831410761,12.0976080231759,6.82543872216546,8.87208987125188,15.1252668848474,114.391711511879
4.20940194847375,7.79343872061224,46.8707689554686,6.88791928340819,47.6999275128323,7.9590207729458,29.2759781513009,2.48628579900191,30.2776981623893,10.6004035227834,10.7826697244205,28.9254723466349,29.6246526406037,18.4157464625996,13.2347464948286,16.0161258368667,13.776625814798,12.5736155756281,2.20516047185751,2.34909739935904,7.99314551786603,6.8526846247303,3.40200777453921,12.8418597967934,6.14061203863776,7.76992904204497,16.5488897242684,114.085986883751
8.24299596398361,9.80782020460731,51.8209171768625,7.03329060893454,35.1421093788911,6.54494376608912,36.8876074255682,4.01326748784679,20.3052966784845,10.5407325059147,13.8385253456109,29.2494231696971,21.8039680112764,17.5906288395307,8.95900825411915,17.2012163620704,10.3705156751053,10.0559593438018,1.11954157431453,1.53674280061154,11.9494395856887,3.57814043390416,3.82141046905603,10.0733382904002,0.00299354113246834,9.61096570968163,15.3162910977614,116.552274478117
4.75180518189567,7.99793655362093,54.5448620689648,6.58234133428918,31.0051814880762,4.15849883095313,34.4473879137777,0.432730708300434,28.0160033476044,10.2576506881005,13.7190185171354,28.6595901185658,21.9881914882638,17.9524359957551,7.01374979386777,17.2146695001062,10.8784735122262,12.6281720220464,2.17275684357751,4.43280190990771,9.47232412063957,6.95352512979254,5.77189635284535,11.8782495802054,4.78868857248299,11.6515032911524,15.6818983140261,105.274764742357
8.66848290600741,8.0986863628603,48.0420089185745,5.66852416058398,24.3775688230036,9.36393670747529,33.7468724025604,3.95588144852122,26.6425495793054,10.9468978878056,13.7731659777357,27.0805730162016,18.6362299644423,14.2965748316266,8.8370998149827,16.65501562134,9.51571801369088,8.31502614353212,0.938346831144645,0.900861591057086,5.90010359734012,6.41087595561981,4.63763840247667,12.6938678381198,4.39419603452452,7.8793729871322,11.6266118534855,106.470763657761
