NaCl_600mM_Worm1_Neuron1,NaCl_600mM_Worm1_Neuron2,NaCl_600mM_Worm1_Neuron3,NaCl_600mM_Worm1_Neuron4,NaCl_600mM_Worm1_Neuron5,NaCl_600mM_Worm1_Neuron6,NaCl_600mM_Worm1_Neuron7,NaCl_600mM_Worm1_Neuron8,NaCl_600mM_Worm1_Neuron9,NaCl_600mM_Worm1_Neuron10,NaCl_600mM_Worm1_Neuron11,NaCl_600mM_Worm1_Neuron12,NaCl_600mM_Worm1_Neuron13,NaCl_600mM_Worm1_Neuron14,NaCl_600mM_Worm1_Neuron15,NaCl_600mM_Worm1_Neuron16,NaCl_600mM_Worm1_Neuron17,NaCl_600mM_Worm1_Neuron18,NaCl_600mM_Worm1_Neuron19,NaCl_600mM_Worm1_Neuron20,NaCl_600mM_Worm1_Neuron21,NaCl_600mM_Worm1_Neuron22,NaCl_600mM_Worm1_Neuron23,NaCl_600mM_Worm1_Neuron24,NaCl_600mM_Worm1_Neuron25,NaCl_600mM_Worm1_Neuron26,NaCl_600mM_Worm1_Neuron27,NaCl_600mM_Worm1_Neuron28,NaCl_600mM_Worm1_Neuron29,NaCl_600mM_Worm1_Neuron30,NaCl_600mM_Worm1_Neuron31,NaCl_600mM_Worm1_Neuron32,NaCl_600mM_Worm1_Neuron33,NaCl_600mM_Worm1_Neuron34,NaCl_600mM_Worm1_Neuron35,NaCl_600mM_Worm1_Neuron36,NaCl_600mM_Worm1_Neuron37,NaCl_600mM_Worm1_Neuron38,NaCl_600mM_Worm1_Neuron39,NaCl_600mM_Worm1_Neuron40,NaCl_600mM_Worm1_Neuron41,NaCl_600mM_Worm1_Neuron42,NaCl_600mM_Worm1_Neuron43,NaCl_600mM_Worm1_Neuron44,NaCl_600mM_Worm1_Neuron45,NaCl_600mM_Worm1_Neuron46,NaCl_600mM_Worm1_Neuron47,NaCl_600mM_Worm1_Neuron48,NaCl_600mM_Worm1_Neuron49,NaCl_600mM_Worm1_Neuron50,NaCl_600mM_Worm1_Neuron51,NaCl_600mM_Worm1_Neuron52,NaCl_600mM_Worm1_Neuron53,NaCl_600mM_Worm1_Neuron54,NaCl_600mM_Worm1_Neuron55,NaCl_600mM_Worm1_Neuron56,NaCl_600mM_Worm1_Neuron57,NaCl_600mM_Worm1_Neuron58,NaCl_600mM_Worm1_Neuron59,NaCl_600mM_Worm1_Neuron60,NaCl_600mM_Worm1_Neuron61,NaCl_600mM_Worm1_Neuron62,NaCl_600mM_Worm1_Neuron63,NaCl_600mM_Worm1_Neuron64,NaCl_600mM_Worm1_Neuron65,NaCl_600mM_Worm1_Neuron66,NaCl_600mM_Worm1_Neuron67,NaCl_600mM_Worm1_Neuron68,NaCl_600mM_Worm1_Neuron69,NaCl_600mM_Worm1_Neuron70,NaCl_600mM_Worm1_Neuron71,NaCl_600mM_Worm1_Neuron72,NaCl_600mM_Worm1_Neuron73,NaCl_600mM_Worm1_Neuron74
22.7189453393367,130.8584589953,8.60041624243364,0,26.589987732875,12.212427567344,15.9130403906275,56.4697669722602,26.70123247511,8.74183388975543,8.02663437076459,5.10846564963099,14.8771280570664,9.70682116709413,6.68797329319364,29.3390632582554,11.1037235948379,66.4986702586107,10.9077232967229,14.9127867513556,4.88411644984001,3.80837698100859,5.90721705088648,13.9603256396534,8.8923087494946,15.5144434430875,24.0956515776753,6.43804422809886,24.9616005299954,5.00927934739846,11.7721412472448,27.4163936438084,18.1004255667834,0,0,18.8812728143092,27.7337336657942,8.17479055410731,6.0629825026225,10.1945028370432,15.6188266724051,17.1997785629882,4.09137025871544,37.70381050362,39.2438847218333,10.8218077969133,10.3704057643857,9.66618872275414,22.235149504971,15.7878299223717,8.73349953743247,7.17037384127091,11.6079477148132,15.0543402739882,5.77924954012933,9.06673012429063,8.68228404655142,3.32519058820948,26.70204237684,25.2577793397877,4.84739819851069,14.8477854111924,3.81704376408263,13.0381409109309,11.3248606896024,11.9836746875486,14.0097918943404,27.4738215686905,32.7731453102199,21.6303295257752,17.4091423422832,12.9707489870289,20.347372059272,173.927253514337
25.1259922430444,139.526464417878,4.58925017775107,1.48834649773826,30.3264417357309,12.7613417318332,12.0400058676793,51.9736237811703,23.0073588601001,8.19405669395418,7.50633217251387,3.40913893696915,13.4238863936388,8.99358028516884,0,28.919523145966,10.4735309615359,67.4858950644836,14.074445890366,19.1278935889976,6.22284760104746,2.0435072807213,6.33083405603953,15.3978199670755,9.75628511905824,19.316281257375,20.7883868297887,6.80502298406165,11.7017393607034,3.54835884729414,14.7729489444867,28.8103705742752,22.6856899905424,0,0,6.85775254208974,31.59532210185,4.99785052139066,5.90927960490657,10.188836536321,18.7328592040447,11.2319512482774,3.86449918435416,36.4181629942301,36.6978056649791,8.60939377562459,8.98537057445528,10.5608664564279,23.1999219284951,11.5770144761979,7.89605624777318,7.62193658553161,13.269342861083,16.4196937836315,4.11651486526561,14.195947393215,10.3590131481688,5.23227631918383,22.2268195250498,21.1633948199758,3.49696036095377,14.6252634741415,6.59252673465419,18.4610072862479,14.8434309929721,9.99567070371177,10.5039828885481,14.1333214503399,32.5720900815909,17.4165491325842,15.0998849353755,5.41069355917953,17.0026713773206,148.421825422639
16.5399795515695,121.140545527335,7.47904348606078,5.85718923891312,39.4898390081148,3.48721308906426,15.8972275817501,54.0752884858572,23.0895671949843,8.30056673364313,9.41747633062673,4.04464037268822,15.4537061738465,8.48883543685081,0.185438924398975,19.4702623687791,9.34963806399884,60.7548236377354,10.0225629138502,15.5152563060772,4.52319875058939,14.1450245676011,4.6060155323614,18.0010084265262,12.6055541974602,9.65668110829554,20.4513733877739,9.20817849477338,16.5643895226465,2.82579057690103,14.5418169073763,28.6006756853385,17.348266096729,0,3.17945509816333,4.14906429294611,35.5146002757403,6.20746090846048,8.85539992884925,3.11256890033203,16.5319496410086,8.94145042858118,3.93324174218342,32.4012381319813,33.1812564941335,15.7054585199447,7.38903751676169,13.473187760519,15.9869838693922,13.1710758273408,7.82212666766321,7.00086150286038,14.5583589722476,15.8282991927181,5.59329448956981,14.8830622744435,10.9994108443408,4.64326724157757,31.7024285510446,17.8665795581832,3.93171409159579,16.0842282384451,6.00749656638096,12.7841777189529,9.00177585598636,13.6161770053454,10.0461346571606,23.4651945221077,26.3537441201943,24.0854605880466,12.4363591813032,7.83296100917113,10.3334406086003,119.478621548811
11.8545044950251,123.772516282543,5.80571168042429,0,22.5179838374619,15.8658946442906,17.5753963487126,56.5787108428612,26.1080466081801,8.0393261070829,7.92768241703418,9.73172753149012,12.4752325879527,6.78887990797531,4.95587730659963,19.6613596948424,7.79853475059993,55.3619577679731,4.70929582229291,16.3687636819834,1.31597721367445,10.9248631478319,5.38336557150519,15.8399130320222,9.94680858437353,13.5352957134876,19.0886137989795,10.7664105619563,14.3400375892825,3.0254459536715,13.9258174592852,17.0426251809641,28.8993426641812,4.08632283337665,2.85563790376511,2.79002906419582,30.7131436148094,4.32276005986139,5.45402225327029,15.9830581573295,16.2025558855009,9.89390133749094,5.23676973205406,31.829000946831,45.8139625691507,9.9961088854362,2.98466925651975,6.52636663092054,13.7931520227171,14.748689420687,5.15191993760748,7.78710974291333,15.135165903394,12.8672567417766,6.44423541724061,9.30538130715989,5.66886806279951,4.82103571716522,28.2407187168512,19.7503542876012,2.13263632029717,11.9193841486067,6.65114539774753,11.0585974943884,7.16031229744173,9.77557059175123,9.53047443117026,27.7547791795826,24.361525351935,16.2930930011129,13.1593747860825,6.09408422485879,16.4897696066743,101.740991755588
16.4160596484804,106.338054107318,5.81814278820203,7.06354923470925,21.1521970216505,13.6525816648544,17.5707792573545,55.9159193275996,28.8608292869832,10.6624916381199,5.91531222821649,9.11688422456768,18.352192612934,6.19818827833699,6.25890595727307,25.0067544014322,9.27528068785295,57.7246263051038,4.32078184775424,19.0985278082686,4.84461033209108,13.1178734083991,8.76359352942185,14.0215993921453,6.8501258591598,11.5386761960203,17.359044739903,9.0594567731545,18.7180982583359,2.22923139484152,9.19080021132869,17.1665779258182,20.8549720766885,7.23805081774193,0,4.09093736739983,26.1290674465353,6.37576324454801,5.28780062614871,5.44981619428882,16.2211043730442,12.0744585816373,4.10663882735921,37.1296291926306,40.7388298970044,10.541088550001,12.3405859564029,11.7847282988765,29.9417197058127,13.4109833784579,6.7038879485207,8.46662729718805,11.7499197549735,16.6771267956529,6.19906486217762,15.7580951107408,9.71019133648958,5.46981764139679,30.5126802150923,21.6706558406258,2.47324497639727,14.5843367465228,5.15673252739324,11.6698853366534,9.59965956740888,7.76438229133678,9.60403303986773,21.564046384734,33.2166500244105,23.2640906074404,15.3216348206551,12.7690323016099,19.6450294518745,83.4204655587733
14.661463847951,108.650049922115,10.5676570876313,7.43905225779428,26.0998337514145,16.9460792389605,18.4788369886134,51.4300277138169,28.1328017528486,10.0024399420443,12.5817424297566,9.00094625373689,12.19897109261,9.52337723735658,1.82933127832157,18.6966922082258,10.7348664260147,57.0289645367288,13.5658962176366,20.1722716129499,0.546625645480407,6.36611554351247,6.20342199902961,13.3687017199541,5.5839286992693,15.0034126917295,24.4373500794557,6.89097783117859,19.4734053508795,2.48984873841776,8.74263105904446,16.5379744687644,28.9968666106024,2.37827897962191,3.61770918893086,5.05635104630904,27.3853607959755,5.66377070803326,6.6026785474978,8.53388332389698,21.1227329020276,13.1997185439043,3.7663409972154,25.6368854884608,36.7484030167819,5.96147246810603,6.12217514785057,10.4393970326261,24.1840917295292,12.1898421029308,8.20450848815743,6.87176895341827,9.22843687904318,15.0502417689113,3.75112867004396,9.32605740886235,9.41589923380154,5.43815605479395,30.0132750039089,17.7172954878874,4.35279878355669,8.7941026955255,4.27504245182087,12.2589734101957,12.0476006977122,10.4314034166457,10.1065410685212,15.2503402322028,23.6214309545174,21.1136899729092,9.56692677306104,9.0896854188944,13.9750131733045,86.0626410882236
16.2476405663183,99.5321606000956,8.40094511514372,2.8467993010881,18.834637925199,10.5649393978889,20.129760246041,61.2102614170022,26.2801449442177,9.43518767491965,8.36004802603821,2.80675182165867,14.8207742113266,8.76114012146161,2.88929221380751,21.2955137074894,8.14590888681925,57.8466998682504,9.41904081485852,23.1556754232435,3.65413343850171,11.8859521720034,4.78320547808742,12.5376787990866,5.4176143297498,20.7118185738685,14.0706023767505,9.46231848559509,12.7313228859181,4.37268119515691,8.69838117880973,20.5547565525374,14.1506931572643,2.871747712703,2.86396465355814,1.61607660207688,27.1832163383812,8.21733115967042,2.22488760869951,13.3798428519793,13.1610075674412,11.1430730928623,3.44373121527875,27.7596470442005,34.1852546393811,7.00187132868097,6.87835135475336,10.8958901735439,24.3299221710967,9.30216210609686,8.93788408998219,8.75582457289751,7.35812544832805,11.3670516174588,5.83903137855894,8.24835997867411,10.5618559989479,5.08132372673794,22.0437042486106,19.5447926041854,3.45478734005759,10.5763123085244,6.47852033480072,13.6959600034492,9.55713494509786,12.6528212343474,7.87617801049845,13.2836967138761,16.89540112025,12.6570689406581,11.6848679964776,9.15535695100719,24.5029790837186,98.1777318258275
19.5109366743998,95.1257896530799,7.16362732662059,0,26.2341316290985,12.2602408994451,21.7054779205127,58.343255975698,30.8726957116024,12.2374661181109,8.24411939127221,0,19.5897325727949,3.10367099123406,7.4428406645911,20.4530159256456,9.52574629074685,55.4425374705814,5.11467831908501,17.7544976091737,3.04716648845826,4.55660985556437,6.33301438650526,12.7909919613774,10.0361563113362,13.4477992017154,13.2940832062444,9.54041309214101,15.3720053933623,0.83812873664569,18.0551547012225,16.4810534093878,15.2815425873982,2.66611040801881,3.26241665503469,10.3316763729643,24.4293743146786,6.43114500765129,5.28925414126123,10.6709460635783,23.8658776364727,8.7773371671753,4.84696447191909,32.7896480314803,31.4457378804328,8.06514895086125,6.80718760805896,10.5682547939432,21.9177976049438,7.21250917244655,9.26200244711778,4.94248733040254,7.81833258792491,12.6816127693864,5.56617266255579,15.0979991082444,8.24709703982387,4.39255844910863,23.7596734995939,23.49613901437,5.57040405022102,11.8675466341208,5.22330007750534,13.3982272459965,11.7274923426153,9.6812667484893,10.7591384283954,23.62728203133,6.50985193034639,16.248919528728,15.6016621547745,9.1698938338913,16.293460135905,86.0288967085845
23.5955073209955,101.344802760426,5.85364681145592,9.62158893016764,21.2714063074691,9.87002131345324,23.9849200500891,64.1804360711601,28.1731981798386,8.62999839714947,11.0683079077741,0,15.666771536589,8.00407488239813,11.1229087550163,22.5954266287771,11.0308179003269,57.8798867488222,9.17904795490251,16.2246309699368,6.22848231366962,10.4819666303303,5.6675584811033,16.9847623374621,9.3529719659184,20.9749385698015,18.7717977949698,7.56392294863521,16.0418360517672,0.0643740501611547,16.0915511231829,13.9270884867331,17.0342801850306,0,0,8.59888391218135,22.6696596366207,6.31036649955137,2.9844914755569,9.76603981657447,15.6884279168544,8.51958757023607,1.09415190482094,31.6701890685748,28.6717824630956,11.704555153484,9.97639175093367,9.9505459447598,24.2860993733871,12.1718453232814,8.49371073605564,7.05303988938145,7.19498571329863,16.4726607954222,5.19776995814455,10.1703722348227,12.1078519126739,4.93943511998624,28.9632352424108,21.2747631569572,4.89940397181272,9.74551646528864,4.04779325778349,14.284383994156,10.8892771738254,8.65704084003887,11.2731117153514,21.3433737612341,5.10306228381962,25.6076561561294,14.9074895811021,7.30696873141764,16.3742810128656,72.2642822020045
17.8591652994014,91.0894266399404,7.43058517855714,2.31079323512041,7.27632497841204,18.6421053935204,29.4685040923441,60.934369097947,18.3125454537694,12.6866484292022,9.65632765784715,8.02684383932851,12.6146219580744,8.60835785454755,10.0102570700828,24.9992724299956,12.9147850915376,55.9929574682661,18.6109657951363,18.3905290915519,0.52834863050509,11.4873396611063,5.60167966809374,11.3103917861703,7.01356241775065,12.1604879623261,13.0864656790519,8.19826718359612,15.2163565484909,1.05195325023528,16.2702413280636,16.2176783439934,17.1653663577915,1.56807268630788,2.52085805771139,1.40809320316649,17.014184656158,4.37271967056902,8.76667355311816,9.72906938451689,20.7154849822814,10.0474436077901,3.3986617397723,28.5145205525352,32.3549499662371,9.43573778693835,1.58018647999254,7.52427574668202,18.9737316950624,14.0790531487471,8.33170715084088,9.5182092238227,11.1888728095017,13.7994992536572,7.25777935149242,14.7558041037619,10.2120660641829,4.27265845453918,21.491365071667,22.3921743036422,2.52555316663115,16.3540103234421,5.59905844387364,17.2320310096385,9.8186855083041,8.36615235469826,11.2475558868024,12.7848693543094,3.18167525290511,22.7680438068289,9.80202446477752,8.645934122772,17.0897293601421,70.6629334865853
