Diacetyl_10eneg5_Worm3_Neuron1,Diacetyl_10eneg5_Worm3_Neuron2,Diacetyl_10eneg5_Worm3_Neuron3,Diacetyl_10eneg5_Worm3_Neuron4,Diacetyl_10eneg5_Worm3_Neuron5,Diacetyl_10eneg5_Worm3_Neuron6,Diacetyl_10eneg5_Worm3_Neuron7,Diacetyl_10eneg5_Worm3_Neuron8,Diacetyl_10eneg5_Worm3_Neuron9,Diacetyl_10eneg5_Worm3_Neuron10,Diacetyl_10eneg5_Worm3_Neuron11,Diacetyl_10eneg5_Worm3_Neuron12,Diacetyl_10eneg5_Worm3_Neuron13,Diacetyl_10eneg5_Worm3_Neuron14,Diacetyl_10eneg5_Worm3_Neuron15,Diacetyl_10eneg5_Worm3_Neuron16,Diacetyl_10eneg5_Worm3_Neuron17,Diacetyl_10eneg5_Worm3_Neuron18,Diacetyl_10eneg5_Worm3_Neuron19,Diacetyl_10eneg5_Worm3_Neuron20,Diacetyl_10eneg5_Worm3_Neuron21,Diacetyl_10eneg5_Worm3_Neuron22,Diacetyl_10eneg5_Worm3_Neuron23,Diacetyl_10eneg5_Worm3_Neuron24
17.1128102870246,6.58397327463538,8.25574953799976,9.64105554099811,18.6735632682484,20.538891251316,37.0929519084917,17.9144361202886,38.7641464276405,52.249305172881,0,54.0444445554471,23.7531942649016,21.365765004416,29.2617492007131,4.67035625601875,0.482399334903495,9.82956509522104,16.1363852686704,19.1932675952117,14.0551418647108,26.7274448423581,12.4065009888436,20.1847584472989
18.0162256199967,0.515262811466916,0,8.79782971060132,23.1741784098652,21.2557130496313,45.8267161235848,16.0231329693242,38.9323649814049,48.8544711921462,0,43.1561746569637,22.4354711352393,21.3246029283452,24.7780718679068,5.54521585289655,0,10.392283643666,13.1930215685967,15.3357335126641,14.8259419447613,30.6115406536501,13.2067512555095,27.8441432265483
16.8379462555828,8.10948945513736,9.65599617981741,10.6588769100896,19.3355718246031,26.9215129196059,28.8204959546304,17.8557999012798,39.1257308396746,57.4087569602437,0,53.8629159966612,21.5601818480631,17.671347517823,31.3664289622318,6.80772072824601,0,8.51413924090055,15.1819899174273,23.2429225502111,14.5041317336183,28.888102434615,9.14646331583389,22.0722406852074
19.267050560338,2.00798240484495,7.80389742249281,9.7744147667315,13.8837957895887,25.3976128013709,38.9841141763812,18.6956576940307,36.4458852282463,45.7572022847391,0,48.9490609637875,19.486082281302,23.0502380141784,29.8877207730159,3.87648978352173,0,8.40117927850214,12.1286288098953,17.8521274647805,15.5351127317646,35.804073324938,8.05718402868809,34.9822849941515
17.6880254721843,5.55303170757636,10.6408074841415,7.61169321247728,14.3793831672621,26.4166528520692,29.0313410069566,19.0765665719792,32.1580560079329,45.0320088637251,0,44.2664977598907,22.4673457322003,18.3643516150689,32.3664989708176,4.14805737576252,0,9.05892583785372,17.7997046064982,18.8088973091835,16.0137137317362,29.9234466985831,8.03427931623517,27.9034842184986
18.6127197418862,5.66764568483447,0,11.0589486802987,12.7059407604937,31.6634637140813,34.6419473957706,16.208876882301,37.2696714390485,50.9222241064697,0,41.5577658534973,19.7459268357116,18.5101083465566,33.4777895974928,5.67758734198373,0,7.87592578174141,21.8367389906086,19.7081236431963,14.2516078546352,30.4208104143334,6.3926227282555,22.9183871529263
17.4276265557474,6.4630947802459,7.72123922292804,7.38251487996499,18.1914860711229,31.058323480095,35.897150333018,19.0269022073776,32.5601427442847,46.3870751245337,0,43.5340402601528,19.9248832866352,18.2592292741364,28.076007774359,4.97554558783011,0,8.65962021654149,17.9976662413956,21.2347851187133,16.3798644156966,30.807378330114,11.3617977365078,26.3069147175491
14.1743424258602,0.884714698573613,4.06880689995519,7.48875062019849,13.9653506485697,20.7404175830121,38.0990145791597,22.3519292335228,34.4585707982068,47.8888706448544,0,47.3763850122398,22.9121074500435,15.8769168630981,35.4246110570576,5.07505115984083,0,5.00855932864849,21.6890039657618,18.1149377235232,16.6316152610598,27.5726823082984,9.67414060481571,21.9457767397338
17.475169097935,7.32138176587415,12.917136161393,8.28844878342107,16.7299452730261,22.1907122310607,40.5492035008442,23.3097582671338,34.2795422305118,49.4326239263723,0,35.5700302469917,28.7368264972757,19.2105278253073,29.2063264417415,5.66835928536622,1.12519486805314,9.76731592083096,18.7607823749894,21.3263163032573,15.3867329759643,27.7499765063997,11.0614798146328,27.1275786614835
17.7170886115885,1.71274141377657,4.24788485039231,7.3205825478427,19.9455717342504,18.196532838301,33.7489313487721,20.7960436068186,34.4981845105069,39.3078516639189,0,36.4255320458022,24.3603163931335,18.4706340254978,28.8590302258028,5.7509213320039,0,8.70020826911013,22.0929576708874,18.7831470852634,14.0093478965697,25.8825626190655,14.4028338876044,25.8729515131725
17.5532532972938,9.46033406856769,12.8989566013091,8.54021290432435,14.3891925403456,20.7062657253694,41.7929777522169,17.8074767608167,23.0193352184003,51.9404872297018,0,37.5652873430296,22.18887900604,22.1214418247608,29.6375196374991,4.72404487005493,0,8.92666212920007,18.155880995789,26.0066086111505,16.1532425244038,26.5495643366406,10.4850671570617,27.0137754350639
15.2920520008006,4.5698103840435,9.06442530249457,7.40632644879149,12.6854501602893,17.7130467437296,49.6785353946928,19.0032703325449,38.2996559408464,46.3909030982695,0,31.8436956995834,27.8459848384141,25.9404601425483,30.9047235619769,3.39552492564139,0.707252500704146,8.24710768717427,19.9464904218888,18.5525355738193,15.7567128437352,25.8031442003009,12.1135849695726,32.3070751028362
15.9073556178518,1.84480143274281,3.39040194974678,7.94219632160276,19.2488731563909,18.5323477237209,35.5517027376848,18.0685327718036,27.7462933306585,43.4333139343332,0,32.0218960614093,29.4077771297135,33.5952030511917,29.4737231977126,4.07667596200317,1.56304128032512,9.18935877013862,14.4922229857623,15.0328201955943,15.7876851702991,28.5900132137688,9.43625636949196,18.0157371137262
13.5808145364252,0.682165496834066,7.35711109269711,8.15951875426798,14.3057909610971,25.036980789808,41.1829607702568,18.3918230236793,32.5056984766913,46.6640356138259,0,29.6464502757241,30.4427026049732,32.3511020570944,35.225167474796,3.72894943679113,0.387465610582827,9.76437392128321,16.6467467068651,17.6068647429222,16.1824215210972,26.8463543807384,9.24096152510782,26.7048274287923
13.4875031679198,2.97593482798212,3.54389713167285,8.86107770843831,14.014215345298,18.1991648229122,41.4877748436358,15.8373438906381,27.590941643753,48.4276116290754,0,28.885809649536,30.3772803044332,35.1742130144253,28.363054261341,5.89526844911719,1.56527501091145,6.94049359282575,10.3226097310322,18.4830645869156,16.6787801640481,23.4941408526458,10.2660559132557,24.4026343409374
18.863495516684,6.02621218928455,6.3573938945868,10.8281133723038,17.6032444796843,15.3130702045226,42.303028837674,18.2366941404242,25.7641317165562,42.914852420211,0,30.1333625269653,29.5817555161299,40.2445290587325,35.1873650652914,4.32946776172759,0.136115489680735,8.70456412497516,15.2410871605844,18.9641045869908,18.6199821765917,25.8401015560907,8.37588278499165,21.9301835339769
15.7102144554629,5.88788132313938,16.9269435684719,8.00839098501763,11.9004129822348,13.4151742825731,51.2286653822539,18.1740298426934,26.3598166811347,41.0083387146833,0,29.3877597434246,30.8646442920403,40.8394530050753,32.9101394375251,5.84082122460282,0.432039419140443,5.87002508143098,11.9753295656419,19.1327194952639,14.664385885908,28.0237964964735,7.82112049861851,21.8881186260101
