Benzaldehyde_10eneg3_Worm2_Neuron1,Benzaldehyde_10eneg3_Worm2_Neuron2,Benzaldehyde_10eneg3_Worm2_Neuron3,Benzaldehyde_10eneg3_Worm2_Neuron4,Benzaldehyde_10eneg3_Worm2_Neuron5,Benzaldehyde_10eneg3_Worm2_Neuron6,Benzaldehyde_10eneg3_Worm2_Neuron7,Benzaldehyde_10eneg3_Worm2_Neuron8,Benzaldehyde_10eneg3_Worm2_Neuron9,Benzaldehyde_10eneg3_Worm2_Neuron10,Benzaldehyde_10eneg3_Worm2_Neuron11,Benzaldehyde_10eneg3_Worm2_Neuron12,Benzaldehyde_10eneg3_Worm2_Neuron13,Benzaldehyde_10eneg3_Worm2_Neuron14,Benzaldehyde_10eneg3_Worm2_Neuron15,Benzaldehyde_10eneg3_Worm2_Neuron16,Benzaldehyde_10eneg3_Worm2_Neuron17,Benzaldehyde_10eneg3_Worm2_Neuron18,Benzaldehyde_10eneg3_Worm2_Neuron19,Benzaldehyde_10eneg3_Worm2_Neuron20,Benzaldehyde_10eneg3_Worm2_Neuron21,Benzaldehyde_10eneg3_Worm2_Neuron22,Benzaldehyde_10eneg3_Worm2_Neuron23,Benzaldehyde_10eneg3_Worm2_Neuron24,Benzaldehyde_10eneg3_Worm2_Neuron25,Benzaldehyde_10eneg3_Worm2_Neuron26,Benzaldehyde_10eneg3_Worm2_Neuron27,Benzaldehyde_10eneg3_Worm2_Neuron28,Benzaldehyde_10eneg3_Worm2_Neuron29,Benzaldehyde_10eneg3_Worm2_Neuron30,Benzaldehyde_10eneg3_Worm2_Neuron31,Benzaldehyde_10eneg3_Worm2_Neuron32,Benzaldehyde_10eneg3_Worm2_Neuron33,Benzaldehyde_10eneg3_Worm2_Neuron34,Benzaldehyde_10eneg3_Worm2_Neuron35,Benzaldehyde_10eneg3_Worm2_Neuron36,Benzaldehyde_10eneg3_Worm2_Neuron37,Benzaldehyde_10eneg3_Worm2_Neuron38,Benzaldehyde_10eneg3_Worm2_Neuron39,Benzaldehyde_10eneg3_Worm2_Neuron40,Benzaldehyde_10eneg3_Worm2_Neuron41
3.14007221884723,5.74283775300652,8.96852313204119,11.6904941137492,7.1365996359116,23.6749203294561,5.71039170240771,7.52752530773794,9.15704029582458,7.81619697136445,12.8165430669896,6.05020521431531,13.8446571381612,2.15280824686516,7.32725801473012,4.88187101213515,5.21254331925983,1.77665388584955,4.17883223322969,14.9755482002467,9.90644875097969,5.74697791242533,4.48988232816926,2.78542193371758,14.3758413185762,2.27463490624073,6.31502426164209,7.54365832657335,1.4524331664378,5.23108747735449,3.2143973684311,2.13576443683759,6.00667935170773,5.65479816719715,4.32478252878005,6.00710197933941,3.93335112168672,2.42883996624462,3.4655840761299,15.5564859550328,11.0677579457368
2.74554304362425,6.37795249881159,9.32982402152175,7.4289579350823,6.08665171115433,30.4752610519874,4.0456399039328,6.91417385395831,8.39043231368244,6.66946953605905,10.1690961080483,4.60390451343788,9.22483239700398,1.55618551924506,3.83711366813824,9.85838753476076,3.18855179104908,3.71795226984527,0.999810686677162,12.4486172152248,8.79142501414575,3.52336060945116,5.75331123418276,3.52189423436486,12.603264595843,6.32625350399749,4.48477697228643,9.18522271059783,1.01209134881665,4.62473218344397,4.09740521654277,6.47854352124666,3.53618737528933,6.19413283847365,5.38354593565166,4.84529154869742,4.769327631688,6.17905391401328,2.97436517913829,7.41757509948101,9.40934495106613
8.036209201604,3.27570041752676,11.7331161334814,6.88999412894498,6.78376153975727,23.9901534810728,5.58862879821537,5.977550195157,4.54792146362018,6.71506298708459,14.9557201912161,5.92155909146521,9.14074027700613,2.58042003501811,4.55179428374397,8.61784755357003,4.05764515997555,2.32739043028597,4.28568976962217,15.1083883671056,13.9570256906538,5.71756378423704,4.3941884420642,4.32450398563945,6.91399102006913,2.39764730856892,5.95402680206553,6.00769345682562,5.77957797327716,7.29981434756573,3.45760386705218,2.32796049298919,4.65280171737609,8.90673432056035,4.67609240296031,6.72620271626723,5.88339969170899,4.56296620878346,2.79547400603194,12.5926084132771,4.81010683257452
4.75124025111911,7.19477206335686,8.61661384237764,6.48621260070269,5.46856919387282,32.090183014352,4.79661349393525,2.45276871692478,4.63950984440296,6.60203449011132,12.1032170074498,1.8279468044101,12.6430540664637,3.34984356069343,4.44525268946729,4.04774284688469,5.70604212870352,3.71152889694838,1.62773743312612,12.7614337553535,10.0687953232035,5.65750491269833,4.02129848523628,3.86827010535735,12.0671964073063,3.71285217805394,5.13912803250128,7.08407450264981,3.47159891083693,6.26971252615887,4.68475444026602,4.91676506684102,3.29789352804924,4.9927104494387,3.50528202443593,4.91393883098835,5.34840787583594,6.25890073158885,3.71305785811168,11.3842065777172,5.81317968103009
2.86086051162919,4.86587450223672,8.49468374378141,9.30551681350815,5.79415448242905,25.5689762915214,3.98434843973165,5.91775164599967,7.07764594881948,6.86820705864554,10.161142222624,2.28312448214009,8.67710001351155,4.04085121007937,5.83959566872823,7.15073767440048,0.339459781954093,3.75518984969267,1.51648811003006,8.34981649923432,11.4507932980675,5.82237116546551,5.11465542742345,4.36637430686325,8.36700828275718,5.09287092207687,7.7998945912034,6.3903729096308,2.62569019476822,6.82798853896199,4.96638044773588,4.92527742790012,3.28931352608614,10.0310325068042,4.13527835463559,4.81674805093414,4.46435941356341,2.52881627974146,3.03191105000563,6.52605204867336,7.48824122238236
6.02603897320541,5.41521820784766,8.01753535400888,5.69382481628012,3.08132862457282,29.3596124202749,7.49986071053733,9.96142979334424,5.26739124632903,8.19337364234146,11.501656356588,4.50479864134582,12.3521814427597,4.03151545383203,6.0026826343121,8.50400969483403,2.42091215336413,5.7298564028846,2.39213784778317,12.483979507095,11.0365932349559,5.49403120161714,2.80623723441324,4.01367524494668,8.70753897698156,3.60081598114086,2.35665145930158,4.0431311761117,1.33893116901418,3.40349060352497,1.49527304060118,2.67899591985191,1.20402899279362,8.28490858988272,4.51458513240913,3.05293976828676,5.25261931595826,7.91912282101424,2.35450520843505,10.8599422409166,10.1947727961421
2.53853439073761,5.55142917800706,8.05622525124797,6.78742666404053,5.77201963512466,24.9504963433807,4.18984539366324,6.90788222186053,5.20408596618546,6.61924106800006,15.7195167316643,2.85723835435701,12.5764736399059,5.61236765257676,6.07725817887312,5.92823157873705,4.80015088961814,3.74081457741817,4.70350668957297,13.3792752006412,13.021927074708,4.77343365062404,4.47503514430819,2.93757226208424,9.19386581922527,4.17652490671441,5.61399108680782,6.63922037539532,3.76770208998642,4.89128921075091,5.14613751622017,3.17128110686585,3.57181736807731,11.5865152229279,4.26908736512962,3.51169231485798,3.71131537858191,5.75491967098985,4.03192639193432,10.9777705811375,9.18575540568506
0.0894473596459778,5.16030981124307,8.77509045209518,4.8049841541861,6.15288414022992,23.2947859485792,5.46705585523697,7.8665322552901,0,6.5131792171666,12.4845897712132,1.87748089559654,8.29740976851734,7.26877982186811,6.67177958142825,8.98506790449446,2.20056687397149,3.69126816501166,3.48159832166969,12.5019538054885,7.04668058671807,5.73456545842941,5.19707386458482,3.91883094456871,8.45226053003416,3.28892735803866,7.38163889306299,10.2837254629069,4.67564420719936,4.10888219350678,5.77011602304016,1.88151388209029,3.33156755625509,6.27014153774195,5.93106079807136,2.53239179938639,2.73719512196244,5.5086292269987,4.25092504752672,9.06942801160727,5.5705012821244
3.19750656096666,3.81115725445798,6.55714445817602,4.31181085694276,3.50004216872909,25.3235672048438,6.84242330802815,4.51908625469919,1.02272691046643,7.0286399225139,10.6722335847896,4.98971783558245,6.81803943090661,4.12981014852566,4.65585446403081,6.22587182418183,3.24453181318092,4.19264323058805,3.92165430580443,12.5808609894591,10.2488934344711,3.23959025105357,3.77918657817871,4.00842548605023,9.97505214043587,3.38152403427719,0,6.53271251145833,5.34238443705976,4.48612478330222,4.04669415263838,1.68031333259193,4.40653013225251,8.02788102170638,5.67913342737782,2.43478189712932,4.66711343906188,4.53540601694524,4.70385521461206,6.21955522582258,12.5656010793178
7.70210214508434,5.27504013064109,7.77295833937796,8.26150415403429,2.25885253866271,23.848020555408,3.24825480390178,7.41996974549434,4.57878062158721,8.71606922049539,10.6470840584885,3.30289457609928,7.31235581599669,2.67128042276955,5.51192607555223,8.02926812249984,4.80108825237169,2.69762390179264,1.91135945622181,12.4621531552686,7.28976179208871,5.28353890454162,3.93348070545792,2.88950449494645,6.83333922951896,2.97852329763421,5.91780534326633,8.66555222178489,3.71005944469084,3.04998081162612,6.07602421028569,1.82080516820568,2.87650304236572,4.76799773696391,6.63567357713397,3.50876368694227,4.70384060262773,5.81077456174978,3.12876683236929,8.20412791019045,10.8296041121975
