NaCl_200mM_Worm3_Neuron1,NaCl_200mM_Worm3_Neuron2,NaCl_200mM_Worm3_Neuron3,NaCl_200mM_Worm3_Neuron4,NaCl_200mM_Worm3_Neuron5,NaCl_200mM_Worm3_Neuron6,NaCl_200mM_Worm3_Neuron7,NaCl_200mM_Worm3_Neuron8,NaCl_200mM_Worm3_Neuron9,NaCl_200mM_Worm3_Neuron10,NaCl_200mM_Worm3_Neuron11,NaCl_200mM_Worm3_Neuron12,NaCl_200mM_Worm3_Neuron13,NaCl_200mM_Worm3_Neuron14,NaCl_200mM_Worm3_Neuron15,NaCl_200mM_Worm3_Neuron16,NaCl_200mM_Worm3_Neuron17,NaCl_200mM_Worm3_Neuron18,NaCl_200mM_Worm3_Neuron19,NaCl_200mM_Worm3_Neuron20,NaCl_200mM_Worm3_Neuron21,NaCl_200mM_Worm3_Neuron22,NaCl_200mM_Worm3_Neuron23,NaCl_200mM_Worm3_Neuron24,NaCl_200mM_Worm3_Neuron25,NaCl_200mM_Worm3_Neuron26,NaCl_200mM_Worm3_Neuron27,NaCl_200mM_Worm3_Neuron28,NaCl_200mM_Worm3_Neuron29,NaCl_200mM_Worm3_Neuron30,NaCl_200mM_Worm3_Neuron31,NaCl_200mM_Worm3_Neuron32,NaCl_200mM_Worm3_Neuron33,NaCl_200mM_Worm3_Neuron34,NaCl_200mM_Worm3_Neuron35,NaCl_200mM_Worm3_Neuron36,NaCl_200mM_Worm3_Neuron37,NaCl_200mM_Worm3_Neuron38,NaCl_200mM_Worm3_Neuron39
20.3693735307428,91.5689933423204,47.0009105777939,31.9450831056961,120.979657844946,32.0651679218411,94.8478256338484,17.9495644674345,15.2835275007017,137.427907143392,70.9530454441245,122.643856985818,40.1137809956811,57.5609998694326,15.2633117108944,87.8445948673095,35.9651514181471,73.3431347276788,30.4367652449129,0.798625861712384,41.6172232505324,12.1820831311553,92.6206142575774,0,15.1129962049527,15.038391190875,85.5719509623937,70.6963507644808,65.5787962380492,19.8900448202551,0,28.35300699492,0,34.7267097898135,42.5628626804255,16.5452650680404,716.106023456363,294.299311927337,178.049250500643
14.0074866327418,93.6660938345458,50.4088638620509,15.6393951553895,100.28070800528,31.5121934866077,97.2740537503155,16.7033322676764,19.6825099846495,123.741144381545,86.2762366910708,113.102624048697,43.6845515452516,60.5110606578619,17.862642113913,72.8594908803028,57.962665421028,73.3001045534672,27.6117090670507,7.95706727560485,26.2519224935224,15.0791938369105,83.9807783235253,0,21.4517068805807,30.2928769774488,90.6485599594035,76.5622572174187,52.5060625330004,21.3342898000401,5.53738110601059,22.8545613442077,0,26.0984734253206,40.5788200389908,17.0057411646852,687.511788700248,268.557557260913,163.109505532774
15.1078862603371,105.157164708974,50.6736988551496,13.0578024018721,103.846549463473,35.681452180969,77.0764088937124,18.7830487862525,20.2333840452748,114.499833867566,79.1846271496657,114.855614016588,38.626372807676,68.063203166572,12.8425456720362,61.3321532169192,25.1135728041058,74.1629026267671,32.1443853074505,0,20.5864227816513,13.8894529178156,67.168434367969,0,27.8963118581498,16.7514734033976,85.1014178368403,85.4336654910692,57.1579750657023,18.8614839447443,4.42263743891532,30.2504086894716,0,24.6901562575431,41.2324997783089,16.4337019707887,669.64994588961,258.098214967911,170.376617622488
19.3072903559123,107.462399066955,39.4113675141138,18.5200263927864,99.8908623025924,45.646300556156,69.049156180734,17.0821525171602,18.679303372267,99.880610397221,89.3418827002181,115.311439564096,30.3892969909535,75.6909378864308,23.37599722119,55.0676664203018,25.5904969390435,80.8431488281249,31.2713799566281,1.81623652302404,22.5708530584915,16.1200500330514,74.9509791194814,0,30.4258786545091,32.3416704015686,82.1762677789369,74.7840916892799,57.8388584161039,17.3776906912683,0,21.8109748562474,0.282527079310387,28.8433602232887,44.2396520208143,19.9839481084519,628.771802955144,241.080546825555,178.498490992106
10.5504188031706,102.067070594612,48.7679303903997,14.5762007458349,100.60625606959,45.5224555135304,75.2270865783941,21.8067763865967,17.1406623052075,100.060712679039,83.7891862111058,116.77671655165,31.0694029545217,68.07666813941,10.715037094568,59.9136130292798,16.6061898434997,72.864682200197,30.5593876120602,0,25.277810871604,20.1986066480409,77.994262968082,0,22.8570764816168,31.5684803440362,78.0974121263963,84.1015065213701,51.4268461894631,23.3222927117428,0,25.8927774109712,1.09007359179183,19.2238153310984,45.3336700285309,14.9463438417436,606.122488253718,235.995271299217,172.962474893254
28.6609679591474,109.565030016785,27.8995886804514,25.4345135195907,96.3757138928085,45.0705159962099,129.446968949724,19.4926178808127,22.6455008368076,97.4400245236184,105.13768391709,57.9292829497986,26.2779132334443,77.0159264718344,17.296166096086,67.9918985330881,0,83.354934622972,32.2256967700763,15.3372347055617,21.785951178159,22.6460686931295,70.111380881668,0,25.277809432814,15.0784159233837,75.1142505595204,77.7227368443194,59.4966235407427,14.362040520212,9.08582328982927,28.1999086644548,0,35.2282861188426,41.6280469865816,13.0333253987342,574.511035030516,198.728046352214,161.866191270446
27.6575410305435,123.949453441726,51.2735284923433,23.5905943659763,89.1445767890217,40.173460976489,75.9043469901855,20.9563378123469,17.856139259856,80.4640366688766,82.7119179740011,109.400594324337,31.3223535059801,83.0120451203378,12.46986721219,56.1538916614941,12.293375691132,87.3698147217594,27.2523405889551,5.59283136844771,16.3270506415468,21.5931499071401,77.0440147508124,0,25.736611328287,20.6035982590858,83.1976006658526,77.125883746879,59.3855484240325,19.835046224374,0.292414833601666,31.0410247985794,1.51765631439312,25.5005950161085,40.8912877489994,14.2409930480821,564.175752345076,199.203278945431,165.548872669429
12.7322145169613,136.55629251451,46.9897957929994,22.9826235213778,88.2110807158877,46.824153048053,62.9966670677598,17.5713941428036,15.5127524341233,83.7671341996456,86.642609777444,107.017793462105,24.2243831416196,78.7018287747049,13.7854914406726,43.8032508220184,22.2294055443277,91.7788838895816,27.5783857978712,0,27.9115177175739,36.4841756477693,46.9909757880247,0,22.0108782693897,22.458910374816,74.4594532461176,61.6911378656386,54.804570168437,19.8214409398635,0.941172373922947,19.1206881497433,1.28237577676091,24.2022215528529,44.5777664786414,13.5093574831895,548.176681540388,198.557718874063,148.598001547997
23.5168351397614,134.26333866985,43.4032660399171,21.5543568978933,72.7379223501577,43.6615163321775,64.7553635871787,15.7141027328814,18.7466465480063,75.8626453588463,96.0420258918721,104.644125140568,31.0729491350526,73.7020088776542,16.4767507012953,36.0721080117194,1.2599956302572,100.357639818302,29.3972271882955,11.1402243653181,18.9919138454099,37.3674527155668,48.1232983956975,0,30.0297163544043,32.8618769613351,79.3760692227215,68.3439315496471,55.7054599442287,15.2127785418465,7.19924411349604,33.5865689164907,1.20755337216783,37.6427222192297,42.4848149344097,13.6373340381627,547.828681813662,184.242289977532,157.38836228227
21.723294288385,135.178216271039,36.9760077138873,28.0620726637115,69.5132718872968,50.5222415863139,82.4432068504159,16.760668066618,15.2777194410689,81.2521932178925,82.0650494228675,108.050757092125,27.991989350009,81.0596953910656,11.4078566139673,38.2360886617601,10.8417729430676,100.087883592932,31.3703882877732,1.79684561157456,18.5072581658777,42.6281722626058,49.1433218659208,0,38.2029986393234,22.6400330178489,65.0050117464729,63.1365080380583,51.4297378978852,13.1949260123925,2.93241486353003,32.3704997266081,0.753680770916147,30.8441193886415,45.4259528188636,11.5572240364517,512.797718153324,170.823465047029,141.722806769242
