Diacetyl_10eneg5_Worm1_Neuron1,Diacetyl_10eneg5_Worm1_Neuron2,Diacetyl_10eneg5_Worm1_Neuron3,Diacetyl_10eneg5_Worm1_Neuron4,Diacetyl_10eneg5_Worm1_Neuron5,Diacetyl_10eneg5_Worm1_Neuron6,Diacetyl_10eneg5_Worm1_Neuron7,Diacetyl_10eneg5_Worm1_Neuron8,Diacetyl_10eneg5_Worm1_Neuron9,Diacetyl_10eneg5_Worm1_Neuron10,Diacetyl_10eneg5_Worm1_Neuron11,Diacetyl_10eneg5_Worm1_Neuron12,Diacetyl_10eneg5_Worm1_Neuron13,Diacetyl_10eneg5_Worm1_Neuron14,Diacetyl_10eneg5_Worm1_Neuron15,Diacetyl_10eneg5_Worm1_Neuron16,Diacetyl_10eneg5_Worm1_Neuron17,Diacetyl_10eneg5_Worm1_Neuron18,Diacetyl_10eneg5_Worm1_Neuron19,Diacetyl_10eneg5_Worm1_Neuron20,Diacetyl_10eneg5_Worm1_Neuron21,Diacetyl_10eneg5_Worm1_Neuron22,Diacetyl_10eneg5_Worm1_Neuron23,Diacetyl_10eneg5_Worm1_Neuron24,Diacetyl_10eneg5_Worm1_Neuron25,Diacetyl_10eneg5_Worm1_Neuron26,Diacetyl_10eneg5_Worm1_Neuron27,Diacetyl_10eneg5_Worm1_Neuron28,Diacetyl_10eneg5_Worm1_Neuron29,Diacetyl_10eneg5_Worm1_Neuron30,Diacetyl_10eneg5_Worm1_Neuron31,Diacetyl_10eneg5_Worm1_Neuron32,Diacetyl_10eneg5_Worm1_Neuron33,Diacetyl_10eneg5_Worm1_Neuron34,Diacetyl_10eneg5_Worm1_Neuron35,Diacetyl_10eneg5_Worm1_Neuron36,Diacetyl_10eneg5_Worm1_Neuron37,Diacetyl_10eneg5_Worm1_Neuron38,Diacetyl_10eneg5_Worm1_Neuron39,Diacetyl_10eneg5_Worm1_Neuron40,Diacetyl_10eneg5_Worm1_Neuron41,Diacetyl_10eneg5_Worm1_Neuron42,Diacetyl_10eneg5_Worm1_Neuron43,Diacetyl_10eneg5_Worm1_Neuron44,Diacetyl_10eneg5_Worm1_Neuron45,Diacetyl_10eneg5_Worm1_Neuron46,Diacetyl_10eneg5_Worm1_Neuron47,Diacetyl_10eneg5_Worm1_Neuron48,Diacetyl_10eneg5_Worm1_Neuron49,Diacetyl_10eneg5_Worm1_Neuron50,Diacetyl_10eneg5_Worm1_Neuron51,Diacetyl_10eneg5_Worm1_Neuron52,Diacetyl_10eneg5_Worm1_Neuron53,Diacetyl_10eneg5_Worm1_Neuron54,Diacetyl_10eneg5_Worm1_Neuron55
12.8767838643468,6.86443197640027,0,15.5979625495587,13.6835099546359,18.5057973246474,100.631335861649,9.55966233842165,2.04405944566407,14.1449505827324,82.9072144491473,5.84320962978085,1.74241952466431,17.4709330059254,36.9635765541582,11.9584119050814,40.1995467103559,39.2170522965248,9.50122374005377,18.0212044036488,4.43761924036167,11.2952859138907,8.64335360334917,9.22350936633907,12.0016981460222,29.6939219361363,52.5607161084565,18.0301190353395,6.93579446252895,26.8651053270606,17.6078635134643,28.6557643379441,8.25855588137171,10.8660258946712,17.1641568988005,3.56072376631946,8.90464182804617,13.5878032658385,7.37560047660531,41.8994461852844,5.13817934796845,8.92587223294429,5.47886787477374,10.4767520498775,8.3728110053567,7.94829481285693,20.203773677373,12.0091778868002,12.4539852610326,13.7514222010348,16.8235861111313,72.5504999948835,9.47833900831407,31.7339314895395,0
10.2459615793799,10.3778369934605,0,19.7753662451059,10.0251859106974,8.38436105643381,84.7422272045539,10.6086795770646,1.99651398990426,13.0678334079519,81.2180441495006,5.41675951449665,7.310505179878,18.2175839241494,31.4939938108071,10.7619258495788,34.3479969953478,36.760217003925,10.5119990956305,21.5584122588464,0,10.6520736355232,8.20545592483113,8.90890264159596,10.433883502136,24.1912458380593,47.9207190422367,9.46310948908898,6.56973312697154,22.3865406001096,15.4630840054293,36.2650635786863,11.229334720432,11.240824740058,17.7978306316383,3.28914586048384,7.94415086180527,15.8611674154969,2.70082741945747,34.147039055721,4.87549072534562,5.95660724225285,12.4161823872041,9.30600275311778,10.9021299371047,8.67416854330987,17.533830402555,10.4743498580152,16.0598669272253,11.3821926207315,17.9191203327865,59.2874908938393,10.3871772438518,26.8490357375952,1.6513744308265
18.0025479149202,7.75483516253624,0,16.0437056101194,16.3485227963496,10.5551593167507,64.5607758704711,8.44555220999423,2.38629663120379,15.4945554081872,72.9313892629197,9.22468172577314,2.35401953491047,12.8924179286581,30.3484799974228,15.812594250113,31.0724032146481,17.716468839179,7.88744057647478,20.2240134428525,0,8.55511575398099,12.7611161659124,1.73251400622314,9.8730251147969,20.0167747723368,46.2347466021468,9.07063439465183,5.10761518582054,19.5339786080719,12.7927870829329,37.3530998801976,8.28621657114881,13.3218251748976,15.6434407753208,1.81180256042762,10.4853758176527,13.8513907176349,3.40131811565822,24.7789978713983,7.12654449843006,7.13709514625427,8.42999618161496,8.92729338243808,10.9464393283524,4.39970747060454,13.3175665427078,10.2074574494147,14.8482333768919,12.7255947148988,15.0496452169219,56.7726547199797,11.1675253908696,23.4123610655709,2.86870563953122
10.8434087359165,5.65816985317518,0,12.602172253728,15.3171390138054,13.3458387779685,42.0178709224378,9.1032195769397,0,15.8133553330907,66.1186032085937,6.0440020812909,2.20386944783188,9.23883826296952,25.7591916055184,14.8899269352607,23.996303946217,19.6408071696054,9.44089322567262,19.740016864006,4.26883058396422,6.12320116958881,10.3280356369015,1.34586385390191,9.74468965305838,15.9778695933465,45.5813213371075,11.3513773337143,1.07825368886933,15.4680668628192,11.9893246391287,29.8321741840974,12.5166464385003,12.4413602465114,15.128207253991,1.98910691726659,8.56482109251464,11.7641924220602,6.53064511020012,19.4044374328335,6.07946326402918,7.07096133816288,7.13670544357042,7.35594864383849,10.1489621291555,6.88227431301585,17.6712894911756,10.2084201619697,14.5857563084288,10.051344526381,17.4160096698132,59.7366822302341,8.02755230544411,15.8881234518078,1.62346781078939
14.7439549672206,7.24976751736537,0,12.8209926336697,14.3365864257604,10.0670278773717,24.2338528783984,7.57380177178762,2.59992344993529,12.8982578401298,64.6253643578891,7.31491394714385,5.128317270752,15.0075888662625,18.7352275379516,11.9938811295995,19.8562447873151,8.65837710267717,10.6553507256479,16.1749612566382,4.08402362958756,4.91913432169839,13.0221201640009,7.83595285609934,9.6240616840961,11.9713775583936,41.0562682731309,5.24112974560479,2.81619251485401,17.3399357399147,11.0545304491643,23.6423600983859,14.3891350023545,12.3309741148373,12.9169000440962,4.38689723682554,9.72795344988497,9.68136849291428,6.00516305315985,16.4643287508536,4.94028177391175,8.76153887055013,5.48293714722402,7.80004082412417,13.5015433871062,8.04000961198708,14.0904169185558,9.32904736791675,10.5685272498896,8.50046343010768,18.8601431717375,42.1722342067108,10.0755806362062,15.0233717223808,12.4912912738406
14.1438299265084,10.2382483676168,0,12.1007252884911,11.1051792710262,14.4691784759401,16.6008038298762,11.7468490480555,2.75789536665771,11.3804301909368,60.7730784385236,7.03551820517947,2.13395761488333,23.0081524735705,13.3263818182896,14.7694839306449,18.9507423222144,15.9837317502474,6.3898868296096,14.2891129205074,0.559719107757689,4.12692778663857,12.0162796801298,0,11.2251268870927,8.47613731097365,36.8187081706394,7.41906626965176,1.98356798565624,16.829378842236,8.25566459976578,27.3968928552937,14.2130883120691,9.05532569575623,15.4298036095989,4.1401711031853,4.56563635497854,15.0789670804547,5.48467878988113,13.134570452695,8.07470378119913,6.17113068647046,4.880309436477,7.0068722300894,15.3322883930794,7.60241192622435,13.5570610087675,10.1069571794858,13.4826571205453,8.45348673413225,18.1870680676588,44.2213509245018,7.62202092013881,13.5924653421864,2.79701153245875
12.9769660570487,8.41120674511972,0,12.1516721914995,15.520305730024,12.9441477625856,11.5464383032165,15.2184464460506,1.05790011763412,17.5349403569888,56.8144540354319,5.14243741859187,5.64381449890718,14.4096462486086,14.946888829196,13.2985114579085,21.7254024078786,9.97204365986105,8.34470052069465,12.5192521508674,0,7.37550635217106,13.569160567178,3.07179830352052,11.0558667092952,10.2130778093475,35.9147852565096,6.45476625250103,3.51950726930385,13.0298964576522,4.97456639286528,24.6232657254655,10.6484341681495,8.35056624405635,10.4937833841388,2.05176869390609,4.647201168431,7.19823698863896,4.43884614985851,10.7172812380079,4.31743115748966,7.22717359706372,4.23251270876805,6.91863838042458,11.8844250461839,7.45734972290216,10.4248047799834,5.981810964142,13.3723692374562,5.60546176550578,17.0816891686291,42.8889511873992,10.9183373610531,9.98197033288406,8.51588495024512
12.3683732032611,7.39939518971529,0,14.1694815519983,11.2367355866044,11.6728176803323,8.6903962114289,11.5006498385607,3.2225708659636,10.690407183008,61.21209958387,8.02836915334749,4.9259861952147,13.7049268722015,12.0106024610804,10.005609293949,16.6798282046051,12.3582420348559,6.75436069533743,13.8987460688029,0,11.2836407766765,10.3817273082458,4.62868521693623,9.92715837218251,7.65110225724025,32.9193075107448,7.17038106296841,2.77053265664919,14.2311327056899,5.97262680945072,26.9035787324283,15.9497755829435,9.24080883829636,14.9267820808248,3.93504884579886,0,9.83073599954513,3.43050269042665,8.48130140490214,4.7381821723464,3.48632426231638,6.66539320733764,6.27809118833762,9.1308876201383,5.78565526370873,9.77660414560901,9.22265312582482,8.5235755542813,8.38166789563962,17.9651194541365,38.9417146433814,7.70149481513713,9.41201770688934,10.1981946507769
12.1285467493229,6.58860888378502,0,8.85627332539477,9.91510381433054,9.09962990457675,8.74647847713062,9.2859914046367,2.80634970849082,15.046156017906,57.567373018658,5.52198329793175,0,14.5781242572277,11.8674573972743,10.8978499927253,18.8781077573297,13.4789784156595,9.00834860168225,13.7307993774299,0.17462885458415,10.2198463450177,10.7520073298387,0,9.69721817485735,8.77572660786905,32.3092640333018,7.16350786940056,1.71940467323794,12.1672530384413,5.04142102445981,19.0220283363649,17.2639723679628,10.1034189421249,13.1495828485205,4.74790602511587,9.0312603857022,4.00001052107168,6.73217869221095,8.02815874618325,2.26714178006227,6.71381651630268,8.34435378989948,4.54874666491626,9.25216290198337,9.57656713553291,7.44481858747832,7.84683613473408,9.07590721967762,6.35586229633037,16.2503833233428,40.3706705565607,10.5945440489271,10.280519517317,14.1206171494236
16.7760108500725,5.71301281291046,0,10.6519261806706,10.9248517451759,15.4479776411521,5.69937617089972,8.81275549154202,4.59950729084988,13.4631845036417,58.9461875670646,8.17704497375597,2.21879523100384,14.359518219397,9.41837325887509,11.9337291573012,18.5070022492913,7.59095363435723,8.71033056510485,10.4233849826646,0,12.2946038922138,13.390055062586,1.10429843002027,11.0381760079446,8.07545747899892,35.0087925625773,7.4842407315854,1.25196917563178,18.190643770458,6.75246712065707,20.4006650082433,12.7080953309671,9.72413234029288,12.5190322566348,4.20895657539401,7.44578627878921,2.04375878924239,5.77589888598118,6.67337736268689,6.60941318473166,6.39614699945886,7.74098429337611,5.02663306900082,7.32506045296572,5.53254739684153,8.30886904658683,6.76565919741238,5.82153284168831,5.57093834802137,16.208123236609,30.1068853224351,9.92371181447107,6.62074740819956,9.31273147517607
