IAA_10eneg4_Worm1_Neuron1,IAA_10eneg4_Worm1_Neuron2,IAA_10eneg4_Worm1_Neuron3,IAA_10eneg4_Worm1_Neuron4,IAA_10eneg4_Worm1_Neuron5,IAA_10eneg4_Worm1_Neuron6,IAA_10eneg4_Worm1_Neuron7,IAA_10eneg4_Worm1_Neuron8,IAA_10eneg4_Worm1_Neuron9,IAA_10eneg4_Worm1_Neuron10,IAA_10eneg4_Worm1_Neuron11,IAA_10eneg4_Worm1_Neuron12,IAA_10eneg4_Worm1_Neuron13,IAA_10eneg4_Worm1_Neuron14,IAA_10eneg4_Worm1_Neuron15,IAA_10eneg4_Worm1_Neuron16,IAA_10eneg4_Worm1_Neuron17,IAA_10eneg4_Worm1_Neuron18,IAA_10eneg4_Worm1_Neuron19,IAA_10eneg4_Worm1_Neuron20,IAA_10eneg4_Worm1_Neuron21,IAA_10eneg4_Worm1_Neuron22,IAA_10eneg4_Worm1_Neuron23,IAA_10eneg4_Worm1_Neuron24,IAA_10eneg4_Worm1_Neuron25,IAA_10eneg4_Worm1_Neuron26,IAA_10eneg4_Worm1_Neuron27,IAA_10eneg4_Worm1_Neuron28,IAA_10eneg4_Worm1_Neuron29,IAA_10eneg4_Worm1_Neuron30
409.002201242417,119.705602271613,184.486139812978,114.703661357637,176.050436390332,8.90397625431961,230.430005462816,0,191.789849430732,135.711515739777,99.0297629525976,127.733172887211,1.32522305109572,102.872924984063,86.4926909868937,147.003390760449,4.90859234689813,51.2281525077623,93.3448287928424,0,14.5423940114548,31.7719932588801,331.946825542214,571.667089302894,417.420811261335,124.659942945005,252.792177195776,391.19845763554,252.26591967408,25.7857833816981
371.227975913832,143.834946847899,154.510523689936,145.649373750503,168.023692369275,10.5451212295835,198.001176711997,0,168.062925929265,118.65702627995,97.5505698732434,111.344233690004,0,91.7895959224705,43.1175253768535,133.174195396727,12.487382599024,44.5141675162741,81.6533723616923,0,14.8135189028824,27.0771116318661,325.641576270971,540.756928272986,401.66244335448,131.467574679692,237.503905366956,343.009433644166,208.422069198071,23.1767765944882
320.508883780113,186.214542203403,124.959271056968,191.875291474206,150.566544690609,16.2445434499708,168.233139207764,0,140.167742462324,124.476379367654,80.026626982635,97.18661718558,0,75.8432392856127,49.7163407632417,134.845816501577,7.53514134760931,41.2206920986115,75.7407524465213,0,11.1222518665156,18.523452816409,317.231064424827,472.147629061442,377.592818651718,131.60463257507,241.594471725493,348.652539340462,170.449062533852,28.3976940954022
268.880767175406,246.866202564461,108.30218340093,233.631637814634,148.786082888398,18.5725843375123,119.1611909857,0,119.587837456342,98.7961613130687,69.7936126537121,78.7237245073748,0,61.103191648018,47.6287885882656,124.755943263826,9.42633153575047,48.0916108325049,66.4123526347517,3.89821221598609,15.8025454041835,17.695699313775,293.108761751879,392.932971129038,376.421665217959,111.421710354977,236.101488541462,302.173100694301,123.3637305493,28.4980868688192
201.335643037062,296.3377555205,74.1710027955426,272.174099908829,133.654198532273,26.6560508093465,95.0612368403677,0,101.998543256499,108.574390577916,53.5589323144152,55.0766154175962,0,52.8579181146079,47.0849250689756,100.697441442907,15.5549960628336,43.6590125555182,58.5808737203281,0.654908629784155,13.7081770130352,14.5165619533598,268.143581711699,333.403634286058,344.854071101854,105.396371082283,223.427781309394,310.598119880551,96.2637686235256,30.2291547621667
178.566183994478,321.934704177413,59.0632455416626,274.722208616833,135.235306041806,62.9309265269761,70.0928830587874,0,83.7038813216314,99.1545672161636,47.3816051543669,45.5928849415315,0,44.3197051470781,59.3383743075433,103.238835618318,18.5209263452835,36.7121246083085,44.7256287510775,10.1253676948622,18.1432097965957,19.5034671692448,249.713025329447,293.957284053029,328.758582748759,82.4556311271415,217.561085272378,346.16747424393,63.6868554157626,27.087142549782
138.023444877069,327.693144511045,55.4679730202148,263.703155426056,113.856576194618,47.4221380957011,54.3029055591575,0,64.3035490774586,90.0958870980646,45.5276981265856,47.4399745217716,0.141634026239405,32.5051242571714,53.5724994930499,97.5296826489381,32.4648056505729,38.5538026234644,32.8816199340904,13.0120731939349,20.4664910710296,21.6766297387033,269.143555247641,260.245700586714,304.404587350528,94.3247207662001,233.736418079488,297.604783965728,50.2576996729072,27.4174612181643
102.952450979542,260.1876590502,36.6348731452345,242.479380056029,116.527916283955,52.6244590236404,42.5944315425866,1.76254230860081,57.0100233013543,85.8041521654128,30.7204143638816,29.7791715613687,1.34495632779935,31.1300600027836,61.9713070116748,88.7298323890045,22.559629823536,38.7070167373211,24.0886031906107,26.4064325891245,19.4676718875099,13.0534058774228,272.760351373562,209.25162113028,290.106962843968,85.416772973364,229.820386417431,260.188773150295,39.5194585078521,26.8613375003414
88.8340035091953,245.111870686878,31.4600872900037,217.581001701404,116.861519295972,45.3764546485594,38.3221762823596,0,47.7611869967494,76.8163424203345,28.4502521241732,17.6799245702642,6.02068083686791,25.2763255086334,52.4956175838912,88.1125565694839,35.9781048077621,44.0023227574634,27.437572384423,32.8924825767298,20.5817892214324,19.2162165739214,230.757642475789,178.577030093865,280.429437780918,95.9333185089524,221.999751827482,227.778610463453,29.1724184535018,23.8226327889122
68.2606795263765,225.606685322943,25.7865074383764,212.414635717512,118.646846329237,41.2821764162642,23.2196847080818,0,38.0348630771233,79.7200670355522,28.8853208846171,20.813701559896,13.1469735517877,19.3256327495722,47.6252965232728,76.2906622547866,27.15949294906,43.6774414577917,26.8169519085166,34.8791475145647,18.6834083023484,17.8851733856038,225.927154419316,153.561903747427,246.381636112089,74.8499450284035,224.682028339003,230.745738743727,25.3630705258461,26.0958156905791
