NaCl_600mM_Worm2_Neuron1,NaCl_600mM_Worm2_Neuron2,NaCl_600mM_Worm2_Neuron3,NaCl_600mM_Worm2_Neuron4,NaCl_600mM_Worm2_Neuron5,NaCl_600mM_Worm2_Neuron6,NaCl_600mM_Worm2_Neuron7,NaCl_600mM_Worm2_Neuron8,NaCl_600mM_Worm2_Neuron9,NaCl_600mM_Worm2_Neuron10,NaCl_600mM_Worm2_Neuron11,NaCl_600mM_Worm2_Neuron12,NaCl_600mM_Worm2_Neuron13,NaCl_600mM_Worm2_Neuron14,NaCl_600mM_Worm2_Neuron15,NaCl_600mM_Worm2_Neuron16,NaCl_600mM_Worm2_Neuron17,NaCl_600mM_Worm2_Neuron18,NaCl_600mM_Worm2_Neuron19,NaCl_600mM_Worm2_Neuron20,NaCl_600mM_Worm2_Neuron21,NaCl_600mM_Worm2_Neuron22,NaCl_600mM_Worm2_Neuron23,NaCl_600mM_Worm2_Neuron24,NaCl_600mM_Worm2_Neuron25,NaCl_600mM_Worm2_Neuron26,NaCl_600mM_Worm2_Neuron27,NaCl_600mM_Worm2_Neuron28,NaCl_600mM_Worm2_Neuron29,NaCl_600mM_Worm2_Neuron30,NaCl_600mM_Worm2_Neuron31,NaCl_600mM_Worm2_Neuron32,NaCl_600mM_Worm2_Neuron33,NaCl_600mM_Worm2_Neuron34,NaCl_600mM_Worm2_Neuron35,NaCl_600mM_Worm2_Neuron36,NaCl_600mM_Worm2_Neuron37,NaCl_600mM_Worm2_Neuron38,NaCl_600mM_Worm2_Neuron39,NaCl_600mM_Worm2_Neuron40,NaCl_600mM_Worm2_Neuron41,NaCl_600mM_Worm2_Neuron42,NaCl_600mM_Worm2_Neuron43
12.6955358965061,24.0803021906724,4.69509152009736,10.502694329212,13.6688591612224,10.3638313575731,57.0246715746778,23.5200387318548,0,99.5691608818367,35.018124440646,18.2143335501783,42.3557225737207,33.8956355357931,22.7651351397223,9.81800407758069,73.6781345186608,17.2927148253979,9.87074424547328,12.6308400239502,37.011718477973,0,10.3388343092802,13.7713718130642,23.1209163160014,2.00423845019117,14.3390425232975,5.38752204743351,35.1742169751027,14.1124014106112,12.0092559074661,32.3902830791703,5.82065255752272,3.26526676311197,12.719470455719,5.45015308974656,15.0317529840451,36.0607741155256,20.5054834676421,14.5590608366565,261.448814240684,12.2162018611062,18.9782272662984
11.2444722083668,18.73064774344,10.7493997144861,9.74951367020418,14.3278354947505,2.3792312982634,58.9798836941229,16.534103844802,1.47617458354977,96.1404032276216,34.1806160187371,21.2192660934145,45.4470347479091,26.2891197405031,25.7675325477149,10.788505403125,65.3228892555057,28.3457249876062,13.1978611526241,9.04354408854029,43.4219666970258,0,16.4976899554025,14.353509025855,24.2221569455243,4.12652731763422,15.0011438442493,5.10432763171145,34.5196979821481,13.1013514437978,11.6101176259493,42.0412572930392,6.39217057320692,3.58356423604043,11.0581004539264,9.01512796128374,16.7552923692813,25.8807462818884,14.5457328011392,20.3456353440943,269.051341280248,6.24550046492989,20.2283322261686
7.7534646659841,22.8433723757091,4.52130245737611,9.82344271386159,17.4978718877381,1.68987357986834,55.9026511759827,21.3803084354541,4.96354821314718,79.4539045184922,38.8478955932057,14.8605144412797,60.7905675403021,28.1837271326249,21.2061459596142,13.8148454802247,70.9176497866537,24.9085997237194,9.95546453842236,10.7935869372589,43.8175134150033,0,11.0625815823084,13.4478237178426,24.4488218945676,4.08185177637034,15.2207734313105,5.37160367016465,38.7879018241404,9.33379157207101,13.2281947673436,42.3826957764357,5.99830648504188,1.85544805229469,13.8555542525088,8.40552156770589,11.6273205378563,22.5615558678861,12.4143947413403,20.8479621792363,270.295136864997,9.45734473862446,22.4525312293032
7.92491302388712,23.9559771397052,7.19694026095944,8.93566430222819,20.0016411985753,2.67681541899414,53.083110780137,14.5024133957605,5.28623871121864,85.531987061613,40.4516974432063,25.6128207558721,69.7988159278204,31.3837549132356,20.8872313240951,8.76460460809916,63.7491739297453,23.8564462585271,11.2102486244046,12.7211707837507,37.8317458812487,0,12.4883523710755,16.0095236301106,17.7448729816047,2.60560587333707,12.5819993605537,4.2029758665969,46.563191930521,10.3829622156332,12.6370588422663,48.3552724135472,6.4169856987001,3.23235757481619,10.3002356638569,5.38360100123764,17.5770495256748,25.6274108353624,10.9648478407202,24.2638475465989,257.738348484313,4.69246730858072,23.4090119209703
13.8753673276475,22.7911867339896,11.3116029589345,6.52463875355824,15.3686964699091,4.46136595081625,53.0588369516214,18.8815406509684,4.35270070455954,80.4116474096877,39.2916020214418,13.0498774251439,36.8440658196979,29.5777417458931,21.9748316498656,9.6046014840266,44.9326205124393,26.1950152787257,13.3830940565713,12.0828538803013,40.3475615335982,0,12.0858920584421,11.2937946903013,13.7171686798386,2.07961197078024,11.5912578403113,7.43016113923353,32.6445448987731,7.07074613554696,12.6942298474218,35.8410840104977,5.7837533246345,3.72482339950632,12.6839448888978,4.3953658661662,12.9347884506302,25.2354748896084,21.5463763602111,18.9453229128115,228.864818004098,9.83413712618835,17.4237413377845
9.15126566352886,19.697655257001,11.6164924336129,11.0562909130587,17.4776233695132,2.94021002488947,55.8152183012242,16.497904754165,2.23985920160114,87.4408884051362,38.2489549196744,19.3086523802633,54.4553902150356,31.3711425831894,22.9758272579441,11.7151288334054,55.5422678351172,27.8562490783949,11.3975744128612,11.4236244708708,46.7004629183051,0,12.6073248759681,16.8776510323944,19.9276136979967,4.93721389871076,12.3518290032708,6.05922673818997,36.4789898840325,8.08614213399723,14.3110128306179,38.1036313065369,9.35459327544971,2.35722765820713,11.6345390785971,5.04651033292695,14.4892888408983,27.6566575573141,17.089104772782,18.223377656254,221.58929518217,5.95108949889984,27.1541637133436
10.8464193332904,20.4391756721163,10.2314283859165,9.74299261368923,17.9740209656909,3.57160368736995,54.3554223475809,15.0877591470307,5.16066726830473,72.4988425493079,35.8972650791519,17.9516279248396,44.5817701687455,27.0406133329596,18.7801928921416,12.2413988634643,57.2370313026099,22.1452382128193,8.38646156271609,11.7733788659261,43.3058947995773,0,9.70753155114154,12.4459064939166,18.9424527929714,2.96530000694996,14.4545970081633,5.9496862331511,33.0718496185089,8.85134596318939,11.0132400102009,46.8802364353808,6.77921948961892,2.97181958385772,11.9299950498079,5.37598419298317,23.6079836002836,26.8130837528218,16.9717971200493,21.8499623394192,213.28310920165,12.3152633285284,21.4984514415497
12.9373959831262,20.6132142877539,5.42694558843355,8.74602463144596,12.2357857499066,2.98247292303258,53.6880183075055,11.5481123714683,6.24439023532498,70.6586176809335,40.0413876138158,17.028278204536,49.7145612243901,25.0516029759988,17.8243368611547,12.4072239854798,53.8509002965011,28.4219568752591,10.3030145641992,12.6018156329076,43.9962510851686,0,7.55187969901872,12.5006401937341,25.9004714692745,3.74874248919274,13.7900605339813,3.19122936104396,41.7246685381426,7.5211270755541,12.6266078601401,40.9128325696845,7.28701409233316,4.66447903097057,9.54319235451459,0,17.6808688043289,22.8264493875066,16.6738623225152,19.0921051480179,231.988678157411,3.49828529819772,22.5927912908091
8.27551318670073,21.9977788921631,9.85757406869033,8.37753462093516,11.3401693119758,5.91097911294553,55.7890794656246,16.8323277716813,1.94209814772599,67.1815912098436,36.3564581453106,22.4633915839225,54.9308321170441,27.0288456752589,19.8483221411686,11.3986877686281,54.610254695152,23.9583600705251,10.7989922917088,9.59814463261599,40.7291748991742,0,14.2478741114089,15.545112014872,21.2490347395163,7.30938853394887,18.2897990402896,8.73650783910099,35.1336788668037,4.13174108774265,11.2004667768462,43.6806818485914,6.79253232708851,4.54342716264087,11.7761154072042,4.72216930253293,15.2685779704954,32.5176634574397,16.6176760130882,23.1795591102118,231.878261100861,5.25556346036846,18.1183633156287
11.744357836504,25.5252720270176,1.00463506182014,8.04526630022811,13.1000373584928,1.30318180393549,57.3872589728883,15.8771493325597,2.00973789234151,67.8853503467002,37.3346741083193,20.7649849536042,57.209410430258,28.0210140258077,21.9525273404171,10.3498685625478,44.9937797634941,24.1488591611116,10.9177279443098,11.5139348156957,49.1016398626771,0,16.5366549948013,14.1555279722909,28.3011324837101,6.1224609819401,14.9195112078247,8.14099145255967,32.5109808001045,7.96336708494819,11.4953931691722,34.5519623867139,7.20051948105245,2.95850788880292,11.7714301761972,2.70471772802538,16.0597382612136,20.4995713441567,17.5210454592229,15.055201716804,237.240978097489,9.50363352019268,17.7751585723549
