Diacetyl_10eneg7_Worm2_Neuron1,Diacetyl_10eneg7_Worm2_Neuron2,Diacetyl_10eneg7_Worm2_Neuron3,Diacetyl_10eneg7_Worm2_Neuron4,Diacetyl_10eneg7_Worm2_Neuron5,Diacetyl_10eneg7_Worm2_Neuron6,Diacetyl_10eneg7_Worm2_Neuron7,Diacetyl_10eneg7_Worm2_Neuron8,Diacetyl_10eneg7_Worm2_Neuron9,Diacetyl_10eneg7_Worm2_Neuron10,Diacetyl_10eneg7_Worm2_Neuron11,Diacetyl_10eneg7_Worm2_Neuron12,Diacetyl_10eneg7_Worm2_Neuron13,Diacetyl_10eneg7_Worm2_Neuron14,Diacetyl_10eneg7_Worm2_Neuron15,Diacetyl_10eneg7_Worm2_Neuron16,Diacetyl_10eneg7_Worm2_Neuron17,Diacetyl_10eneg7_Worm2_Neuron18,Diacetyl_10eneg7_Worm2_Neuron19,Diacetyl_10eneg7_Worm2_Neuron20,Diacetyl_10eneg7_Worm2_Neuron21,Diacetyl_10eneg7_Worm2_Neuron22,Diacetyl_10eneg7_Worm2_Neuron23,Diacetyl_10eneg7_Worm2_Neuron24,Diacetyl_10eneg7_Worm2_Neuron25,Diacetyl_10eneg7_Worm2_Neuron26
50.1014396524318,0.537006283648262,14.0292604757774,9.40215558673253,14.4279048745869,12.719376623114,81.237970784508,16.1973043074013,12.2454821137289,21.1164157997319,19.9970514385798,17.7917872639642,0,50.9772931642621,38.4110127790889,18.5383770103646,15.3508968308439,10.46622017143,28.9158392610193,27.9963989481801,9.66787409535965,20.515539792588,23.5802330364462,36.3195892547835,102.785602785233,21.6888542393726
48.0925128109807,2.22732213134856,8.2638271207013,7.49412360292845,15.3525062807934,9.08365829273725,69.5360541801784,17.9582005807089,13.0623392444246,20.1579906540052,18.7570259576563,16.298101954588,2.17563573549536,44.9640226887736,44.6773877109867,13.9314379130372,17.2647310380783,10.1752751546597,28.7258900719473,26.2822562945206,8.65727827489047,17.5678840128088,19.2250745363116,36.7835300006676,95.6173923811648,20.4497280603559
48.0831489800373,4.85256738823459,7.03018038583088,7.02835553086597,13.6170501550018,9.5195355096907,64.1826180625031,19.8663288071821,7.95540026328187,26.0277252240223,8.31219897121997,19.5969074439295,0,37.5649886259974,36.9433055842067,17.2780706021255,15.8330735244702,12.2847052119594,31.0905905570122,21.0155780308997,9.93018467811902,13.2878132871435,21.8984956962921,33.9446123681907,94.4551447097983,22.016824178561
46.6611070260125,0,11.9034244878289,9.53528685010576,12.3616991167226,9.65311049922031,68.7561959324337,18.6657170999118,9.02340456888529,22.030624476074,12.011851700687,15.4655007956224,0,40.2493690056166,34.172732789844,17.4623680261623,11.671271975771,9.80874649132733,30.8413532079589,26.4383153211801,8.62272630426745,17.0811604962262,17.6428723154865,33.8714143528957,93.6392270424537,24.0876599659564
49.3570455626399,1.34429992499497,7.2489448698192,10.0132829398586,18.0493153662085,8.28363089319487,64.861815276021,20.0346447185849,11.7349558460899,21.7827554281398,17.365398202337,17.4785186189398,4.22686940335311,37.232847846332,38.120392308007,18.9646158939731,11.1697689045724,12.4016499206165,28.0256607133354,26.0931094871319,9.26808387546638,15.9939701829047,16.8752900170121,28.2165618180718,83.6709512697404,24.6381247288098
52.2508533732192,2.22945797701578,8.90402121469479,8.71089536998513,11.8161584928067,9.6369916015927,60.0325435253519,19.2996867040742,10.6506517287916,21.1178874592862,14.7502856946864,16.9946611035555,1.39673301441018,41.7946794886743,32.5127471674814,17.5650668100487,12.3707661174686,10.7397793960581,27.0579125489544,26.3197293376361,8.78682885601064,17.2248977406875,17.5595797688862,35.8946452332938,85.5995275370963,22.6248944656374
31.8028400514159,1.6465668113849,7.94267950060346,11.3259307664963,14.9842305015852,9.92011154583796,55.9577099849919,15.6635647617215,10.7975493872564,23.108116778981,11.6570275182391,21.4825910545057,0,42.1965056419659,32.6084289680478,18.4310381549911,12.5551848318873,11.588447605738,35.2861254767607,29.9327444301324,9.84330631217178,15.1524658114064,16.5052818710641,29.6409639371043,83.6434801110588,24.2990814709281
35.6902006323554,5.7727102244518,8.43651947331911,7.14216295339777,15.5962997631521,12.5724473290512,64.8848993095593,20.9412071380006,14.5301728856103,22.270526475726,14.1714617714622,24.8897662629485,0,46.3501351201741,32.6913253539106,16.4858167015691,20.6368444792103,13.5947585734864,28.2937448230874,21.9079380470099,10.0781438599178,16.9799364736117,12.9628021934024,28.5589025814894,86.6740497990032,24.1736003074563
39.5808120853314,1.79754804775107,3.93555781086378,14.29881461168,16.4555258962318,5.91247008383741,56.4288551692807,21.0065342175843,12.8604560031196,18.7521244113573,10.4801628562569,22.4878700935616,2.85747983299707,38.1645942115553,29.7555278053805,18.986368222734,9.33155928749755,11.0925048504799,29.8642089628637,28.896987005837,10.2220895046502,20.9975541630837,5.63020948947409,24.843950093509,81.3601748447447,25.5882595049222
38.8761222033445,0.369099830405671,12.3238012707893,9.89953166151969,16.8247483508785,7.79035692497358,63.2378669878429,20.6410699387057,7.27898270839555,20.3037720219395,14.2722209034408,20.8795996455455,1.52519005365716,39.3233026370064,30.7166294735511,15.33940859553,7.83796332924784,12.1490921241779,28.3935780539464,24.2045711476428,10.8227836067119,15.8995776669684,12.0739856374683,25.9693739058417,74.4411358354785,25.4929343519613
