NaCl_200mM_Worm2_Neuron1,NaCl_200mM_Worm2_Neuron2,NaCl_200mM_Worm2_Neuron3,NaCl_200mM_Worm2_Neuron4,NaCl_200mM_Worm2_Neuron5,NaCl_200mM_Worm2_Neuron6,NaCl_200mM_Worm2_Neuron7,NaCl_200mM_Worm2_Neuron8,NaCl_200mM_Worm2_Neuron9,NaCl_200mM_Worm2_Neuron10,NaCl_200mM_Worm2_Neuron11,NaCl_200mM_Worm2_Neuron12,NaCl_200mM_Worm2_Neuron13,NaCl_200mM_Worm2_Neuron14,NaCl_200mM_Worm2_Neuron15,NaCl_200mM_Worm2_Neuron16,NaCl_200mM_Worm2_Neuron17,NaCl_200mM_Worm2_Neuron18,NaCl_200mM_Worm2_Neuron19,NaCl_200mM_Worm2_Neuron20,NaCl_200mM_Worm2_Neuron21,NaCl_200mM_Worm2_Neuron22,NaCl_200mM_Worm2_Neuron23,NaCl_200mM_Worm2_Neuron24,NaCl_200mM_Worm2_Neuron25,NaCl_200mM_Worm2_Neuron26,NaCl_200mM_Worm2_Neuron27,NaCl_200mM_Worm2_Neuron28,NaCl_200mM_Worm2_Neuron29,NaCl_200mM_Worm2_Neuron30,NaCl_200mM_Worm2_Neuron31,NaCl_200mM_Worm2_Neuron32,NaCl_200mM_Worm2_Neuron33,NaCl_200mM_Worm2_Neuron34,NaCl_200mM_Worm2_Neuron35,NaCl_200mM_Worm2_Neuron36,NaCl_200mM_Worm2_Neuron37,NaCl_200mM_Worm2_Neuron38,NaCl_200mM_Worm2_Neuron39,NaCl_200mM_Worm2_Neuron40,NaCl_200mM_Worm2_Neuron41,NaCl_200mM_Worm2_Neuron42,NaCl_200mM_Worm2_Neuron43,NaCl_200mM_Worm2_Neuron44,NaCl_200mM_Worm2_Neuron45,NaCl_200mM_Worm2_Neuron46,NaCl_200mM_Worm2_Neuron47,NaCl_200mM_Worm2_Neuron48,NaCl_200mM_Worm2_Neuron49,NaCl_200mM_Worm2_Neuron50,NaCl_200mM_Worm2_Neuron51,NaCl_200mM_Worm2_Neuron52,NaCl_200mM_Worm2_Neuron53,NaCl_200mM_Worm2_Neuron54
37.4149065178127,38.33820532563,6.06638947350994,6.40694344563232,10.4678657496126,22.6640721833932,21.5065954901482,3.01896121601954,9.13751657554026,50.1900927859164,18.3310161314621,9.41170405443977,9.86355009903272,7.16983040444576,0,10.1595935307932,0,50.362172996843,10.9233481689771,10.4737686166672,14.3953923476416,24.0992721790688,13.5327305338833,12.8604944678543,26.8514350788995,88.9673966040983,17.3210922619254,3.34302742787861,56.4801803372637,3.35451015939185,17.99421889214,18.5054608686045,12.1668727484959,21.4510273260478,31.3882224028667,1.56846782070038,13.7014440853687,22.9735191004786,15.0639365998731,8.5800441288791,10.5923320451986,12.1288546824126,32.5583078694596,26.5610288153318,26.8289822883142,288.692340303006,17.8436898660901,37.1082217172083,38.600233379638,38.7450792182718,16.2456301948007,36.2616683010407,56.0917163494205,56.633527851969
36.1371522485411,51.7912195563412,9.2339284477843,1.70227898555549,14.1993037633505,13.7552485695284,16.1376119346096,4.93841654746471,8.66146794397369,48.9783575346682,13.0436313416982,10.6440390772095,6.69348230071038,14.6118350520875,0,3.43317115051013,0,44.9785620694433,8.16999850360012,12.3029791542663,15.1083620601657,22.0086144242433,12.1139655741223,8.09575416516104,35.9068682297682,80.7872721031489,10.3336064299216,0,51.5245013919651,11.9282118730224,17.6891348177013,17.0434474165241,14.211715032047,14.7485250690499,38.0745946722473,6.75151262850368,12.4447816468794,22.8229271546891,14.1670304732743,4.47842070580356,10.9369983670408,14.211030615919,39.825323973225,30.6512075152161,30.432570660833,291.482949954767,13.6276369000405,34.3687425217128,39.1632687176699,34.7455821372864,11.6466346582289,27.6562430472057,67.8345342058247,57.0355041455265
42.8436270946161,38.2871331592972,6.86207822985932,0,14.326925821443,15.932160871902,10.7645904346095,3.24268155426255,12.2691856863751,47.3002466909871,20.6098747491037,5.15164761681024,8.18317692523991,15.6518446243676,0,14.9783519555559,0,32.911902724914,9.76632903676451,12.8158909364825,15.0180197515603,23.262155417577,10.1634023643922,15.1901009745455,32.9814378789132,79.6748789053243,17.2817794485707,0,52.8740255083486,8.17382566100465,20.2747603994719,19.5639377281679,5.185697259646,12.5812565021744,35.2585575946006,5.87678292009397,13.9432204153927,20.6616804552645,20.0214521179022,4.49917488883839,10.1893538443137,12.1555066795652,39.5247718078956,25.0377533583206,26.8029209452207,284.408476617981,15.4812507805103,29.0961956477006,35.5505657261771,27.0534783638869,15.0735213210606,25.8043168188572,56.7894384676812,51.7233217156934
39.8091275653306,47.0491405438498,12.2560555675643,0,11.8372319424966,7.60891908885068,13.3147438371796,8.04167106009093,7.7230565178048,57.4793617839705,21.7936293508692,7.77742988277969,13.0386755392153,18.3078302526434,0,5.6165512211525,0,44.6986733146904,10.79161208211,10.4347567611838,13.1098098736813,25.1945705361365,17.7335323185811,11.3370884240429,30.3932640529412,71.4830199688188,16.4197304840763,4.83006793274109,48.9310390680608,13.0631272330023,26.6211735677104,16.7386691340444,9.02848406121089,11.6011401533798,18.934575761315,8.26310278702011,13.6720502226658,21.8545711131699,19.7733465568378,8.75531783481028,8.38759462693667,6.72695712934464,27.079111432853,26.0477480023812,32.0322614533893,249.610113680894,16.6471889983283,30.1500334270542,40.3598044638603,42.5807742961724,14.2835805533944,24.5838619335191,56.8486236855454,76.61103612145
41.7907124757565,41.9556754170857,6.81516623125678,0,16.7993650702242,15.6994067441108,14.2755969090211,12.5946336394114,4.70600358711409,42.5100787051009,10.4103716416344,6.06258178323366,10.9046471570784,13.7764664277042,11.4150680358637,10.6350282037098,0,35.2444342341942,10.6869860842059,9.81798040523116,12.284048423603,19.1671450910738,5.9025681155282,7.9672515963241,26.2018120136386,70.7564272596111,17.185006383701,0,49.3666289049343,3.41640339098328,24.561941051745,13.9806597404927,16.0418483599524,9.43616451346228,25.8342566014603,7.65764810469692,11.4407188211193,20.206842200653,17.3584440368451,6.56841131520677,9.44666983673848,11.6177794692155,44.6320763722059,30.7354891098406,23.6409735279003,234.94780258459,13.0001016558649,29.3900362219956,30.0379871732682,32.5057683439499,13.8405251807997,31.7440727131779,55.154481948534,68.6345643094886
41.2529922977794,34.5763470520732,11.8279967850372,9.66959914426869,17.3852642649932,9.49193781247214,9.71796030776176,7.55537360069033,6.00308363503713,42.6351578001626,10.9184321942127,8.06975279043451,12.1570420128765,14.1800721990966,5.14334640125849,9.11268557799606,0,43.6928096361808,11.1343461872897,8.95158674911328,15.9047909041608,21.8393007768045,12.6961853272961,17.0887491611188,27.0731570909174,72.160836398042,16.9177986279854,1.59356099431198,52.7446950247424,3.86351517002384,17.3131460578179,16.4810517991328,9.62118686137982,5.35181155609848,27.3361127262184,7.30260488244046,15.2539237676644,20.3581044000373,11.2239760644628,5.89322566151934,8.00777481529685,10.8882161266275,32.194542946653,23.1256754655576,17.2200168952022,234.215278312993,17.2726783556425,25.4310363162904,34.4024995346704,36.739991317781,12.6935342248625,30.2651647309199,55.5456742205305,60.7338658965239
32.9216076900733,38.4893267269199,12.0313603885238,16.0523963108804,14.4413881734826,6.360396354528,10.4711173844275,2.27246029709134,11.1019433404456,49.0846278682793,15.4274946290643,9.12718757807301,11.1814874177229,11.5897236021341,3.52693494194077,9.03664099144033,9.37793834703822,61.23532520911,10.2148944872587,12.065881363783,13.2908016063381,27.5986338417419,18.3531164316566,15.8454431495776,25.1298593191705,77.0373144213286,13.7361403636585,0,49.1823854035545,5.38108334268997,16.1200710906508,23.7878500863531,3.12213179315422,8.83806516698103,13.2290276535194,4.48929389520227,13.3942517945709,21.7816218782372,14.9686657073492,6.79826625300011,9.73449560197157,13.3928522907033,42.5934707377013,22.1288695700074,19.5360404975427,220.090700038147,12.1624912690246,35.1509506534322,32.0439567715149,26.1692490301129,9.93030946615451,34.7700570743263,49.5562296642174,56.0735377083571
35.9825606914213,38.5653759897436,9.92783211948022,0,12.3088127403838,12.7651056702995,16.0843678581269,2.32191844868263,11.0798475865132,55.9497828828308,12.1853379735987,9.79358175082421,16.31564561624,16.3770546583315,8.75656031183066,13.7999904909521,5.21077192188853,45.9534153418025,10.1103465466103,11.329469855526,13.0840579994663,21.7172542487044,5.54092092961919,6.9804697772272,24.8962007576188,67.0070914806592,9.96595907786677,0,53.1175671860608,14.4731510108076,17.7654739853822,18.2541395880948,11.0472149668224,7.81435971135311,25.2403251133524,5.20239219335163,11.8985308627658,25.3838504620748,15.8897303151609,0.610034264316981,8.06637306876948,13.2920733504062,39.1215804737205,20.9548244998037,19.108845276582,225.463863194272,16.5654615933415,27.5728398628357,32.6264841673028,32.012972190936,13.5587901384146,21.0475870986332,49.3349817141102,47.6772975055446
41.2678129695119,40.9506401804734,8.49444956993989,8.15574189999185,12.7551205307809,3.75482983877785,11.8235655791784,2.99214829491939,6.82381211056877,43.7298275516679,17.1184900549293,8.64271001703277,8.02654604467678,8.18524849203246,0,12.664669155504,0,43.3493436159836,14.1307961322636,11.5101155494113,15.4198180169152,23.5450096664559,11.4095717058868,6.2372151741612,24.1147063900367,73.3299544234294,13.8824601726428,2.97088003437275,50.052592831336,3.06257001004069,14.5809648011811,20.0192830176694,10.8804198055441,8.77735377593001,26.1236014990942,6.78891777732864,15.6712002705925,21.4359378332807,14.676219447172,1.43106534992907,6.45876079225054,14.7548019250426,29.9379041175854,30.6625543317554,22.4694501509364,213.450038192948,12.074584886874,31.6391130245699,35.7463585744839,36.5900028004083,10.4666283007053,35.7471410920338,49.7058763643441,62.907663330639
42.1722479103686,47.4096806893602,10.4794820829848,0,15.1750791567654,0,5.59556377933822,4.72877634390305,7.6549446946017,51.9387592696723,14.6063674301728,8.97571420057139,10.4380416498888,14.7906251881967,0,3.96835324264816,0,46.2789562304632,8.59536302995695,14.5086256847614,14.7068880411213,22.6998009080073,4.33610052481727,14.4586795738525,32.8918597038548,66.3472750979904,19.344578168182,0,48.5409001086687,5.44952657517897,27.234195588202,16.7042556604719,8.45983964517619,11.3574377368352,25.0736181943843,3.37265131344583,12.6540378609882,22.7312345399024,15.1860353829083,1.29322817675219,10.8884296572988,9.21280732293495,29.2935105742701,30.1527343422736,31.2678292148422,210.086862379805,12.8515480564282,33.2172387226026,32.5267870037137,26.5306764370013,13.6324940607579,25.7266983806174,48.9052795678843,62.3876794886691
33.7069183894717,52.7693898904772,5.90764705685912,0,10.3123598572479,13.8647937608836,18.7847534658898,5.59331209085854,10.2736090793097,49.7517040363739,14.1570104540922,9.14283075920989,11.9692105400383,9.77378863472697,1.65617446478035,16.5374926000051,0,36.800876498316,12.2005429875939,15.6080440764654,15.263991098363,25.1444168753886,7.4400836907279,19.4259353071602,22.2904069100883,61.1986495840678,13.1167429840423,0,48.9748944032531,0,27.520500444795,13.3730657307607,2.30776214824163,11.098692815379,26.8592807183834,5.32117102291171,11.2212266397695,22.3663585970892,11.997806531426,2.59497063724612,11.2330988657822,4.31532193358145,36.8213655410501,30.528339422727,22.9073689974004,202.492369789618,14.2000171329546,29.3104596332341,38.331443317188,36.7175147483776,12.6331621074516,29.0457087316554,45.7300506395214,58.237748371963
39.0954653581812,42.1010028491921,14.3050060172257,0,12.6906334911095,8.56877646544654,14.0404482780885,7.70575724787686,8.70062909030051,47.8989528874324,19.2816651919417,10.5161474356667,12.6418414714587,15.2367906970336,0,10.1786617562058,0,36.6943721607534,16.964689370504,11.2021257131027,11.781706326688,22.2385462301886,4.51266487445465,9.47309200562684,7.936904598618,61.4874914535742,26.7682245766155,0,39.4255064084099,14.2751248174694,27.4021948776185,16.0996030786774,4.4430415736812,18.8444989559007,24.2468027040237,8.81178758794116,9.20548034024704,17.4572036985716,14.4360332053574,0.812520461265603,10.6300098098535,14.0601918599613,23.3463736940599,25.5001026698545,18.234834383384,189.998272944069,15.3535646044327,30.8571508966259,41.0867926817084,41.8616651344301,14.1856676170071,33.4681762220369,48.9954177323609,45.2997887661106
38.3177063122726,43.0635180269809,8.32093921973355,13.6942589078347,14.2587638046431,8.87899690452696,17.3688960981399,0,9.16415390918937,50.1838827925476,13.529532936005,8.13483684555328,7.08526658401118,9.99408992154205,3.56166080062433,13.6960629445258,0,41.4481252838384,8.86172825038355,15.3226941679344,12.2344568875715,25.76827330226,13.6510715132905,9.88522014407368,31.6327972547853,61.0389776728842,14.107568097137,1.46185352518029,42.8283658374096,10.2581409451553,22.556807909895,20.3030442686346,10.8613029571275,20.4002186537569,26.899481382096,9.24486558692816,13.667338442472,23.4082100079201,13.9078573991906,1.3464462576081,8.79181565657344,9.18068880851702,35.4030587042597,28.2609830289441,33.3086627147624,185.550474819795,15.3469324383194,24.3280131913808,33.9016473012937,28.3995832044237,12.179375467863,19.1794953092441,42.9853474606666,53.2484715911647
31.4633714924628,44.3187087436157,13.555019723671,2.8345208002508,10.8276116567157,2.14069561207444,12.4080629883906,1.27424560435849,7.24311472591211,41.3280981047308,12.4109404205036,8.2484439060877,11.1494008188476,13.292853582079,0,9.00844663724604,0,35.0456025699647,12.2031479093362,16.9808810393565,14.0135791826179,23.7954831763238,11.3213580898573,8.93985603022899,9.71072356655901,61.0981710354746,26.2372362969427,3.11680211482,41.9487991871006,17.3704211009722,21.0098593906743,19.1757734141788,8.52779925195091,23.0830766710848,17.3571998125478,3.96651629931629,14.267599725121,25.0927755622574,15.7894606958954,6.3846707761701,4.24017753693075,10.3075668407526,28.785569624605,25.3883673940549,25.2071486915739,189.99883589403,18.0108347550849,29.1249410445493,38.6884337714039,30.4039223542097,12.7399734133545,30.1747166696331,49.4818678869149,42.9177086689967
43.1722260290403,42.713340535637,10.3687487255865,7.62244321820747,14.1575319227218,7.72533447970482,2.825914901174,0,8.12294532080109,43.2434794629455,23.2641871436784,9.28361875294507,11.5539472002637,15.2061006485054,0,21.5510626094294,0,45.8518260346585,5.94189166648134,10.8670819617861,13.189255595864,19.7247264176132,11.8188743590224,7.11121336128364,27.5535183276376,58.0768339336568,14.11275175654,0,47.8098935344873,10.428809767713,15.4849596432253,14.6247099314165,0,25.7937311455713,11.0433269694634,6.03305593715659,16.3574748778045,26.4218457652842,12.5574582844727,3.7879563099475,8.58202653300532,7.10649197401237,35.4682474691211,28.2366187420806,29.9380142335187,204.491695457902,12.2385923026877,30.8105080967631,42.9799827769801,33.8284210202595,13.2191460713823,24.1133777570471,47.8268792765048,49.8925062783346
35.0500118292562,42.1526695702353,6.351005313738,12.6335869851544,12.8126222248351,13.2379426778324,10.0113131952819,3.37864648514415,6.37972442409314,42.049668640888,18.4645422323304,10.6664150045648,9.1430862171252,7.92726537425942,0,9.67882511985675,0,32.9606939915621,9.54705655060068,11.0465382341843,12.44075887093,20.6831603036678,6.07608922950911,15.2075674021859,26.3931077826944,53.8641008608275,15.9568703788354,0,44.1542759421788,4.45558548943998,18.5479260064277,15.2491869769017,0,25.6246335743127,22.4438162315941,6.97904044638946,13.0873335799387,23.3492536845789,15.5299790004133,3.15599710163318,9.12406646635201,20.2654974338922,35.6696914071358,24.5057536517684,24.6457539886626,176.705474997452,15.2603184430882,28.8044070183579,43.6132519063445,24.2379501442718,12.0606739127197,22.7182302605946,42.3232167664108,47.0660488095613
39.9284270416063,42.5551328979787,13.5715227497764,1.12971799035892,9.79255294343906,10.6074466757058,21.6637689422199,4.61652256843477,6.19699653115539,47.4931340196764,14.249975327693,7.20880115680696,9.6425673331721,9.99220218858549,0,13.2989082898988,0,31.0303964844665,9.39391925313832,17.4904089310337,15.3265557678417,24.1539563509373,3.24229493047768,5.45134462651238,26.1520816937238,59.622578271521,15.5446431733734,5.04689314596931,43.2903187106669,0.00547764228232899,20.4809886284731,16.2615924232773,0,20.4541701115496,12.1615736572255,8.65581453869605,13.2828638686283,24.8093809290687,10.9519165313113,0.918142731626963,9.21911343886353,11.9605155166417,30.4903223483161,34.7714275807388,15.8539089064364,173.755206505483,16.328511967035,28.6319395343829,33.8924484900451,31.5995831827704,13.0542864234926,35.3922066891463,36.2907133431387,42.3558145785077
33.3389037940977,35.5640133592335,10.5850306387701,0,12.6297698364235,7.808007561351,4.41166679732271,0,11.7791331767032,44.8870747888584,18.3238628335746,8.17995912754175,10.1059584605918,22.0568894670761,4.87756221542145,5.08336205608466,1.94748261918998,28.1409405748549,12.5886373553552,14.5535047323755,14.4120867719752,24.9881283419715,9.6024656145595,14.3797576104264,22.1369944424105,55.1531110828119,10.9825734770913,1.64075829205813,36.8220243000259,0.856421878325964,24.1341129880796,15.7723542844172,12.4015471740614,17.3774370693583,11.1971693507861,2.59771795466652,8.50168146161129,19.3132395689963,14.4322293691282,2.00579456908289,10.2169336363832,13.4186862187966,41.2739411134996,20.0973206157555,27.8962215623194,146.060638774419,9.30251883633111,28.9760471489294,45.560097615109,31.0470120717088,11.8167320258306,31.5478679788846,43.3117984004199,46.5204702303571
