NaCl_200mM_Worm2_Neuron1,NaCl_200mM_Worm2_Neuron2,NaCl_200mM_Worm2_Neuron3,NaCl_200mM_Worm2_Neuron4,NaCl_200mM_Worm2_Neuron5,NaCl_200mM_Worm2_Neuron6,NaCl_200mM_Worm2_Neuron7,NaCl_200mM_Worm2_Neuron8,NaCl_200mM_Worm2_Neuron9,NaCl_200mM_Worm2_Neuron10,NaCl_200mM_Worm2_Neuron11,NaCl_200mM_Worm2_Neuron12,NaCl_200mM_Worm2_Neuron13,NaCl_200mM_Worm2_Neuron14,NaCl_200mM_Worm2_Neuron15,NaCl_200mM_Worm2_Neuron16,NaCl_200mM_Worm2_Neuron17,NaCl_200mM_Worm2_Neuron18,NaCl_200mM_Worm2_Neuron19,NaCl_200mM_Worm2_Neuron20,NaCl_200mM_Worm2_Neuron21,NaCl_200mM_Worm2_Neuron22,NaCl_200mM_Worm2_Neuron23,NaCl_200mM_Worm2_Neuron24,NaCl_200mM_Worm2_Neuron25,NaCl_200mM_Worm2_Neuron26,NaCl_200mM_Worm2_Neuron27,NaCl_200mM_Worm2_Neuron28,NaCl_200mM_Worm2_Neuron29,NaCl_200mM_Worm2_Neuron30,NaCl_200mM_Worm2_Neuron31,NaCl_200mM_Worm2_Neuron32,NaCl_200mM_Worm2_Neuron33,NaCl_200mM_Worm2_Neuron34,NaCl_200mM_Worm2_Neuron35,NaCl_200mM_Worm2_Neuron36,NaCl_200mM_Worm2_Neuron37,NaCl_200mM_Worm2_Neuron38,NaCl_200mM_Worm2_Neuron39,NaCl_200mM_Worm2_Neuron40,NaCl_200mM_Worm2_Neuron41,NaCl_200mM_Worm2_Neuron42,NaCl_200mM_Worm2_Neuron43,NaCl_200mM_Worm2_Neuron44,NaCl_200mM_Worm2_Neuron45,NaCl_200mM_Worm2_Neuron46,NaCl_200mM_Worm2_Neuron47,NaCl_200mM_Worm2_Neuron48,NaCl_200mM_Worm2_Neuron49,NaCl_200mM_Worm2_Neuron50,NaCl_200mM_Worm2_Neuron51,NaCl_200mM_Worm2_Neuron52,NaCl_200mM_Worm2_Neuron53,NaCl_200mM_Worm2_Neuron54
34.8127821299912,39.1434719712485,10.6748196649284,0,48.6789312646727,13.4373027982295,23.9338341222796,0.534575251091895,10.9020565474263,70.4029785218653,19.293876543005,9.39827957338371,10.782919839419,13.2747246648134,0,9.55408891237122,0,51.9556241683097,14.3506546333502,16.1166699619367,17.475571733367,24.6908106080846,11.8808308925721,10.6152208072815,32.4060250797352,92.2354339440687,23.3300805028992,0,75.6096094924737,13.3177381552841,22.225639131883,20.9267686368056,18.9127500639424,17.5771101001813,33.3899845673975,7.45268988279254,15.2171160109473,22.4841538522571,12.1794552428179,11.4451867616701,9.24831600292231,5.72527095595099,31.9713093509442,28.0117488459672,26.3287542896872,305.582389211201,18.0883658622067,42.227364074561,38.7814770266982,42.9564181430697,14.5338121624784,26.0816527762052,83.4614217859339,50.8312164865233
38.7944951703388,47.8118838014903,9.9022436974594,9.29816507704812,32.2233225547183,19.2045887371098,14.1635856371601,2.45667400295443,14.1792363589677,67.1970646831811,13.7993100016867,8.73815998068407,13.5636861365612,13.6602561708545,8.01904440559441,15.4085900082912,0,55.4269607721105,11.2023731031893,14.8851915082757,15.767274046756,26.5599334381448,11.7144137762738,13.2701500433877,30.2877007860797,99.1752627019676,15.5140302466531,0,67.604497304544,10.7088256622727,20.8301380772655,18.7183710355726,22.7760664623019,13.4329226418132,35.3863322657821,9.34547552831908,7.608498290929,19.2909037811037,17.1855684837296,11.5143219461205,9.22946566308638,6.05521312995315,31.5012228865551,23.8459366344069,18.6750054738613,304.963039671762,15.9871732635603,27.2258287140116,39.4539562545706,32.6052647593103,14.0442506635291,33.5375068795011,76.2893418470864,50.9713130040827
33.2197903707752,49.6765856932387,11.2279057338532,3.20876391774725,23.1742322602521,14.9382482392214,16.7201842990687,1.64664885564968,5.12136639871411,63.7508331348212,7.39277220988465,11.7858209327923,12.1330478620356,10.4460436742783,6.77830044234956,7.30376136587584,0,57.0360570088023,8.54648025544911,16.4095710969003,16.4947206516376,23.1300576702312,11.5034566371504,19.8691960630072,34.8965018360218,95.666079770374,12.6633726186589,2.57481181614453,69.0999662359485,1.78985866100674,17.7906290846319,21.4042926133741,7.97111170951661,17.0431649379184,34.0015462550138,7.91953688186859,9.87137366107789,22.6839700955178,17.6658359879729,8.32994012556462,9.65983719867198,8.07323227333962,35.892453295165,31.8519119542453,34.6514295569091,327.999335550006,18.0320264323058,40.1166796217363,37.6712190916379,36.2043466053548,14.3455813646216,34.1325230977315,76.6248866133486,44.2870221727711
39.0935443760401,42.0328615240738,10.0152008060445,4.4705803352712,23.1210765286772,11.3724400688729,18.6618001786918,1.91857206826203,11.5108560442003,69.9892670174918,21.1628597349439,10.1407139226527,13.3867543695076,7.16975245984621,4.58150967116219,11.6880438163937,0.480016320130399,52.8390212690684,11.019525152033,21.4595669170448,15.6190342216236,31.7923958534435,11.9702139119828,4.29280659681452,37.3038722350498,97.5486009279049,17.4100968169298,0,74.9771113609294,7.80230540983267,16.6481554305415,19.443467595354,5.29116729266438,24.624583647278,36.6988897389642,6.43675483856455,14.8210845798354,26.1080128879407,11.7828352455371,9.11172957139666,10.5538334611131,7.04235412784186,40.7200111769551,28.7488593821666,24.6194594644443,318.60190458159,21.8631515986723,41.2250176930719,29.4643441426274,47.2883049423123,14.4614144183281,28.2436982992611,76.4994993351718,49.8503763068677
39.520180180973,42.354066882148,11.1206952090375,13.9297771622416,15.6542411579631,7.9036214735578,19.9287063630859,0.075205568038538,18.980280166672,65.2467379240242,21.2344706723465,9.1669205536054,8.98840965545798,8.86950156640101,0,13.4881737865134,0,47.5441294205718,12.818930922391,14.1557710793705,15.6659449766678,26.5478065367623,18.2314847745759,6.76365076244883,30.1395850581151,93.0393742180571,17.3427589094362,0,68.6392375564778,7.90535948959104,17.0865728168971,18.2680099056364,12.9988518362073,28.6253634979598,39.5188669655133,8.31161797618925,13.0550772629093,16.8600739832063,15.3091170439347,9.45251469640433,7.37060344207879,15.2429419901477,27.4432941075489,36.4810049168785,23.0803328334397,313.245058818509,16.4408129324604,38.6437203853236,32.8355525170774,39.2094333883229,14.2919076796327,32.1402046501171,70.9968741636173,56.6511363162671
36.4694078208128,38.0609893610215,12.0359329372954,1.29530509925684,12.050019128327,17.6458571843882,21.2320746103169,0.832794725801809,3.09398667804065,66.2622066681335,23.1527211464408,7.97090449202874,10.5482502305772,10.3260549823972,0,8.49586088875552,0,52.5369162012944,11.6511206211001,13.9254772206863,12.6114506493687,27.6429163371621,13.7071577658278,21.1532420322764,31.9225225196187,85.1624639609782,16.5490810120344,0,72.9187940030732,6.84566540203689,14.1916942306866,19.5287873094316,6.92566860038942,40.3408472032651,33.8436297733426,3.23433120208617,17.4929859329274,24.280032260147,17.90666432864,6.17803257958369,7.49650701287669,11.1401928797136,43.5309438364002,31.717182523678,29.8251803996809,319.457203385766,20.3177336189329,35.2810603074135,30.3511909077943,37.92653549861,12.7602980828332,31.2429900281723,66.1821341878869,62.5603784601257
42.3505820848352,44.3638812009591,8.63856321388107,4.52227374295805,9.16640680825749,8.69401874659646,20.6040151857516,3.42945444754849,8.75598040134117,62.9057937535529,21.3558496547824,13.0472705257214,9.04594739568907,10.172832438536,0.610104572981928,6.86825792379474,0,46.0759418023148,10.7395792686586,15.0027064997838,12.6391882531,23.786873646338,13.0500741542521,22.5090061917527,34.4009388789115,86.4501306114924,14.8995162389613,0,58.268128494083,4.98911839279041,14.5823016990517,19.1066786180927,12.2977766691949,48.4584813061789,32.9002120177817,10.021940557545,13.3174773981625,21.404852989172,15.7843472096444,11.2052502441602,11.8155234804274,6.17705510659474,35.4934195315619,30.2064816288743,29.9058007272391,316.299163859218,15.6255290829584,38.6657480107498,41.4234912564124,42.5621642223507,12.0190123979621,34.0015543069114,64.243112514962,57.460271011649
41.4188947924951,40.5765941086757,14.1565059278809,9.90876751366453,12.3090750487467,18.9788265881109,19.0547807875032,2.40884284553851,15.3590509733551,56.295840220656,25.0105036966039,8.70477629304395,9.32274390597836,13.3350190302318,0,13.6345500870589,0,59.2187181632023,14.5210197171052,10.9221124765621,14.8416077761847,16.7322093682662,13.5150890179174,11.1256986370571,35.9122256459857,90.4298987033679,16.3753127094812,5.12650888149977,55.2997354096207,5.24414286546263,16.6075738260345,17.1299922503127,6.00305426760118,46.0645846680853,31.1037409759883,6.61077647252957,16.2840118493483,20.4190509053965,16.2028194757897,5.51433151986195,11.9118138648305,13.8141726647046,38.8367814184654,33.3476192468118,23.2017563465639,296.315619947587,14.2660426962829,40.6228730266753,33.4872318811612,40.3486218102919,12.5019047570129,37.2755323566753,66.7897673203931,50.6486487550542
44.5085788861666,34.5148211880243,9.5454787343247,7.21692297208354,10.8200182471453,10.787403215786,11.8500912596934,5.8119937213198,10.7071267773451,56.8908027806416,16.8546272572717,7.68500232585195,12.4191426140759,16.7496647819843,0,11.0756406530307,0,45.7299322690504,12.3912619431082,18.7671442247647,14.3813076058935,21.7166447754566,9.40160776999831,19.3614829295632,33.7450349873683,85.2473454745651,14.640940007473,0,54.4926641303237,8.19593504427085,19.6403732514555,17.3721386862701,17.9184720850296,45.5626097208586,28.9375386177034,10.55817220025,19.4779230384274,22.4413709002073,15.3414846646256,10.2186053264046,8.03492032831162,12.2572221397835,33.0019860653991,26.0923641850006,31.1622220288661,300.749877662711,11.6332712965414,36.9496168013636,35.6675781465136,39.7875686118691,12.0934190974408,29.2494083200158,63.5482415755815,58.3824602109149
39.3826441503154,36.2936546638148,9.25882593527586,5.0424856886353,12.1056890906442,9.00282546054632,16.9867421859472,4.39218001956206,14.6024721049581,58.2113301212149,23.2774337283405,11.617427958535,10.405194704873,6.43631151692887,0,11.9906928427784,0.739970390750887,47.4399873179627,10.9300426920734,15.3964933580948,14.7296934236745,21.5350686969731,7.72651682223922,15.4111699307528,29.4638812538293,88.193876887953,12.1820429183199,4.91168179126511,54.8947751698783,7.18919252400847,25.9425353306118,18.8791150808013,9.4138857973242,29.2007519943974,28.1515203684194,5.81700928271856,12.8761964077383,21.2234859602672,12.539980913495,9.30979544970391,11.5655493371506,5.71242275911787,34.8175947421785,23.0133240520955,29.4532767402336,305.786867015654,15.8974659776364,35.9789825391265,35.7187797431132,33.7853468942633,14.6825848220649,32.8518818968462,60.0568088981786,52.5713171566738
