Benzaldehyde_10eneg6_Worm1_Neuron1,Benzaldehyde_10eneg6_Worm1_Neuron2,Benzaldehyde_10eneg6_Worm1_Neuron3,Benzaldehyde_10eneg6_Worm1_Neuron4,Benzaldehyde_10eneg6_Worm1_Neuron5,Benzaldehyde_10eneg6_Worm1_Neuron6,Benzaldehyde_10eneg6_Worm1_Neuron7,Benzaldehyde_10eneg6_Worm1_Neuron8,Benzaldehyde_10eneg6_Worm1_Neuron9,Benzaldehyde_10eneg6_Worm1_Neuron10,Benzaldehyde_10eneg6_Worm1_Neuron11,Benzaldehyde_10eneg6_Worm1_Neuron12,Benzaldehyde_10eneg6_Worm1_Neuron13,Benzaldehyde_10eneg6_Worm1_Neuron14,Benzaldehyde_10eneg6_Worm1_Neuron15,Benzaldehyde_10eneg6_Worm1_Neuron16,Benzaldehyde_10eneg6_Worm1_Neuron17,Benzaldehyde_10eneg6_Worm1_Neuron18,Benzaldehyde_10eneg6_Worm1_Neuron19,Benzaldehyde_10eneg6_Worm1_Neuron20,Benzaldehyde_10eneg6_Worm1_Neuron21,Benzaldehyde_10eneg6_Worm1_Neuron22,Benzaldehyde_10eneg6_Worm1_Neuron23,Benzaldehyde_10eneg6_Worm1_Neuron24,Benzaldehyde_10eneg6_Worm1_Neuron25,Benzaldehyde_10eneg6_Worm1_Neuron26,Benzaldehyde_10eneg6_Worm1_Neuron27,Benzaldehyde_10eneg6_Worm1_Neuron28,Benzaldehyde_10eneg6_Worm1_Neuron29,Benzaldehyde_10eneg6_Worm1_Neuron30,Benzaldehyde_10eneg6_Worm1_Neuron31,Benzaldehyde_10eneg6_Worm1_Neuron32,Benzaldehyde_10eneg6_Worm1_Neuron33,Benzaldehyde_10eneg6_Worm1_Neuron34,Benzaldehyde_10eneg6_Worm1_Neuron35,Benzaldehyde_10eneg6_Worm1_Neuron36,Benzaldehyde_10eneg6_Worm1_Neuron37,Benzaldehyde_10eneg6_Worm1_Neuron38,Benzaldehyde_10eneg6_Worm1_Neuron39,Benzaldehyde_10eneg6_Worm1_Neuron40,Benzaldehyde_10eneg6_Worm1_Neuron41,Benzaldehyde_10eneg6_Worm1_Neuron42,Benzaldehyde_10eneg6_Worm1_Neuron43,Benzaldehyde_10eneg6_Worm1_Neuron44,Benzaldehyde_10eneg6_Worm1_Neuron45,Benzaldehyde_10eneg6_Worm1_Neuron46,Benzaldehyde_10eneg6_Worm1_Neuron47,Benzaldehyde_10eneg6_Worm1_Neuron48,Benzaldehyde_10eneg6_Worm1_Neuron49,Benzaldehyde_10eneg6_Worm1_Neuron50,Benzaldehyde_10eneg6_Worm1_Neuron51,Benzaldehyde_10eneg6_Worm1_Neuron52,Benzaldehyde_10eneg6_Worm1_Neuron53
47.497579888974,15.2281073383039,3.66382162546414,14.1444018233182,11.5140607984315,10.6207667155066,6.67934151960441,6.94090267618007,112.539351074088,101.558307681472,0.833596080290131,4.40578895713818,15.1475640379909,32.4607152475536,34.8157536897085,24.5326561589567,19.9572255268989,68.3683407330427,33.0001475050058,13.1696932991097,82.7859030751312,14.3306570339116,32.0691209706877,16.1486525131197,15.3645823175538,2.73597131918964,55.9838550316565,12.0543031306132,12.6204481273109,50.984530257362,19.2874089352521,11.3289101037627,0.107970475379932,9.35372843697447,7.23870642165421,10.4693961370502,6.05298512244559,33.8649299869816,18.8579236334153,20.2621530910448,11.4799925920679,4.84265147728556,22.35017820614,561.028072504884,29.3559592481658,37.835204104531,12.5403315037737,3.54975113248523,40.0094282674422,4.88095644812646,5.71328784326589,13.0596476447515,17.761126243924
36.7286748032425,16.3850752887213,7.17793004894643,13.9711511997991,13.0366129229251,11.1548506423088,1.92134845039777,7.67397594253927,101.454076836818,82.2984012868999,0.433674162434091,2.69698932532589,17.1574415439693,32.2432454579628,24.269260841704,18.5630487166353,22.3688693966432,65.0755778351797,26.5587137036442,14.5877727267639,82.3771793178496,15.9539202325441,23.3501856452244,15.4598617665899,13.6970467225273,4.07084286102494,45.47581174311,4.07222652631135,11.857110231102,43.156434977279,20.1720954504389,5.47377041550433,2.18343551041413,11.7155057642714,6.16192070980608,10.6212878098777,6.06744708491539,33.8679394144684,19.7102642039137,18.3556557548948,17.1712103948475,7.71961185149598,25.524739283183,526.335111912211,23.9341706773021,38.5641491781417,12.3764780513898,8.1338340329768,31.5157858910372,6.2608612808483,8.14792413957547,16.0812172422191,14.5099249132622
34.9693835625836,15.4760665327673,9.38187989045572,12.9404213059611,16.736098909221,13.2244568566409,4.61712173603552,6.57831051435066,87.2883425519559,84.9498899142651,4.27523075938895,8.27384905861877,11.2765220368227,28.5331515558349,35.920693098305,19.5016183276201,20.0387376712563,59.7762482980219,18.6987301045037,13.5859337885812,78.3993816058193,20.1385512634319,29.2056311626409,17.6299229939414,11.5657797494351,2.57954119146692,43.0265769572415,5.45058649375357,11.1865045499021,40.6072571156249,22.7239614476204,8.06225358714565,0.725138891437654,12.2361076600914,1.22291557416847,11.8154649695762,6.04082559565835,29.7697758748889,21.4262555599391,22.3102325767063,19.9505314732769,12.1278748880484,26.9563003361378,505.193841152086,23.4510684617748,36.3623816529154,10.6477940455106,6.92318569370074,36.617344854195,10.7696587872061,5.2628021459677,23.7050242120458,11.256072563653
42.4254206704365,17.1510354338408,7.51907321424227,12.7521381622572,17.7566231496599,10.4063379855027,1.7597510951463,6.85133797432249,74.0569873437823,92.3625746209178,4.0239667516281,8.2932207396559,12.3696649752934,28.538847037158,25.2964660698184,17.1705666615047,22.7821655984714,54.8077672631346,30.2084593634193,15.2865934794962,77.0196071067303,13.3482388933011,24.4800426259861,14.1062426000413,11.7765424893325,2.13263939997987,45.9796520351036,4.69207520215153,11.0639958878977,37.1909951851705,19.6482915873651,7.52367992252628,1.41731309588947,9.06444802011372,10.6065026886069,10.1583786143673,4.82643721391474,22.1646038633618,17.8087262912391,16.0932401826458,26.4798409153065,8.00175269158495,23.2244896988001,486.504054170446,21.5735433964326,39.4266681638772,9.71676536964347,6.87218073031163,37.1138368169086,2.08154278299894,5.60498060492666,19.2081925906075,19.1159146826274
35.2134890791417,14.4942679079434,5.5691703378129,9.72757860002323,14.0893133408557,8.49200790868447,5.24699672722835,6.33284104926538,70.6744468256083,70.929338892068,3.78593806991453,7.25723612171233,16.4543432890178,26.2235518112516,32.7638516153439,11.0539345569019,19.1942987101933,58.1543707912859,33.5736192068187,16.9218372476339,70.5613280860126,13.7215964638453,24.1743836957643,13.1003295514796,9.32845006054006,0,45.0022727738305,11.1277702492415,12.6261228023557,46.1024760645116,18.0052878870854,10.2415552940234,0.475890985986095,11.3207150264015,8.69232541788013,12.4939373428912,6.03501795515609,27.6689012510475,19.1202827201019,15.9196416293296,16.3696556914825,6.1522908860546,20.2607113263983,473.981439585951,25.8386215461702,34.0673294372859,11.3298641211267,4.24733032573052,33.047480809683,8.29737537025598,2.1832607001505,20.3035417538836,9.90701566027884
42.8116088314103,25.7203597246447,12.518693355501,9.04844541450682,15.2239945768999,7.89022995404367,4.1162270345133,5.90076977186001,63.0343723816294,84.8385645508627,1.80737099840023,3.07911203173506,14.1786228170701,31.4452524234568,28.9579992121135,17.9521735208079,16.2991030143554,63.0726655499633,35.9956219477354,13.5080734234267,78.4827891216378,18.1946841996764,30.018894117663,16.9017232219448,16.3369054621068,1.93530939174143,45.7594160876431,6.84397146668816,14.5778579154997,36.4418130019358,19.5626399693966,3.68630997061161,3.28399536128479,12.1761837409107,4.53971089818865,13.1338947132445,6.90620141187052,31.6058633543183,20.4789902015028,18.6374016817879,24.8871365724842,4.13196818337591,25.4083073802994,446.027111317986,27.2302618032223,37.2544758175481,12.0549026717749,9.3063546295547,35.1882395840925,16.0767678220296,9.18126049849321,19.6253297199375,19.2097691584521
47.5659418299757,16.4813875475144,2.53903506808128,8.34915422048038,18.1689467686001,8.57732739374055,6.56592376255028,8.7914924542465,53.9083393497279,82.9919462222626,3.10694944122368,6.52759811057385,16.136007525137,30.4386026047241,23.8232746714817,22.535460208817,17.1307848450578,53.0494201895531,36.9486730831738,12.3984103109094,75.3251384145255,12.2753704725595,28.0120267757711,18.7872429726661,15.7715599924191,4.72482071321598,47.9374556319739,10.93407275664,15.7123329045036,31.4814700325612,16.530398004076,5.15231474244876,2.73711959216543,13.1284496150175,9.67431650521646,11.1458427471816,3.47436904322868,26.8677298548118,18.1128969762769,16.9851593262381,18.6302934231244,7.02290097589678,27.1187587010443,446.014523946554,20.9309360732609,27.444271857002,9.67828138716595,11.0838205696623,34.3969849167653,7.13273115455526,2.87482713721248,14.4182723773804,13.419802559097
42.8762609068078,22.7502265724481,7.63521897076614,8.61162450851537,17.8249394331224,8.33099866620192,4.95388799826356,9.13930959128539,39.5225479054665,84.0403707897366,9.57580349433334,8.3887922235152,13.7346446742641,27.2518033308039,29.7559872227323,18.7083868777524,13.2091973953552,47.0070098752166,33.2036932997381,9.50636035091052,70.1237832126707,15.8520099621886,27.5575053804696,21.3197028058471,17.4268585789306,0,54.7024307630283,11.3061952314933,13.3084731905962,33.4246212129222,18.2677476277163,7.80705253433841,1.63914679027273,13.0495158695346,13.014175167351,11.0199290483578,7.36720099499807,23.2399557577265,20.8454087061676,15.4954793320731,25.8530027496695,5.03668502800716,28.4710081570595,439.192487065104,26.6932931218158,40.1208117405963,9.41841761377093,10.1162932503441,43.666473718227,13.4580766679306,3.5736216816595,18.2238436832627,14.3904173666418
41.4500258510242,17.3877784975524,4.57520466285432,8.40420909303703,24.63884382059,5.81257270875374,7.80471447558554,6.60399659092948,47.9621349583549,71.7914078934754,4.94075767812041,4.73318204903071,15.4259173237552,31.8083240007348,16.7729689663835,21.0601226865158,15.4413128608303,50.0999697994879,25.7095229896919,13.5642785208953,70.7723202332763,14.9658074353951,24.7073652237839,19.4964918714151,16.5349787251695,0,44.8732999782578,7.29335653555532,9.05242072782755,36.3361913133489,17.6721748740814,5.9218542260799,0.944625248462939,8.80291459635304,7.45397911876007,10.7312791398956,8.19931970754597,27.5187567448331,16.2116543845323,10.6099868169883,20.1843716396224,3.49119334619459,28.4998760135671,413.092927508796,23.5432783057389,45.6155440767541,11.7730243822324,12.1699611352425,21.4874861098176,10.5062084825846,6.29351424548804,15.8795519946878,23.0789165862211
42.1237170399108,21.6899054600906,7.07282771564292,9.98782738996168,21.3974065061952,2.82013077609101,2.37969823156882,5.74669942151533,39.1293871014482,72.6469698492424,9.04757807146638,3.93249794197807,18.1960127941822,29.2684683182326,26.7685490163693,16.672835496102,19.4388867746182,45.9106387321167,27.769586048219,12.2110560423732,70.221635706912,18.208989959025,26.8138111025304,14.4568646653547,12.9513473193154,3.96678376362697,40.9229900831772,7.25703937666167,14.8821311232838,33.0309150857051,19.395549758307,3.28487370495656,2.38226600059322,8.63023459500228,9.20706676713147,9.74245677651365,7.34203104757714,19.07662768488,15.5330708639644,12.3700420256321,21.6789927544924,9.38899742331025,27.203023025103,401.510189687436,22.0934928574894,42.8647086380344,9.56193170247596,8.71308321428342,25.1408900029539,2.42864436080903,5.64477722421219,11.7527448843306,17.0581740333306
