IAA_10eneg6_Worm2_Neuron1,IAA_10eneg6_Worm2_Neuron2,IAA_10eneg6_Worm2_Neuron3,IAA_10eneg6_Worm2_Neuron4,IAA_10eneg6_Worm2_Neuron5,IAA_10eneg6_Worm2_Neuron6,IAA_10eneg6_Worm2_Neuron7,IAA_10eneg6_Worm2_Neuron8,IAA_10eneg6_Worm2_Neuron9,IAA_10eneg6_Worm2_Neuron10,IAA_10eneg6_Worm2_Neuron11,IAA_10eneg6_Worm2_Neuron12,IAA_10eneg6_Worm2_Neuron13,IAA_10eneg6_Worm2_Neuron14,IAA_10eneg6_Worm2_Neuron15,IAA_10eneg6_Worm2_Neuron16,IAA_10eneg6_Worm2_Neuron17,IAA_10eneg6_Worm2_Neuron18,IAA_10eneg6_Worm2_Neuron19,IAA_10eneg6_Worm2_Neuron20,IAA_10eneg6_Worm2_Neuron21,IAA_10eneg6_Worm2_Neuron22,IAA_10eneg6_Worm2_Neuron23,IAA_10eneg6_Worm2_Neuron24,IAA_10eneg6_Worm2_Neuron25,IAA_10eneg6_Worm2_Neuron26,IAA_10eneg6_Worm2_Neuron27,IAA_10eneg6_Worm2_Neuron28,IAA_10eneg6_Worm2_Neuron29,IAA_10eneg6_Worm2_Neuron30,IAA_10eneg6_Worm2_Neuron31,IAA_10eneg6_Worm2_Neuron32,IAA_10eneg6_Worm2_Neuron33,IAA_10eneg6_Worm2_Neuron34,IAA_10eneg6_Worm2_Neuron35,IAA_10eneg6_Worm2_Neuron36,IAA_10eneg6_Worm2_Neuron37,IAA_10eneg6_Worm2_Neuron38,IAA_10eneg6_Worm2_Neuron39,IAA_10eneg6_Worm2_Neuron40,IAA_10eneg6_Worm2_Neuron41,IAA_10eneg6_Worm2_Neuron42,IAA_10eneg6_Worm2_Neuron43,IAA_10eneg6_Worm2_Neuron44,IAA_10eneg6_Worm2_Neuron45,IAA_10eneg6_Worm2_Neuron46,IAA_10eneg6_Worm2_Neuron47,IAA_10eneg6_Worm2_Neuron48
16.2657040315657,267.286806283712,41.1878588892507,129.067796759475,72.8234255912744,9.90712879842546,17.0309586581665,17.2859056746456,102.15749067335,44.3302490764969,38.5225688339737,0.505179589368005,16.4115044416006,20.5543467893711,113.200330118053,14.3305592304457,16.9331987419067,101.161713172062,31.5427122597541,5.70878352591622,34.5343964319584,31.7755039604127,84.7438085515324,17.8901879627475,4.01584301902769,17.8296561530375,59.9711880356069,89.3085135190907,17.5348953522292,22.6403647156881,15.5350523430234,6.90867622578483,4.88577364398949,25.4487524402427,35.5618615021885,42.9683499168823,49.47345533465,34.6766596112898,20.2220274542386,28.0006126339032,16.2437365859176,16.8714162799847,46.8162206664831,375.134152373948,58.2524290496123,58.2856967230752,51.1885045895098,15.2624299888274
20.8120691875364,238.673100196784,34.7851528971264,121.008094183257,57.3318104791522,9.48435468718279,12.8633589951115,17.9457119416414,90.5918105227482,39.8230974899962,38.1038825409807,2.18862468537204,15.8067338195606,22.997598902715,107.03407978995,14.2025868172344,14.0512522819524,89.9172054713689,25.1753202497776,14.6239464867926,35.7604003522767,31.3987816806532,79.2917337364484,6.83373073375499,0.295293480093992,13.0907046199294,72.6813167063031,80.9970321861082,18.3907657002087,23.7088858245892,11.6599612770646,4.39194197409762,13.5807773353215,18.3877845033615,38.5863927158845,39.0502639651141,51.5052072056119,31.4690978563756,17.3289664935025,30.2228186173533,11.5124995774871,18.9182339230172,39.7899436072446,341.982111423744,62.0172794149229,59.1223653247994,44.9938498898789,16.4280262057637
9.24405930449671,208.738083591621,37.7502218875576,103.758996678225,61.5121261357094,6.35025757516606,19.1124092388556,18.2096273445328,82.2399080560766,46.5367026511105,32.7299803331091,8.87714879345619,18.6814114360891,28.5484327285584,97.8760868091285,20.2178067236286,7.74030074680276,85.013865434121,29.2110244453451,9.13908682569089,41.301826572352,25.6891150893404,73.6852144700587,20.6643614938841,0,10.1793901835688,70.9294630895436,82.9852487361914,12.6029498659412,11.4986425747521,19.8265345571586,3.82878338182067,11.7183243119505,20.9797658554378,44.2898691262554,41.9154179678115,49.8191519472109,28.7300702709846,18.0946309827869,34.456901643542,15.1508838720091,21.8940851487926,41.1527656853425,335.824476052084,61.0732317338894,68.4396527038794,53.183198859139,15.4321765752207
23.2790916723747,189.646806956188,35.4692957570308,83.4321472028322,70.5251661395878,15.3753186799382,15.2642145654453,17.0263591254794,72.8047667106599,35.1113037290291,31.9997484127331,6.46403285971186,15.7290402572162,31.4089837577176,87.940572424219,19.9131188726736,12.5262472745993,78.3335647443917,34.9639948232615,4.69566929454129,33.322671323161,30.4104279686068,79.9606119463676,19.0171145173378,0,16.2198074695869,65.4794729817838,84.4643088079318,16.5545716913933,17.6744294571552,18.0246606903263,7.69687683456696,13.3308402704478,15.7250978160412,29.3096750664238,30.9827191755777,50.074805548163,21.45708407601,18.6107646342571,25.7818530732297,13.3611392128144,12.1962642315441,47.9047034342206,317.689401363976,64.7264620350253,84.6710602740384,54.8932743113138,17.595442830988
24.9627983339954,171.485842336198,43.452354943169,75.6467526438903,55.5373674045119,13.5052812180766,22.7770001061546,14.2841634330246,61.6820483509358,37.3244216991493,33.5278811538788,7.11996202594695,17.2462584701907,28.4578251733667,76.6510742835496,18.1481272103282,5.62548811560643,66.2407187190692,28.4873721755739,12.0578748610754,35.4784849838796,42.5587649133927,66.4843625496789,10.051239347478,18.1767171816899,13.6459683258076,70.1839326720762,82.4051232737158,19.7803502600678,6.63815467028832,15.5244726837596,10.34175678581,8.86017402288292,9.39004945076824,26.3027336589517,22.3124113593617,47.8911175068385,14.6339706195746,22.4242454094858,27.8496335386097,12.7354410469211,15.2749574736726,48.5554023257045,297.51874311469,72.4346602309248,99.7209358094164,61.4877180081746,13.9925626114969
29.4307355729059,146.217484738868,52.3265955679525,52.5850244606958,49.9904440543156,12.2327909708603,23.6664673006456,23.8967627694683,62.0960562055234,29.9390755192721,31.7557404673617,9.00338322742843,14.3643271209623,26.3113169491391,57.3767346828151,12.9950614567525,6.2332158698657,52.1197872962589,26.6891114814774,15.5805261949166,42.6065832954183,37.8585560093895,44.3195959562067,24.2959073112868,22.4887560881918,15.3451501488264,59.7621004373548,69.428756543259,25.6966809113849,15.4552300702916,19.2133995847453,14.7236342946134,14.2397703182576,14.5652179954901,18.4112366507346,22.1580189786699,49.5335800548656,17.3539892861545,19.095357160395,25.1210404198583,13.3285499342935,16.8614417123641,71.0866810593921,272.937636365053,66.074221534755,113.12974547459,51.2853209852289,15.8775054280062
19.5101347066228,124.865058071037,66.6193304102082,45.4326212423943,52.6034531472246,18.1400125780334,22.0525576701255,20.3070094465966,46.6232832449066,36.2096141861547,36.4803705398558,12.0526435671682,17.1184504793173,27.8893431219242,48.2111454228718,20.641907900959,1.88368782612057,47.2827265242991,30.1052982687344,5.56915174293853,43.5281968436147,31.1351435525758,39.3180466354248,12.7686937181206,21.5635339193645,19.5600268844229,56.7720274139338,68.2816873478609,38.1417378227851,13.3078380159263,17.3306723386295,10.8867499052954,4.83171056858842,16.2539569461337,13.770627331275,21.0905022637073,48.2312502762538,5.89811794070624,20.1625439635855,19.7231857375617,13.4894210760573,16.347085501394,130.762251978794,259.394358897006,73.1665811143061,149.52116326403,57.2325414959665,12.5742068701607
36.7007567689987,105.282178675729,63.114768486986,36.6098241518549,62.6188349118858,19.6459228635544,21.2664211120578,21.1699111355518,43.6684104814533,36.6589895987224,35.6789809733422,9.85169280768794,15.9319952719672,25.4667052237301,38.4153440239049,14.1791293542704,2.80041628935416,43.9075468520108,28.6621613772387,13.7975881819759,37.7136122630662,34.1402714961787,45.3635981437446,15.1948418748347,25.8839695775615,19.3430381603908,55.8107558864263,66.6651661815215,47.4569394510169,10.4899033756595,13.6074206929378,10.7386571420622,20.1182121677762,21.2890193950469,12.202208293011,16.7841320452505,51.9550128876558,7.98337378498622,24.4921761963937,21.4927581835842,11.4374221584774,13.6989315221371,184.070172468618,258.656721941032,82.1413849157393,180.286764288024,65.8263263582403,14.6937649586061
30.9652645952049,93.3130407623863,82.252788962535,24.5900212183521,66.3724736485796,24.5401968066001,12.0402814370754,16.3062882601042,31.1331266655068,40.2529540644154,29.3171900275076,7.5882061183443,16.2993275211365,26.2074696765299,27.784865257874,17.8833170317622,9.29259615276892,35.7667214586631,46.0475451357052,11.3674491159389,37.5767719380086,43.2478321727924,40.4255791355301,18.9888205129214,21.8278675399342,17.2490631770548,49.8496497489402,61.9545145999616,59.3324161771233,17.2656341905931,25.7065281097004,25.4650702842494,13.393143809998,16.8557701588323,6.8940370944982,12.3324131957211,49.4814179116381,3.59336945995941,25.0282466770837,20.6111590376574,12.6662165804147,13.1640161875327,223.478110327349,243.459011728022,82.310770018233,213.174468264584,66.2015003926427,16.5317203069884
25.3888502963268,80.3000528166079,93.9191481080977,25.0649132298025,62.2668403515043,32.09280925186,17.6309870395366,21.276982692439,31.1604304715412,38.5638053822639,41.2249692698647,12.7242457771629,20.8404966357071,23.6960553971348,26.1958704366369,16.1823369040173,0,37.7547145444635,29.4942023381757,13.1453903014653,27.7920772220447,28.355090531674,23.0971301338713,17.8184684208247,22.0613275261019,24.491475651318,52.5881511211069,58.9576525004219,69.714110004512,17.1717939305182,27.6038136856078,19.0000568950705,6.56967852437452,20.8084808193712,13.1936299153782,8.89543757788088,45.9218304828193,4.66128773498572,24.9847200184339,15.9985844102991,16.0372158227882,15.8263572085739,262.71544499933,228.898276367314,86.4914017262249,218.427402588182,65.2504805041269,15.0349149837465
31.0724999989945,82.6334909905725,96.1277529208043,17.9782018535677,70.9141156559587,39.5161415283134,17.6793166396633,22.3119927527458,28.7328092598946,48.9130330122789,33.7499846677157,13.2834383652653,19.9169542181587,27.6867586232726,21.419346386024,22.18483370534,0.0806837631193368,29.8644716328995,31.8062853912842,5.04693820941279,28.3622758694467,31.2195859536819,32.7166348902455,14.9453332878325,16.3896334228626,19.9542793161431,38.8672752516911,73.530469599614,73.6588112762986,15.2648779292684,30.28759432455,27.5542727763802,12.7274336055859,23.0738531253398,10.5649603025119,9.85314334146482,45.8678764076373,0,29.5088670300005,15.5114277110922,13.0236488121872,17.9429098068891,269.151131493817,238.934208568248,91.8034221507427,236.345416501399,70.518199617213,12.1390809466526
34.9903327941043,63.8324728125177,122.368396951956,10.7774580818179,56.7740936193572,45.7698536003871,13.4370450776026,19.0351251377115,27.1225882122162,36.1540799417358,35.1011685430668,13.519848802661,13.5922194577678,25.7514762547495,16.3241168853668,18.3170092507829,0,24.2384148343335,35.8599107437424,26.7183541253312,37.3023449901588,42.3772626954989,26.0836699010976,17.9871919698399,34.3964063861374,22.2191024343927,43.5852150110375,59.0675706306533,78.2683960816772,11.5270007611559,39.3989486530317,18.4890014258569,23.7974556147633,27.0074031377493,4.38499627870239,12.762251736588,42.8778160055609,0.977753745304443,35.5175456139536,13.5492953923218,11.2908507981415,20.3865187553567,299.009655639378,216.175846085294,90.7598451427236,242.480059947713,74.0967786937394,15.243467451992
37.058614460397,50.6666082005587,134.262285410401,15.5186317191969,72.1299755694542,55.6001353743505,9.42606340031661,22.7488151224848,25.0810276083046,48.0725790698706,37.4045071242465,16.3141192642034,19.1988713862857,25.7160553928656,12.2544203088157,29.2062869901792,0.979502410929701,24.5298770957545,41.7793406142945,15.5452035526471,36.2355462418349,36.1560534771221,30.6183495920878,22.3956435372464,40.6616502609941,30.0840563083966,43.5814059801684,57.1287591536011,74.8952115094642,8.8742690440413,40.3284822655746,24.4899653922357,14.4715507261231,27.3714971594872,3.25783924751557,9.81012517902538,43.3677723387157,2.84295344918015,37.2268541351488,14.8912933011032,17.9659882763199,27.2693351992361,294.727867012112,197.637131408031,98.6420701804883,244.044909966151,85.6348210643641,15.5498568557712
36.3689591925327,46.8029515889562,155.607059372343,11.390331839035,60.0200230344043,73.2221468024097,11.3149567254481,24.6544057038456,28.9165471125334,40.9933313657512,33.1758037912142,11.9921519180782,13.2662638117604,23.6857053933673,12.4111062173794,22.7856395428767,4.51654571174351,22.9043504463085,37.7837316927969,25.0955107007344,40.1487870767334,41.078356421743,18.4819509821718,24.7999755939495,39.6508621272772,18.7598066636891,40.5396965562263,57.3854583516456,78.6716970093538,6.77154519881753,44.1967440685739,23.3492833070017,8.33039069395077,40.7053305192127,4.3349737668192,9.42929738765583,44.5388373854637,0,37.7676699169184,10.7364874153733,13.5275133709299,22.4554693377593,306.145246335621,207.93706088036,105.185439709924,230.03990555534,86.88428743693,16.1391605672305
26.9443880446278,40.8124480766073,145.935940344186,14.5494705595963,73.7318695714402,83.4493511480713,24.372902183045,23.7637004684315,34.9252446665954,51.1389299443618,27.6299039204385,14.5188998148951,18.768643654497,32.345299766677,10.9191740159087,19.98993360654,11.6661796110741,24.4621139110837,33.240795362659,10.9772379405725,35.343715267128,43.1179603127757,13.9155882533763,16.1778940775525,50.7294290180828,31.8276643141075,40.7715174957349,56.0245388214215,83.3355398803536,11.3964164664835,47.3060396148151,29.2739054490351,19.6548443477164,34.8166870899754,7.03582869559826,8.56450715793145,46.742517573847,2.82309142410331,37.2400719116431,15.6049803038682,16.9757608951267,35.037599299559,310.429256917822,204.582593582626,96.6131090849796,241.385324152798,81.8743548544751,14.4249909793406
29.4677913929248,36.3849581603812,157.170190154079,8.90749235607942,77.7884028642466,87.303128966388,28.2468310228059,18.5728466070037,24.2022493933518,33.9340263592461,30.1561051738912,12.7819999102396,13.1635959646794,30.7668417079733,9.23844209601234,15.9465753765702,3.52026433201686,18.9998751370796,35.1096538326724,19.2753925113343,34.7834450693935,45.5417842628854,28.4217129895788,27.758867541384,50.2452567883815,29.0076267662763,41.1175079765141,54.727210649508,71.6383666659961,18.0364352616825,45.6143657783742,23.1239354042413,22.5767440072731,41.0645723564501,1.16358114531015,6.37306663275798,43.6622063331631,0,36.1728696808735,21.9060473132971,20.3914505613468,26.3956869540562,316.875332156949,200.933586973093,105.576352327295,239.231587521567,88.5134511736107,15.0427261081107
35.5376440010186,29.6389207161129,172.956584620957,9.42620530951656,77.55213937102,96.9616553464828,25.0039627258062,19.0094751410919,26.0022974940564,53.870707040278,30.7549348381955,13.8381481772075,16.531381788259,30.0822773767367,7.82206444955972,22.360162625831,6.89658891550692,16.6147003401083,32.8176753795164,22.3105665652203,31.8781975076037,45.3333399975102,26.6553989348504,22.6862123198782,44.1408926962843,26.3005619224661,38.8933423728488,56.4211098874019,75.073842446578,4.95657130837367,51.4750632287032,25.9922542190592,7.99103379346001,47.0254219911747,2.15930396312145,15.078372475527,41.2544309355775,0,33.7255966853983,15.6181469765819,16.0841024496599,32.5969752818252,316.084203396446,201.436053378219,114.987828919457,216.373034004815,97.3315926119308,15.0820068321176
28.6209431298222,27.6818737524801,173.876931255007,10.2480457990147,86.5071813836156,101.647565355088,17.3833124372818,20.1556235327346,22.6647701934178,54.9806646327541,29.7585882525702,15.5915234755681,14.5236484164543,30.1617826275204,9.72632596758703,14.7627057071783,1.89742022884944,17.4337420136868,32.6812925331795,16.9469170566679,35.8494491601415,45.5296822278688,19.6805162118992,24.4065946335541,49.8716819129575,28.2272838258815,38.5311066466559,55.0338105591168,73.5969218207378,21.3335645057418,52.2873677281309,22.1909128590664,13.4120616982128,48.4402068239753,3.62516916914943,13.3013939357673,41.0848061981266,9.34225102045106,32.5945484532883,25.4276665032894,14.9771125656374,33.5854407803505,315.679918605441,208.891576853372,115.990543720592,227.579667672501,91.1139693272934,17.8926691326463
