Diacetyl_10eneg7_Worm3_Neuron1,Diacetyl_10eneg7_Worm3_Neuron2,Diacetyl_10eneg7_Worm3_Neuron3,Diacetyl_10eneg7_Worm3_Neuron4,Diacetyl_10eneg7_Worm3_Neuron5,Diacetyl_10eneg7_Worm3_Neuron6,Diacetyl_10eneg7_Worm3_Neuron7,Diacetyl_10eneg7_Worm3_Neuron8,Diacetyl_10eneg7_Worm3_Neuron9,Diacetyl_10eneg7_Worm3_Neuron10,Diacetyl_10eneg7_Worm3_Neuron11,Diacetyl_10eneg7_Worm3_Neuron12,Diacetyl_10eneg7_Worm3_Neuron13,Diacetyl_10eneg7_Worm3_Neuron14,Diacetyl_10eneg7_Worm3_Neuron15,Diacetyl_10eneg7_Worm3_Neuron16,Diacetyl_10eneg7_Worm3_Neuron17,Diacetyl_10eneg7_Worm3_Neuron18,Diacetyl_10eneg7_Worm3_Neuron19,Diacetyl_10eneg7_Worm3_Neuron20,Diacetyl_10eneg7_Worm3_Neuron21,Diacetyl_10eneg7_Worm3_Neuron22,Diacetyl_10eneg7_Worm3_Neuron23,Diacetyl_10eneg7_Worm3_Neuron24,Diacetyl_10eneg7_Worm3_Neuron25,Diacetyl_10eneg7_Worm3_Neuron26,Diacetyl_10eneg7_Worm3_Neuron27,Diacetyl_10eneg7_Worm3_Neuron28,Diacetyl_10eneg7_Worm3_Neuron29,Diacetyl_10eneg7_Worm3_Neuron30,Diacetyl_10eneg7_Worm3_Neuron31,Diacetyl_10eneg7_Worm3_Neuron32,Diacetyl_10eneg7_Worm3_Neuron33,Diacetyl_10eneg7_Worm3_Neuron34,Diacetyl_10eneg7_Worm3_Neuron35,Diacetyl_10eneg7_Worm3_Neuron36,Diacetyl_10eneg7_Worm3_Neuron37,Diacetyl_10eneg7_Worm3_Neuron38,Diacetyl_10eneg7_Worm3_Neuron39,Diacetyl_10eneg7_Worm3_Neuron40,Diacetyl_10eneg7_Worm3_Neuron41,Diacetyl_10eneg7_Worm3_Neuron42,Diacetyl_10eneg7_Worm3_Neuron43,Diacetyl_10eneg7_Worm3_Neuron44,Diacetyl_10eneg7_Worm3_Neuron45,Diacetyl_10eneg7_Worm3_Neuron46,Diacetyl_10eneg7_Worm3_Neuron47,Diacetyl_10eneg7_Worm3_Neuron48,Diacetyl_10eneg7_Worm3_Neuron49,Diacetyl_10eneg7_Worm3_Neuron50,Diacetyl_10eneg7_Worm3_Neuron51
30.4488154355715,55.7594775780267,27.0780913284906,23.6343257302516,12.122584122104,10.8806616480815,6.42756097176604,32.7820434930837,30.0602018461463,20.1171139040157,24.8381594320918,11.219772848235,13.568368713069,30.8652880757971,79.5129711172674,1.74192240269391,11.3179526676351,74.4583569470769,28.2939223058014,10.0050442870672,12.4584630089569,18.1845004612075,24.2815864808672,45.902292153641,20.1799170484865,12.0622619121461,27.7927107148232,8.37342024575157,19.7670046230401,43.1508117564278,17.0553379104582,15.7634762095468,41.0545029052319,21.3715599069374,23.7792961001652,15.7398094049743,24.787567166451,24.3212433488217,18.7300864920382,17.4606546106477,46.408080954673,61.2066253671573,52.6624564147796,21.8225204478739,19.2620040053507,14.4882336975305,169.942640170527,12.2376933043158,19.2384478253768,22.8130063572091,12.3536739808952
23.0953613178985,41.2531732091621,30.6826537735809,32.7526312963125,7.31441882059356,8.2677985243973,12.4723362505595,36.2362134733063,19.1540222698835,22.9989382309484,14.6629819788306,11.3550040452804,13.423306367555,26.6078947917133,82.209765007585,9.18384488807782,11.9801188019491,59.6984008890137,21.5560093449777,12.8961345362223,9.16134131535579,18.1805385775433,19.3111245471423,36.948725226674,24.1278776232867,7.21678833226984,23.5629061880684,2.48964894556901,22.866368004773,39.9884718289696,21.2108685865957,12.3910997597008,35.0365898004964,19.7172822423373,19.3429764603925,19.1581119288486,22.2595915071367,24.4052893741657,24.2770358876002,15.8092612068854,36.7584106109526,74.4288843106964,51.8215600638866,24.1692974924901,14.0518481413463,17.8921011445153,169.717658815275,13.2922516477421,17.2436512516843,20.9323394697829,16.4020165442168
10.9768815865969,45.9380324707597,34.0840837317254,32.7957152678305,5.59269508557233,11.4258508138502,12.8442159865369,24.5506217696639,17.9058877088109,17.7212440282072,21.7297119100572,15.0349808102817,15.218751432949,28.6492655101432,92.5702702148718,4.33666103425082,7.62247645449718,58.9840198518097,17.5041296886072,12.8691082317855,12.8305318571645,17.3002828220673,18.2168748055086,37.6171564354898,20.1685543040618,8.15926975391821,27.6068191059248,12.5364518417769,24.1804555133163,32.7000568930378,21.4300782484837,9.22989306318033,29.0782530699232,21.4509710735278,27.3047594758122,20.9854964193196,27.3852854387073,24.7006511219575,22.806105112406,11.2160137591562,41.6642783054984,75.7122613624929,48.0255932683569,24.7155139932899,19.3419242061154,17.6841611012566,174.895823934989,19.7307099196663,15.9368789247458,26.2901852410813,12.578936921514
19.6392188310151,34.8250089320995,27.434045528124,21.6836397902019,14.1399459902285,10.3133409139148,6.814242102008,32.5905508586586,19.5671368199846,24.2909968291885,21.9105080034478,13.1971530112094,16.3751752632512,33.730430015562,99.4732899933225,3.45721259768418,10.6414963741152,48.816443301863,28.6115458696453,12.1256092316249,14.8225674035075,19.4180012737907,19.8216819864197,46.2507795886378,16.3606607262932,6.28166646705122,22.9875411646884,10.0994171458185,19.7655922862294,37.3432057945797,22.8024432138228,12.3534542348874,24.3860313462209,19.1079000598061,23.269211575086,17.2707684113348,21.1593305822758,24.8023201101166,25.2633612290295,16.5942146680244,42.8879253793713,77.9257095847538,44.6239004200733,23.3204664945924,12.9666653160614,16.6438131030884,164.62984793714,13.931308838231,18.060035901888,26.0221431387131,15.2305216869214
16.4570678854732,38.7639283913355,24.5974330760651,27.7357561870674,12.657706274036,11.1461663587038,3.27955577152598,31.8402455142909,16.5074241024525,19.2395540248876,21.4837787269768,13.6091806587684,13.6599743951579,21.2112986056928,95.6923810748156,4.37968162459229,8.55758518195655,51.910176783819,28.1585932522557,11.0660758319307,10.5153700691741,12.5217818676727,26.466486895751,40.9188328007285,14.6503206319862,9.76945060946893,21.5125221394961,2.32264884883074,22.6015742805389,37.8170145335651,16.7336973915234,11.0187376777772,24.8104787208442,18.1324876874446,20.9926560384044,16.990609608891,19.8702946758267,29.9418926799809,25.2648036408334,17.8563660983178,39.2779491017543,78.0177888401029,42.3337026429393,24.0393495840666,17.1416248742389,14.82541261582,145.803607461797,16.9470425923489,16.0308258728308,26.9832144447376,11.0680121898736
23.279726747615,36.630469818843,22.4685891437176,25.1543313959483,0,11.3911924161157,6.81645017830381,28.0318223677231,11.1003139304852,16.8307597078033,20.2386693689563,12.1938158104607,10.6952941203885,25.3747562002292,99.5184208151703,6.75806245564907,7.48104324790024,46.2785966893883,23.6759433701391,8.90932757584206,11.6638583426135,16.8133301281463,26.0197891082658,35.5171481163623,18.938420198348,9.49183607396972,20.5533236725654,8.9319627566302,17.0650890284673,29.7432717704975,12.2758097869873,9.04228146852665,21.5931558884282,17.8536485082119,22.4666457786169,19.2582437163559,20.7800544165197,23.2828294218308,20.5491007825131,11.0787173922364,41.6186139310034,75.0713589265261,46.7606870139413,15.5791708186255,16.1544553437081,11.5882311806598,143.490665631584,13.1923424711703,18.1755557719341,24.8003332145573,13.6935781781254
0,22.7964329428361,17.7216377359985,26.358497046504,4.2416193597548,8.61232702826944,9.14442967879514,22.2875954640387,12.1841944178564,18.8005625749389,16.6190507818971,10.8725662974511,13.2083808066058,22.6151068007343,105.755235420247,6.52977396624948,10.3191593894813,37.4592815456348,29.5607267301255,11.2303274361976,12.9566205644158,18.9207917697546,23.499909800482,38.115994780723,19.0116557547693,8.81733519181301,21.0990934996792,0,15.8626244886392,34.0726409528581,17.8226224382403,8.32879948616103,20.2743516511366,26.4393279925969,16.5686040321127,22.571840875255,25.6948741075817,21.7830078089084,22.7979494838987,14.4916356818858,40.002899953995,77.875860324812,56.5460159349458,21.8991939326126,18.3683870968828,14.9722072547638,149.010107369689,21.3346936293284,12.5551683981979,24.1832545899619,11.4678761924283
1.40814707933338,27.6093235985201,16.8431203004834,31.0746970831861,3.67207421668154,9.87762843720844,8.15207312888158,27.7841067076662,12.2946722905648,16.6024077494265,20.1736607000151,16.5778465012894,11.996604298238,30.2136138690613,93.7825955299539,0,9.7118939645128,39.6598922696705,29.7696189488807,9.99108767745109,13.7788583943671,15.4241015944798,23.2957254121982,34.814200766096,17.2635846043196,7.29553514036275,26.8464523990506,1.21661938521595,19.2908074070475,31.8458830984084,17.8870285454236,16.6604715698024,18.3328669475742,26.1573048592513,19.4542264474184,17.174353074724,20.5147339882483,17.8272150770349,24.145888039626,14.7380387992505,34.694664933519,70.9260905973589,51.9752206445388,18.3942346409158,14.1178452102777,17.0644955591043,144.248547604152,14.2115869182457,18.8337680588977,20.9992453404631,16.3678463511278
9.58680381140195,26.7902215452372,24.0824791976852,28.0123309348306,4.83036952223811,12.303345432253,4.95733804995186,22.4120897272966,12.5676459436621,17.1810193371103,16.2749020645336,9.82199003144395,12.3720654846046,23.6477134391182,96.1313549705852,0,8.82108577621603,41.1002670411247,35.8101559446655,12.9781120142737,7.07927178024443,16.4392666904978,21.8669135938111,34.2241791646635,15.6524320335296,9.0459212390154,17.996508802873,0,28.1067933841887,29.7757160498014,11.244013969207,7.42027715741586,13.9480080881892,29.0068158907847,13.8090603001651,20.0707897306143,22.3776692009191,23.26908586685,27.1986683151464,17.6124090145068,30.7479383033914,75.323034116199,68.5877727654365,26.3854207164258,14.8907422742375,19.9887961897669,144.58941475644,18.0359128859834,17.8309159517197,23.2870246030448,16.8198753950208
15.2641751268713,19.6978989649396,16.2642077930982,32.1972195909215,3.76407641779142,11.2412546036553,9.03428233334837,15.1654433270662,5.97873994470092,20.2367475639534,28.3513278223076,11.8306282915579,13.763056305013,24.2492768458282,102.147157999694,0,8.73597185904443,36.446464940717,36.4218712056191,14.7938444163122,9.78760198814637,16.4698934587288,16.3666956536073,32.7923276386097,18.9634941061111,9.55341049283592,25.4352503569375,4.57992486663846,17.1585400304841,29.4375078233261,17.7726101468779,13.7664262871104,14.9159050703472,32.2043685909578,16.1662387132674,18.8691948598479,22.8856077050976,28.1928869554089,24.5138986190885,16.3159801381206,34.5632533916286,81.385211628847,63.4006639537072,16.8379928030651,17.5374447917766,13.4378997819641,133.997762091209,15.5962316964058,15.2741992340097,20.1766421769367,16.0888468964693
